index,country_code,profit,nominations
7,USA,0.057083702661179445,0.550550180466067
8,USA,0.08977001727576976,0.5009885900870037
9,USA,0.057083702661179445,0.161823075755491
10,USA,0.06286308958782576,0.0
11,USA,0.05458583614230847,0.0
12,USA,0.05663315358209314,0.20419798661717445
14,USA,0.057083702661179445,0.0
15,USA,0.057083702661179445,0.161823075755491
18,USA,0.057083702661179445,0.0
19,USA,0.057083702661179445,0.0
20,USA,0.057083702661179445,0.0
21,USA,0.05852857485871351,0.0
24,USA,0.057083702661179445,0.0
28,USA,0.057083702661179445,0.36602106237266546
29,USA,0.057083702661179445,0.161823075755491
31,USA,0.057083702661179445,0.0
33,USA,0.057083702661179445,0.0
40,USA,0.06065073089884165,0.0
41,USA,0.057083702661179445,0.33916551433151276
42,USA,0.057083702661179445,0.4553034789913517
43,USA,0.057083702661179445,0.23706652102292547
44,USA,0.057083702661179445,0.43370912277044016
45,USA,0.056192957012302175,0.4681200556812527
48,USA,0.060641304913842994,0.0
49,USA,0.056410464460738455,0.161823075755491
52,USA,0.057083702661179445,0.0
53,USA,0.057083702661179445,0.0
55,USA,0.057083702661179445,0.0
58,USA,0.057083702661179445,0.323646151510982
59,USA,0.057083702661179445,0.0
61,USA,0.14534437681952506,0.6676415316991081
64,USA,0.05636290432504832,0.4553034789913517
65,USA,0.057083702661179445,0.0
66,USA,0.05587627136891885,0.20419798661717445
68,USA,0.07947922172295735,0.323646151510982
69,USA,0.057083702661179445,0.28662811140198874
70,USA,0.057083702661179445,0.161823075755491
71,USA,0.057083702661179445,0.35320448568276447
74,USA,0.057083702661179445,0.0
75,USA,0.05973629729272191,0.0
76,USA,0.057083702661179445,0.0
77,USA,0.057083702661179445,0.0
79,USA,0.057083702661179445,0.0
80,USA,0.057083702661179445,0.0
83,USA,0.057083702661179445,0.0
87,USA,0.21251804899581922,0.5762320353544382
92,USA,0.057083702661179445,0.485469227266473
93,USA,0.05691795089607688,0.4083959732343489
94,USA,0.057083702661179445,0.23706652102292547
99,USA,0.057083702661179445,0.0
102,USA,0.06298771378826161,0.28662811140198874
105,USA,0.0596283375257763,0.161823075755491
110,USA,0.057083702661179445,0.0
111,USA,0.057083702661179445,0.0
112,USA,0.057083702661179445,0.33916551433151276
113,USA,0.057083702661179445,0.0
115,USA,0.057083702661179445,0.35320448568276447
117,USA,0.057083702661179445,0.0
122,USA,0.08723577718298,0.5058184559436171
125,USA,0.07157146327720715,0.323646151510982
126,USA,0.09392794369829792,0.5358081160790275
127,USA,0.062163610702187296,0.4257451448195692
134,USA,0.057083702661179445,0.0
136,USA,0.057083702661179445,0.0
139,USA,0.057083702661179445,0.0
141,USA,0.057083702661179445,0.37781117002131775
142,USA,0.057083702661179445,0.0
143,USA,0.057083702661179445,0.0
145,USA,0.057083702661179445,0.36602106237266546
146,USA,0.057083702661179445,0.0
147,USA,0.057083702661179445,0.0
148,USA,0.057083702661179445,0.0
149,USA,0.057083702661179445,0.0
150,USA,0.057083702661179445,0.0
155,USA,0.057083702661179445,0.0
156,USA,0.057083702661179445,0.0
158,USA,0.22483744655884164,0.5791489170334083
162,USA,0.057083702661179445,0.0
164,USA,0.057083702661179445,0.28662811140198874
165,USA,0.057083702661179445,0.0
170,USA,0.057083702661179445,0.28662811140198874
172,USA,0.05708119327939038,0.0
173,USA,0.06273420843267791,0.0
174,USA,0.057083702661179445,0.323646151510982
175,USA,0.057083702661179445,0.0
176,USA,0.057083702661179445,0.30629697992576166
180,USA,0.057083702661179445,0.0
183,USA,0.06693444468654844,0.6148776910442432
184,USA,0.09908989483364421,0.6102742629129707
185,USA,0.057083702661179445,0.43370912277044016
186,USA,0.06864268024145191,0.39888959677841646
189,USA,0.06741975666827131,0.3887271047105759
192,USA,0.08381383831555952,0.4484511871574797
196,USA,0.057083702661179445,0.20419798661717445
197,USA,0.057083702661179445,0.323646151510982
199,USA,0.057083702661179445,0.0
200,USA,0.057083702661179445,0.0
204,USA,0.1416496103206233,0.4484511871574797
205,USA,0.1607132288096242,0.6257936257335015
210,USA,0.057083702661179445,0.0
211,USA,0.08009902457613499,0.23706652102292547
213,USA,0.06777142230633887,0.28662811140198874
214,USA,0.04913907794009112,0.20419798661717445
216,USA,0.057083702661179445,0.20419798661717445
217,USA,0.06685394218719062,0.161823075755491
218,USA,0.06313379506326694,0.20419798661717445
219,USA,0.057083702661179445,0.23706652102292547
221,USA,0.057083702661179445,0.161823075755491
223,USA,0.06802860955749994,0.0
228,USA,0.07400135000405636,0.4257451448195692
232,USA,0.06483057747747863,0.41732584127791733
233,USA,0.07153228773487931,0.33916551433151276
240,USA,0.07238643224246671,0.0
241,USA,0.057083702661179445,0.33916551433151276
246,USA,0.05794284895509666,0.161823075755491
248,USA,0.057083702661179445,0.23706652102292547
250,USA,0.057083702661179445,0.0
251,USA,0.057083702661179445,0.0
253,USA,0.054342039605456104,0.0
256,USA,0.06376279452798189,0.0
257,USA,0.07427937917544879,0.4959949691147739
259,USA,0.06972826726738471,0.0
260,USA,0.08660677627339286,0.323646151510982
261,USA,0.08532656712976053,0.28662811140198874
262,USA,0.06130578863363912,0.28662811140198874
265,USA,0.06835156269525812,0.59027100670569
268,USA,0.05939166998834657,0.0
270,USA,0.057208748041860887,0.161823075755491
275,USA,0.056728151400554656,0.161823075755491
285,USA,0.24505256931073516,0.6278829900038121
287,USA,0.0693357312519016,0.0
288,USA,0.059035156804056285,0.6398325970847533
289,USA,0.06785632191301183,0.35320448568276447
296,USA,0.058748772297963554,0.4412645076400999
297,USA,0.0771989764362082,0.161823075755491
313,USA,0.058371042610324664,0.4412645076400999
314,USA,0.06350097935117213,0.161823075755491
316,USA,0.05696162360311955,0.0
318,USA,0.05722421756604378,0.161823075755491
320,USA,0.05121896207677211,0.0
323,USA,0.0571617499614556,0.0
326,USA,0.19143007642086904,0.6768506371937465
329,USA,0.09746261835771296,0.5820091566384922
330,USA,0.08903765887840422,0.4959949691147739
333,USA,0.07567089549369035,0.161823075755491
339,USA,0.06540393346899433,0.20419798661717445
340,USA,0.05491666672328759,0.161823075755491
342,USA,0.057083702661179445,0.161823075755491
343,USA,0.059171196939724856,0.20419798661717445
344,USA,0.05567856914491222,0.30629697992576166
345,USA,0.062467787364520466,0.0
346,USA,0.06556474124265499,0.0
348,USA,0.05811934587351423,0.23706652102292547
350,USA,0.06481962317891302,0.161823075755491
352,USA,0.057083702661179445,0.0
353,USA,0.057083702661179445,0.0
356,USA,0.06745678802025802,0.39888959677841646
358,USA,0.06364133134669618,0.0
359,USA,0.06440243872739412,0.161823075755491
360,USA,0.05478156069749473,0.33916551433151276
361,USA,0.0566598096680474,0.23706652102292547
362,USA,0.05719879901312672,0.0
369,USA,0.05609343891117066,0.161823075755491
376,USA,0.0491386184707323,0.23706652102292547
379,USA,0.07472973717018698,0.3887271047105759
381,USA,0.058756883810480505,0.20419798661717445
387,USA,0.0507754780615137,0.39888959677841646
388,USA,0.09611428312874885,0.39888959677841646
389,USA,0.10125906412533572,0.5104949665429361
390,USA,0.08154284707401754,0.4083959732343489
391,USA,0.0628633810907916,0.37781117002131775
392,USA,0.05311030411796079,0.20419798661717445
393,USA,0.08123781468612538,0.28662811140198874
394,USA,0.059271429891376085,0.161823075755491
395,USA,0.07080772659032776,0.4484511871574797
399,USA,0.058628833818064295,0.161823075755491
402,USA,0.06636999597091248,0.0
403,USA,0.061382197448843275,0.0
404,USA,0.06177796167003373,0.0
405,USA,0.061675568634447175,0.41732584127791733
408,USA,0.05335315498595987,0.0
410,USA,0.06796288846194096,0.0
411,USA,0.0556315869581011,0.161823075755491
412,USA,0.06076089734685093,0.0
414,USA,0.06040552525037864,0.0
416,USA,0.05924768450046376,0.0
417,USA,0.0560786242753113,0.30629697992576166
420,USA,0.06545993743780686,0.0
423,USA,0.05768344490876653,0.0
426,USA,0.05128487461789727,0.0
429,USA,0.05476595174314477,0.0
430,USA,0.062189293666716515,0.0
431,USA,0.055575232246562634,0.0
438,USA,0.05327994584023716,0.0
440,USA,0.057083702661179445,0.0
441,USA,0.06280510108704992,0.23706652102292547
442,USA,0.07185199532846377,0.323646151510982
443,USA,0.07385074483420054,0.0
444,USA,0.21696104256221402,0.6193415996658413
445,USA,0.06117191400017661,0.161823075755491
446,USA,0.08149036353631431,0.4618511218824447
448,USA,0.08920364615767498,0.5318799443187473
449,USA,0.07456653307598671,0.39888959677841646
450,USA,0.07779658749730392,0.20419798661717445
451,USA,0.09335857338673913,0.6508851082430694
452,USA,0.07833103019079564,0.3887271047105759
455,USA,0.057083702661179445,0.0
456,USA,0.05498586201404555,0.5396342457768087
458,USA,0.05692508567498831,0.0
461,USA,0.06410972568107619,0.323646151510982
462,USA,0.054372573367170496,0.35320448568276447
464,USA,0.06340200199346056,0.4257451448195692
465,USA,0.059696258439256036,0.0
470,USA,0.06633652297793025,0.4618511218824447
471,USA,0.06231723348762767,0.0
473,USA,0.06782090917910442,0.161823075755491
477,USA,0.05804295042337791,0.0
478,USA,0.061566419376464954,0.0
482,USA,0.05707893349927343,0.161823075755491
485,USA,0.057834409490581475,0.0
489,USA,0.061587379053780436,0.0
490,USA,0.06056835584511585,0.28662811140198874
491,USA,0.05571945433226779,0.4484511871574797
493,USA,0.055691463906839114,0.0
