name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
The Shining,R,1980,"June 13, 1980 (United States)",8.4,980000.0,Stanley Kubrick,Stephen King,United Kingdom,19000000.0,47299460.0,Warner Bros.,146,4,8,Drama,Horror,,,,Jack Nicholson,Shelley Duvall,Danny Lloyd,,
The Blue Lagoon,R,1980,"July 2, 1980 (United States)",5.8,69000.0,Randal Kleiser,Henry De Vere Stacpoole,United States,4500000.0,58853106.0,Columbia Pictures,104,4,8,Adventure,Drama,Romance,,,Brooke Shields,Christopher Atkins,Leo McKern,,
Star Wars: Episode V - The Empire Strikes Back,PG,1980,"June 20, 1980 (United States)",8.7,1200000.0,Irvin Kershner,Leigh Brackett,United States,18000000.0,538375067.0,Lucasfilm,124,25,20,Action,Adventure,Fantasy,,,Mark Hamill,Harrison Ford,Carrie Fisher,,
Airplane!,PG,1980,"July 2, 1980 (United States)",7.7,232000.0,Jim Abrahams,Jim Abrahams,United States,3500000.0,83453539.0,Paramount Pictures,88,3,7,Comedy,,,,,Robert Hays,Julie Hagerty,Leslie Nielsen,,
Caddyshack,R,1980,"July 25, 1980 (United States)",7.2,115000.0,Harold Ramis,Brian Doyle-Murray,United States,6000000.0,39918650.0,Orion Pictures,98,0,0,Comedy,Sport,,,,Chevy Chase,Rodney Dangerfield,Bill Murray,,
Raging Bull,R,1980,"December 19, 1980 (United States)",8.2,345000.0,Martin Scorsese,Jake LaMotta,United States,18000000.0,23402427.0,Chartoff-Winkler Productions,129,24,28,Biography,Drama,Sport,,,Robert De Niro,Cathy Moriarty,Joe Pesci,,
Popeye,PG,1980,"December 12, 1980 (United States)",5.3,32000.0,Robert Altman,Jules Feiffer,United States,20000000.0,49823037.0,Paramount Pictures,114,3,4,Adventure,Comedy,Family,,,Robin Williams,Shelley Duvall,Ray Walston,,
The Blues Brothers,R,1980,"June 20, 1980 (United States)",7.9,195000.0,John Landis,Dan Aykroyd,United States,27000000.0,115229890.0,Universal Pictures,133,2,0,Action,Adventure,Comedy,,,John Belushi,Dan Aykroyd,Cab Calloway,,
Friday the 13th,R,1980,"May 9, 1980 (United States)",6.4,135000.0,Sean S. Cunningham,Victor Miller,United States,550000.0,39765665.0,Paramount Pictures,95,0,6,Horror,Mystery,Thriller,,,Betsy Palmer,Adrienne King,Jeannine Taylor,,
Ordinary People,R,1980,"September 19, 1980 (United States)",7.8,51000.0,Robert Redford,Judith Guest,United States,6000000.0,54766923.0,Paramount Pictures,124,19,14,Drama,,,,,Donald Sutherland,Mary Tyler Moore,Judd Hirsch,,
Altered States,R,1980,"December 25, 1980 (United States)",6.9,35000.0,Ken Russell,Paddy Chayefsky,United States,,19853892.0,Warner Bros.,102,0,7,Horror,Sci-Fi,Thriller,,,William Hurt,Blair Brown,Bob Balaban,,
Dressed to Kill,R,1980,"July 25, 1980 (United States)",7.1,41000.0,Brian De Palma,Brian De Palma,United States,6500000.0,31899000.0,Filmways Pictures,104,0,10,Crime,Drama,Mystery,,,Michael Caine,Angie Dickinson,Nancy Allen,,
Superman II,PG,1980,"June 19, 1981 (United States)",6.8,106000.0,Richard Lester,Jerry Siegel,United States,54000000.0,108185706.0,Dovemead Films,127,3,7,Action,Adventure,Sci-Fi,,,Gene Hackman,Christopher Reeve,Margot Kidder,,
9 to 5,PG,1980,"December 19, 1980 (United States)",6.9,32000.0,Colin Higgins,Patricia Resnick,United States,10000000.0,103300686.0,IPC Films,109,4,7,Comedy,,,,,Jane Fonda,Lily Tomlin,Dolly Parton,,
Fame,R,1980,"May 16, 1980 (United States)",6.6,22000.0,Alan Parker,Christopher Gore,United States,,21202829.0,Metro-Goldwyn-Mayer (MGM),134,7,16,Drama,Music,Musical,,,Eddie Barth,Irene Cara,Lee Curreri,,
Urban Cowboy,PG,1980,"June 6, 1980 (United States)",6.4,15000.0,James Bridges,Aaron Latham,United States,,46918287.0,Paramount Pictures,132,0,6,Drama,Romance,Western,,,John Travolta,Debra Winger,Scott Glenn,,
