name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
Bedknobs and Broomsticks,G,1971,"December 13, 1971 (United States)",7.1,37000.0,Robert Stevenson,Ralph Wright,United States,20000000.0,,Walt Disney Productions,117,2,5,Animation,Adventure,Comedy,,,Angela Lansbury,David Tomlinson,Roddy McDowall,,
Red Sun,PG,1971,"June 9, 1972 (United States)",6.8,9200.0,Terence Young,Laird Koenig,France,,,Les Films Corona,112,0,0,Action,Western,,,,Charles Bronson,Toshirô Mifune,Alain Delon,,
The Omega Man,PG,1971,"August 1, 1971 (United States)",6.4,31000.0,Boris Sagal,John William Corrington,United States,,,Walter Seltzer Productions,98,0,0,Action,Drama,Sci-Fi,,,Charlton Heston,Anthony Zerbe,Rosalind Cash,,
Summer of '42,R,1971,"April 19, 1971 (United States)",7.2,8000.0,Robert Mulligan,Herman Raucher,United States,1000000.0,,Warner Bros.,104,5,11,Drama,Romance,,,,Jennifer O'Neill,Gary Grimes,Jerry Houser,,
The Andromeda Strain,G,1971,"March 12, 1971 (United States)",7.2,37000.0,Robert Wise,Michael Crichton,United States,6500000.0,,Robert Wise Productions,131,0,4,Mystery,Sci-Fi,Thriller,,,James Olson,Arthur Hill,David Wayne,,
Shaft,R,1971,"July 2, 1971 (United States)",6.6,19000.0,Gordon Parks,Ernest Tidyman,United States,1125000.0,,Metro-Goldwyn-Mayer (MGM),100,6,6,Action,Crime,Thriller,,,Richard Roundtree,Moses Gunn,Charles Cioffi,,
Klute,R,1971,"June 25, 1971 (United States)",7.1,25000.0,Alan J. Pakula,Andy Lewis,United States,2500000.0,34050.0,Warner Bros.,114,9,5,Crime,Mystery,Thriller,,,Jane Fonda,Donald Sutherland,Charles Cioffi,,
Carnal Knowledge,R,1971,"June 30, 1971 (United States)",7.0,13000.0,Mike Nichols,Jules Feiffer,United States,,,Embassy Pictures,98,2,5,Drama,,,,,Jack Nicholson,Candice Bergen,Art Garfunkel,,
Johnny Got His Gun,R,1971,"August 4, 1971 (United States)",7.8,17000.0,Dalton Trumbo,Dalton Trumbo,United States,1000000.0,2735.0,World Entertainment,111,3,3,Drama,War,,,,Timothy Bottoms,Kathy Fields,Marsha Hunt,,
"Mary, Queen of Scots",PG-13,1971,"March 28, 1972 (United Kingdom)",7.1,4300.0,Charles Jarrott,John Hale,United Kingdom,,,Universal Pictures,128,2,10,Biography,Drama,History,,,Vanessa Redgrave,Glenda Jackson,Patrick McGoohan,,
"Duck, You Sucker!",PG,1971,"July 7, 1972 (United States)",7.6,34000.0,Sergio Leone,Sergio Leone,Italy,,980.0,Rafran Cinematografica,138,0,2,Drama,War,Western,,,Rod Steiger,James Coburn,Romolo Valli,,
Death in Venice,GP,1971,"June 1, 1971 (United States)",7.4,21000.0,Luchino Visconti,Thomas Mann,Italy,,5558.0,Alfa Cinematografica,130,18,7,Drama,Romance,,,,Dirk Bogarde,Romolo Valli,Mark Burns,,
McCabe & Mrs. Miller,R,1971,"June 23, 1972 (United States)",7.6,25000.0,Robert Altman,Edmund Naughton,United States,,31558.0,David Foster Productions,120,0,4,Drama,Western,,,,Warren Beatty,Julie Christie,Rene Auberjonois,,
Nicholas and Alexandra,GP,1971,"December 13, 1971 (United States)",7.2,4900.0,Franklin J. Schaffner,Robert K. Massie,United Kingdom,9000000.0,,Horizon Pictures (II),183,3,11,Biography,Drama,History,,,Michael Jayston,Janet Suzman,Roderic Noble,,
Murmur of the Heart,R,1971,"October 17, 1971 (United States)",7.6,9800.0,Louis Malle,Louis Malle,France,,1160784.0,Nouvelles Éditions de Films (NEF),118,2,3,Comedy,Drama,,,,Lea Massari,Benoît Ferreux,Daniel Gélin,,
The Big Doll House,R,1971,"February 26, 1972 (Japan)",5.8,2700.0,Jack Hill,Don Spencer,Philippines,125000.0,,New World Pictures,95,0,0,Action,Drama,Thriller,,,Roberta Collins,Pam Grier,Judith Brown,,
Big Jake,PG-13,1971,"May 26, 1971 (United States)",7.1,13000.0,George Sherman,Harry Julian Fink,United States,4800000.0,,Batjac Productions,110,0,0,Western,,,,,John Wayne,Richard Boone,Maureen O'Hara,,
The Big Boss,R,1971,February 1981 (United States),6.9,27000.0,Wei Lo,Wei Lo,Hong Kong,100000.0,,Golden Harvest Company,99,0,0,Action,Crime,Drama,,,Bruce Lee,Maria Yi,James Tien,,
The Emigrants,PG,1971,"March 8, 1971 (Sweden)",8.0,6500.0,Jan Troell,Bengt Forslund,Sweden,,,Svensk Filmindustri (SF),151,8,11,Drama,History,,,,Max von Sydow,Liv Ullmann,Eddie Axberg,,
Billy Jack,GP,1971,"August 2, 1971 (Sweden)",6.2,6000.0,Tom Laughlin,Tom Laughlin,United States,800000.0,,Eaves Movie Ranch,114,0,2,Action,Drama,Western,,,Tom Laughlin,Delores Taylor,Clark Howat,,
Wake in Fright,R,1971,"October 9, 1971 (Australia)",7.6,12000.0,Ted Kotcheff,Evan Jones,Australia,,218229.0,NLT Productions,109,0,0,Drama,Thriller,,,,Donald Pleasence,Gary Bond,Chips Rafferty,,
The Abominable Dr. Phibes,PG-13,1971,"May 18, 1971 (United States)",7.1,15000.0,Robert Fuest,James Whiton,United Kingdom,,,Amicus Productions,94,0,2,Comedy,Horror,,,,Vincent Price,Joseph Cotten,Virginia North,,
Plaza Suite,PG-13,1971,"May 12, 1971 (United States)",6.5,2600.0,Arthur Hiller,Neil Simon,United States,,,Paramount Pictures,114,0,2,Comedy,Drama,Romance,,,Walter Matthau,Maureen Stapleton,Barbara Harris,,
Escape from the Planet of the Apes,G,1971,"July 9, 1971 (United Kingdom)",6.3,35000.0,Don Taylor,Paul Dehn,United States,2500000.0,12348905.0,Twentieth Century Fox,98,0,0,Action,Sci-Fi,,,,Roddy McDowall,Kim Hunter,Bradford Dillman,,
The Hospital,PG-13,1971,"May 11, 1972 (United Kingdom)",7.1,6400.0,Arthur Hiller,Paddy Chayefsky,United States,,,Simcha Productions.,103,7,5,Comedy,Drama,Mystery,,,George C. Scott,Diana Rigg,Barnard Hughes,,
Bananas,PG-13,1971,"July 19, 1971 (Sweden)",7.0,36000.0,Woody Allen,Woody Allen,United States,2000000.0,136200.0,Jack Rollins & Charles H. Joffe Productions,82,0,2,Comedy,,,,,Woody Allen,Louise Lasser,Carlos Montalbán,,
Sunday Bloody Sunday,R,1971,"September 21, 1971 (United States)",7.0,6300.0,John Schlesinger,Penelope Gilliatt,United Kingdom,,,Vectia,110,12,11,Drama,,,,,Peter Finch,Glenda Jackson,Murray Head,,
Le Mans,Approved,1971,"June 23, 1971 (United States)",6.7,10000.0,Lee H. Katzin,Harry Kleiner,United States,7573797.0,,Cinema Center Films,106,0,0,Action,Adventure,Drama,,,Steve McQueen,Siegfried Rauch,Elga Andersen,,
Sweet Sweetback's Baadasssss Song,R,1971,"March 22, 1973 (Netherlands)",5.5,5200.0,Melvin Van Peebles,Melvin Van Peebles,United States,500000.0,,Yeah,97,0,0,Action,Crime,Drama,,,Melvin Van Peebles,Hubert Scales,John Dullaghan,,
Sometimes a Great Notion,PG,1971,"March 2, 1972 (United States)",6.9,3900.0,Paul Newman,Ken Kesey,United States,3660000.0,,Universal Pictures,114,0,2,Action,Adventure,Drama,,,Paul Newman,Henry Fonda,Lee Remick,,
Willard,GP,1971,"July 30, 1971 (United States)",6.2,4400.0,Daniel Mann,Gilbert Ralston,United States,,,Bing Crosby Productions,95,0,2,Horror,,,,,Bruce Davison,Elsa Lanchester,Sondra Locke,,
Support Your Local Gunfighter,G,1971,"May 14, 1971 (United Kingdom)",6.8,5600.0,Burt Kennedy,James Edward Grant,United States,,,Cherokee-Brigade Productions,91,0,0,Comedy,Romance,Western,,,James Garner,Suzanne Pleshette,Jack Elam,,
Hannie Caulder,R,1971,July 1972 (United States),6.3,3400.0,Burt Kennedy,Ian Quicke,United Kingdom,,,Tigon British Film Productions,85,0,0,Crime,Drama,Western,,,Raquel Welch,Robert Culp,Ernest Borgnine,,
The Anderson Tapes,GP,1971,"September 1, 1971 (France)",6.4,7900.0,Sidney Lumet,Lawrence Sanders,United States,3000000.0,,Robert M. Weitman Productions,99,0,0,Action,Crime,Thriller,,,Sean Connery,Dyan Cannon,Martin Balsam,,
The Go-Between,GP,1971,"July 29, 1971 (United States)",7.2,5700.0,Joseph Losey,Harold Pinter,United Kingdom,1000000.0,2578.0,EMI Films,116,10,11,Drama,Romance,,,,Julie Christie,Alan Bates,Dominic Guard,,
The Nightcomers,R,1971,"February 18, 1972 (United States)",5.8,2600.0,Michael Winner,Michael Hastings,United Kingdom,,,Elliott Kastner-Jay Kanter-Alan Ladd Jnr Productions,96,0,0,Drama,Horror,Thriller,,,Marlon Brando,Stephanie Beacham,Thora Hird,,
Valdez Is Coming,PG-13,1971,"April 9, 1971 (United States)",6.8,3900.0,Edwin Sherin,Roland Kibbee,United States,,,Norlan Productions,90,0,0,Western,,,,,Burt Lancaster,Susan Clark,Frank Silvera,,
Pink Narcissus,Not Rated,1971,"October 16, 1974 (France)",6.6,1500.0,James Bidgood,James Bidgood,United States,27000.0,,La Folie des Hommes,65,0,0,Drama,Fantasy,,,,Don Brooks,Bobby Kendall,Charles Ludlam,,
"Dagmar's Hot Pants, Inc.",X,1971,October 1971 (United States),4.2,268.0,Vernon P. Becker,Vernon P. Becker,Denmark,,,Trans American Films,94,0,0,Comedy,Romance,,,,Diana Kjær,Robert Strauss,Anne Grete Nissen,,
Little Murders,R,1971,"February 9, 1971 (United States)",6.9,3000.0,Alan Arkin,Jules Feiffer,United States,1340000.0,,Twentieth Century Fox,108,0,0,Comedy,Crime,,,,Elliott Gould,Marcia Rodd,Vincent Gardenia,,
The Incredible 2-Headed Transplant,R,1971,"October 3, 1971 (United Kingdom)",3.5,1700.0,Anthony M. Lanza,James Gordon White,United States,,,Mutual General,88,0,0,Horror,Sci-Fi,,,,Bruce Dern,Pat Priest,Casey Kasem,,
Fools' Parade,GP,1971,"October 3, 1971 (Sweden)",6.4,1400.0,Andrew V. McLaglen,Davis Grubb,United States,,,Columbia Pictures,98,0,0,Comedy,Drama,Thriller,,,James Stewart,George Kennedy,Anne Baxter,,
See No Evil,GP,1971,"September 2, 1971 (United States)",6.6,3300.0,Richard Fleischer,Brian Clemens,United Kingdom,,,Columbia Pictures,89,0,0,Mystery,Thriller,,,,Mia Farrow,Dorothy Alison,Robin Bailey,,
The Organization,PG-13,1971,"October 19, 1971 (United States)",6.0,1900.0,Don Medford,James R. Webb,United States,,,The Mirisch Corporation,106,0,0,Action,Crime,Drama,,,Sidney Poitier,Barbara McNair,Gerald S. O'Loughlin,,
Fright,PG,1971,"May 30, 1972 (United States)",5.8,1600.0,Peter Collinson,Tudor Gates,United Kingdom,,,Fantale Films,87,0,0,Horror,Thriller,,,,Honor Blackman,Susan George,George Cole,,
Zachariah,GP,1971,"June 25, 1971 (West Germany)",5.7,701.0,George Englund,Philip Austin,United States,,,ABC Pictures,93,0,0,Comedy,Drama,Musical,,,John Rubinstein,Patricia Quinn,Don Johnson,,
Dr Jekyll & Sister Hyde,PG,1971,April 1972 (United States),6.6,2900.0,Roy Ward Baker,Robert Louis Stevenson,United Kingdom,,,Hammer Films,94,0,0,Horror,Sci-Fi,,,,Ralph Bates,Martine Beswick,Gerald Sim,,
$,R,1971,"February 17, 1972 (West Germany)",6.3,2600.0,Richard Brooks,Richard Brooks,United States,,,Pan,121,0,0,Comedy,Crime,Drama,,,Warren Beatty,Goldie Hawn,Gert Fröbe,,
200 Motels,R,1971,"November 20, 1971 (Sweden)",5.6,2200.0,Tony Palmer,Frank Zappa,United States,679000.0,,Bizarre Productions,98,0,0,Comedy,Fantasy,Music,,,Mark Volman,Howard Kaylan,Ian Underwood,,
Cry Uncle,R,1971,"August 17, 1971 (United States)",5.1,590.0,John G. Avildsen,David Odell,United States,,,15th Street Films,87,0,0,Comedy,Crime,Mystery,,,Jackson Beck,Pamela Gruen,Allen Garfield,,
Murphy's War,GP,1971,"January 14, 1971 (United Kingdom)",6.8,3300.0,Peter Yates,Max Catto,United Kingdom,5000000.0,,Michael Deeley-Peter Yates Films,107,0,0,Drama,War,,,,Peter O'Toole,Siân Phillips,Philippe Noiret,,
Bless the Beasts & Children,GP,1971,"July 30, 1971 (West Germany)",6.7,1400.0,Stanley Kramer,Glendon Swarthout,United States,,,Stanley Kramer Productions,109,3,3,Comedy,Drama,,,,Bill Mumy,Barry Robins,Miles Chapin,,
The Female Bunch,R,1971,"October 15, 1971 (West Germany)",4.3,428.0,Al Adamson,Raphael Nussbaum,United States,,,Dalia Productions,86,0,0,Action,Crime,Drama,,,Lon Chaney Jr.,Russ Tamblyn,Jennifer Bishop,,
The Last Valley,PG,1971,"January 28, 1971 (United States)",7.1,3200.0,James Clavell,James Clavell,United Kingdom,11000000.0,,ABC Pictures,128,0,0,Adventure,Drama,War,,,Michael Caine,Omar Sharif,Florinda Bolkan,,
The Music Lovers,R,1971,"February 17, 1971 (United States)",7.2,2700.0,Ken Russell,Melvyn Bragg,United Kingdom,,,Russ-Arts,123,0,0,Biography,Comedy,Drama,,,Richard Chamberlain,Glenda Jackson,Max Adrian,,
"Drive, He Said",R,1971,"May 28, 1971 (France)",5.7,1500.0,Jack Nicholson,Jeremy Larner,United States,800000.0,,BBS Productions,95,0,0,Comedy,Drama,Sport,,,William Tepper,Karen Black,Michael Margotta,,
The Million Dollar Duck,G,1971,"June 30, 1971 (United States)",5.7,2300.0,Vincent McEveety,Ted Key,United States,,,Walt Disney Productions,89,0,2,Comedy,Family,Sci-Fi,,,Dean Jones,Sandy Duncan,Joe Flynn,,
Cold Turkey,PG-13,1971,"February 19, 1971 (United States)",6.6,2200.0,Norman Lear,Norman Lear,United States,,,Tandem Productions,99,0,0,Comedy,,,,,Dick Van Dyke,Pippa Scott,Tom Poston,,
Private Duty Nurses,R,1971,July 1971 (United States),4.6,229.0,George Armitage,George Armitage,United States,,,New World Pictures,80,0,0,Thriller,,,,,Katherine Cannon,Joyce Williams,Pegi Boucher,,
Out 1,Not Rated,1971,"November 18, 2015 (France)",7.6,1300.0,Jacques Rivette,Jacques Rivette,France,,37743.0,Sunchild Productions,776,0,0,Drama,Mystery,,,,Michèle Moretti,Hermine Karagheuz,Karen Puig,,
The Statue,R,1971,"April 22, 1971 (United Kingdom)",4.8,276.0,Rod Amateau,Alec Coppel,United Kingdom,,,Josef Shaftel Productions Inc.,84,0,0,Comedy,,,,,David Niven,Virna Lisi,Robert Vaughn,,
Sacco & Vanzetti,GP,1971,"March 16, 1971 (Italy)",7.8,3100.0,Giuliano Montaldo,Fabrizio Onofri,Italy,,,Jolly Film,125,6,2,Biography,Crime,Drama,,,Gian Maria Volontè,Riccardo Cucciolla,Cyril Cusack,,
Evel Knievel,GP,1971,"September 10, 1971 (United States)",5.2,954.0,Marvin J. Chomsky,Alan Caillou,United States,,,The Fanfare Corporation,88,0,0,Action,Biography,Drama,,,George Hamilton,Sue Lyon,Bert Freed,,
The Trojan Women,GP,1971,"January 19, 1972 (United Kingdom)",6.8,1500.0,Michael Cacoyannis,Euripides,Greece,,,Josef Shaftel Productions Inc.,105,2,0,Drama,,,,,Katharine Hepburn,Vanessa Redgrave,Geneviève Bujold,,
Together,R,1971,December 1971 (United States),6.0,198.0,Sean S. Cunningham,Sean S. Cunningham,United States,,,American International Pictures (AIP),72,0,0,Drama,,,,,Marilyn Chambers,Maureen Cousins,Sally Cross,,
Skin Game,PG,1971,"February 1, 1972 (Japan)",7.0,1800.0,Paul Bogart,Peter Stone,United States,,,Cherokee Productions,102,0,2,Comedy,Western,,,,James Garner,Louis Gossett Jr.,Susan Clark,,
Ginger,R,1971,March 1971 (United States),3.9,592.0,Don Schain,Don Schain,United States,,,Derio,90,0,0,Action,Crime,Drama,,,Cheri Caffaro,Duane Tucker,Herbert Kerr,,
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,R,1971,"November 1, 1971 (Denmark)",5.5,971.0,Ulu Grosbard,Herb Gardner,United States,,,Cinema Center Films,108,0,0,Comedy,Drama,,,,Dustin Hoffman,Barbara Harris,Jack Warden,,
Kotch,GP,1971,"September 17, 1971 (United States)",6.6,1400.0,Jack Lemmon,John Paxton,United States,,,ABC Pictures Corporation,113,3,8,Comedy,Drama,,,,Walter Matthau,Deborah Winters,Felicia Farr,,
Fortune and Men's Eyes,R,1971,"June 15, 1971 (United States)",6.6,523.0,Harvey Hart,John Herbert,Canada,,,Cinemex,102,0,0,Drama,,,,,Wendell Burton,Michael Greer,Zooey Hall,,
Von Richthofen and Brown,PG-13,1971,"September 10, 1971 (Finland)",5.9,1200.0,Roger Corman,John William Corrington,United States,900000.0,,Corman Company,97,0,0,Action,Biography,Drama,,,John Phillip Law,Don Stroud,Barry Primus,,
Gumshoe,GP,1971,"April 21, 1972 (Ireland)",6.5,1600.0,Stephen Frears,Neville Smith,United Kingdom,,,Columbia Pictures,86,0,3,Comedy,Crime,Drama,,,Albert Finney,Billie Whitelaw,Frank Finlay,,
Max and the Junkmen,Not Rated,1971,"February 17, 1971 (France)",7.3,2600.0,Claude Sautet,Claude Néron,France,,40762.0,Lira Films,112,0,0,Crime,Drama,Romance,,,Danielle Durou,Alain Belart,Michel Piccoli,,
Octaman,PG,1971,"November 3, 1971 (Mexico)",3.4,1100.0,Harry Essex,Harry Essex,Mexico,250000.0,280710.0,Filmers Guild,79,0,0,Sci-Fi,Horror,,,,Pier Angeli,Kerwin Mathews,Jeff Morrow,,
The Horsemen,PG,1971,"July 23, 1971 (United Kingdom)",6.2,1100.0,John Frankenheimer,Dalton Trumbo,United States,6000000.0,,Columbia Pictures,109,0,0,Action,Adventure,Drama,,,Omar Sharif,Leigh Taylor-Young,Jack Palance,,
Night of Dark Shadows,GP,1971,"August 4, 1971 (United States)",5.4,1600.0,Dan Curtis,Sam Hall,United States,900000.0,,Dan Curtis Productions,95,0,0,Drama,Horror,Mystery,,,David Selby,Grayson Hall,Kate Jackson,,
Is There Sex After Death?,X,1971,"October 24, 1971 (United States)",4.7,194.0,Alan Abel,Jeanne Abel,United States,,,,102,0,0,Comedy,,,,,Alan Abel,Buck Henry,Marshall Efron,,
Shoot Out,GP,1971,"October 13, 1971 (United States)",6.1,1900.0,Henry Hathaway,Will James,United States,1190000.0,,Hal Wallis Productions,95,0,0,Western,,,,,Gregory Peck,Patricia Quinn,Robert F. Lyons,,
Fiebre,X,1971,"June 22, 1972 (Argentina)",6.1,98.0,Armando Bo,Armando Bo,Argentina,,,Sociedad Independiente Filmadora Argentina (S.I.F.A.),90,0,0,Drama,,,,,Isabel Sarli,Armando Bo,Horacio Priani,,
Wild Rovers,GP,1971,"June 19, 1971 (United States)",6.5,1700.0,Blake Edwards,Blake Edwards,United States,,,Geoffrey Productions,136,0,0,Western,,,,,William Holden,Ryan O'Neal,Karl Malden,,
The Pursuit of Happiness,PG-13,1971,"March 25, 1971 (West Germany)",6.2,394.0,Robert Mulligan,Thomas Rogers,United States,,,Talent Associates,93,0,0,Crime,Drama,,,,Michael Sarrazin,Barbara Hershey,Arthur Hill,,
The Tales of Beatrix Potter,G,1971,"April 22, 1971 (United Kingdom)",6.9,567.0,Reginald Mills,Beatrix Potter,United Kingdom,,,GW Films,90,0,3,Family,Fantasy,Musical,,,Frederick Ashton,Alexander Grant,Julie Wood,,
Doctors' Wives,R,1971,"March 12, 1971 (France)",4.4,287.0,George Schaefer,Frank Slaughter,United States,,,Frankovich Productions,101,0,0,Drama,,,,,Dyan Cannon,Richard Crenna,Gene Hackman,,
Ten Days Wonder,PG,1971,"December 1, 1971 (France)",6.1,881.0,Claude Chabrol,Frederic Dannay,France,,,Artédis,110,0,0,Mystery,Drama,,,,Anthony Perkins,Michel Piccoli,Marlène Jobert,,
Some of My Best Friends Are...,R,1971,"October 27, 1971 (United States)",5.9,313.0,Mervyn Nelson,Mervyn Nelson,United States,,,Bluebird Productions,110,0,0,Drama,,,,,Tom Bade,James Murdock,Paul Blake,,
Chain Gang Women,R,1971,"May 20, 1972 (Japan)",3.9,272.0,Lee Frost,Lee Frost,United States,,,Flamingo Productions (II),85,0,0,Action,Crime,Thriller,,,Michael Stearns,Robert Lott,Barbara Mills,,
Desperate Characters,R,1971,"September 22, 1971 (United States)",6.1,318.0,Frank D. Gilroy,Paula Fox,United States,400000.0,,Incorporated Television Company (ITC),97,3,2,Drama,,,,,Shirley MacLaine,Kenneth Mars,Sada Thompson,,
Duel of the Iron Fist,R,1971,"April 21, 1971 (Hong Kong)",6.9,513.0,Cheh Chang,Kang Chien Chiu,Hong Kong,,,Shaw Brothers,98,0,0,Action,Drama,,,,Lung Ti,David Chiang,Ping Wang,,
T.R. Baskin,GP,1971,"April 25, 1972 (United Kingdom)",6.3,293.0,Herbert Ross,Peter Hyams,United States,,,Paramount Pictures,90,0,0,Drama,,,,,Candice Bergen,Peter Boyle,James Caan,,
Scandalous John,G,1971,"June 22, 1971 (United States)",5.9,139.0,Robert Butler,Bill Walsh,United States,,,Walt Disney Productions,113,0,0,Comedy,Drama,Family,,,Brian Keith,Alfonso Arau,Michele Carey,,
Catlow,PG-13,1971,"October 1, 1971 (United States)",5.6,1200.0,Sam Wanamaker,Scot Finch,United Kingdom,,,Metro-Goldwyn-Mayer (MGM),101,0,0,Comedy,Western,,,,Yul Brynner,Richard Crenna,Leonard Nimoy,,
Adrift,R,1971,"February 1, 1971 (Czechoslovakia)",7.0,181.0,Ján Kadár,Imre Gyöngyössy,Czechoslovakia,,,Filmové studio Barrandov,108,0,2,Drama,,,,,Rade Markovic,Milena Dravic,Paula Pritchett,,
Honey Britches,R,1971,June 1972 (United States),2.9,627.0,Donn Davison,Barbara Morris Davison,United States,50000.0,,Lion Dog,85,0,0,Comedy,Crime,Thriller,,,Ashley Brooks,George Ellis,Trudy Moore,,
Joe Hill,GP,1971,"August 25, 1971 (Sweden)",7.3,867.0,Bo Widerberg,Bo Widerberg,Sweden,,,Bo Widerberg Film,114,0,2,Biography,Drama,History,,,Thommy Berggren,Anja Schmidt,Kelvin Malave,,
My Old Man's Place,R,1971,"March 6, 1972 (Denmark)",6.8,39.0,Edwin Sherin,Stanford Whitmore,United States,,,Philip A. Waxman Productions Inc.,93,0,0,Drama,War,,,,Arthur Kennedy,Mitchell Ryan,William Devane,,
Cactus in the Snow,PG,1971,December 1971 (United States),7.1,56.0,A. Martin Zweiback,A. Martin Zweiback,United States,,,,90,0,0,Comedy,Drama,,,,Richard Thomas,Mary Layne,Lucille Benson,,
Welcome to the Club,R,1971,September 1971 (United States),4.3,22.0,Walter Shenson,Clement Biddle Wood,United States,,,Columbia Pictures,88,0,0,Comedy,,,,,Brian Foley,Jack Warden,Andy Jarrell,,
One Brief Summer,R,1971,"October 21, 1971 (Argentina)",5.8,23.0,John Mackenzie,Guido Coen,United Kingdom,,,Twickenham Film Associates,86,0,0,Drama,Romance,,,,Clifford Evans,Jennifer Hilary,Felicity Gibson,,
The Steagle,R,1971,"September 15, 1971 (United States)",5.0,132.0,Paul Sylbert,Irvin Faust,United States,1850000.0,,AVCO Embassy Pictures,87,0,0,Comedy,,,,,Richard Benjamin,Chill Wills,Cloris Leachman,,
Toklat,G,1971,"September 3, 1976 (Sweden)",8.1,16.0,Robert W. Davison,Hugh H. Hogle,United States,,,MHP Productions,90,0,0,Adventure,Drama,Family,,,Leon Ames,Dick Robinson,Joel S. Howes,,
Hot Pants Holiday,X,1971,"February 8, 1971 (United States)",3.5,14.0,Edward Mann,Edward Mann,United States,,,Moviemarc,84,0,0,Romance,,,,,Christopher St. John,Tudi Wiggins,Greer St. John,,
The Bordello,,1971,"January 28, 1971 (West Germany)",5.3,20.0,Alfred Weidenmann,Alfred Weidenmann,West Germany,,,Studio Film,92,0,0,Drama,,,,,Karin Jacobsen,Herbert Fleischmann,Gisela Peltzer,,
