name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
Endless Love,PG-13,2014,"February 14, 2014 (United States)",6.2,44000.0,Shana Feste,Shana Feste,United States,20000000.0,34718173.0,Bluegrass Films,104,0,0,Drama,Romance,,,,Gabriella Wilde,Alex Pettyfer,Bruce Greenwood,,
Before We Go,PG-13,2014,"July 21, 2015 (United States)",6.8,57000.0,Chris Evans,Ronald Bass,United States,,462875.0,G4 Productions,95,0,0,Comedy,Drama,Romance,,,Chris Evans,Alice Eve,Emma Fitzpatrick,,
Maps to the Stars,R,2014,"February 27, 2015 (United States)",6.2,40000.0,David Cronenberg,Bruce Wagner,Canada,15000000.0,4510934.0,Prospero Pictures,111,11,24,Comedy,Drama,,,,Julianne Moore,Mia Wasikowska,Robert Pattinson,,
Goodnight Mommy,R,2014,"September 11, 2015 (United States)",6.7,51000.0,Severin Fiala,Veronika Franz,Austria,,2193474.0,Ulrich Seidl Film Produktion GmbH,99,23,36,Horror,Mystery,Thriller,,,Lukas Schwarz,Elias Schwarz,Susanne Wuest,,
Winter's Tale,PG-13,2014,"February 14, 2014 (United States)",6.2,54000.0,Akiva Goldsman,Akiva Goldsman,United States,60000000.0,30800231.0,Village Roadshow Pictures,118,0,2,Drama,Fantasy,Mystery,,,Colin Farrell,Jessica Brown Findlay,Russell Crowe,,
The Loft,R,2014,"January 30, 2015 (United States)",6.3,56000.0,Erik Van Looy,Bart De Pauw,Belgium,14000000.0,11020402.0,Open Road Films (II),108,0,0,Mystery,Romance,Thriller,,,Karl Urban,James Marsden,Wentworth Miller,,
The Monuments Men,PG-13,2014,"February 7, 2014 (United States)",6.1,131000.0,George Clooney,George Clooney,United States,70000000.0,156706638.0,Columbia Pictures,118,3,3,Comedy,Drama,History,,,George Clooney,Matt Damon,Bill Murray,,
Let's Be Cops,R,2014,"August 13, 2014 (United States)",6.4,133000.0,Luke Greenfield,Luke Greenfield,United States,17000000.0,138224951.0,Genre Films,104,0,2,Action,Comedy,Crime,,,Jake Johnson,Damon Wayans Jr.,Rob Riggle,,
The Rover,R,2014,"June 20, 2014 (United States)",6.4,48000.0,David Michôd,David Michôd,Australia,12000000.0,2510007.0,Porchlight Films,103,3,19,Action,Crime,Drama,,,Guy Pearce,Robert Pattinson,Scoot McNairy,,
The Two Faces of January,PG-13,2014,"August 28, 2014 (United States)",6.2,31000.0,Hossein Amini,Hossein Amini,United Kingdom,31000000.0,13551951.0,Timnick Films,96,0,3,Romance,Thriller,,,,Viggo Mortensen,Kirsten Dunst,Oscar Isaac,,
If I Stay,PG-13,2014,"August 22, 2014 (United States)",6.7,122000.0,R.J. Cutler,Shauna Cross,United States,11000000.0,78274843.0,DiNovi Pictures,107,3,0,Drama,Fantasy,Music,,,Chloë Grace Moretz,Mireille Enos,Jamie Blackley,,
The Gambler,R,2014,"December 25, 2014 (United States)",6.0,70000.0,Rupert Wyatt,William Monahan,United States,25000000.0,39280992.0,Paramount Pictures,111,0,3,Crime,Drama,Thriller,,,Mark Wahlberg,Jessica Lange,John Goodman,,
Still Alice,PG-13,2014,"February 20, 2015 (United States)",7.5,133000.0,Richard Glatzer,Richard Glatzer,United States,5000000.0,44779195.0,Lutzus-Brown,101,34,35,Drama,,,,,Julianne Moore,Alec Baldwin,Kristen Stewart,,
Pawn Sacrifice,PG-13,2014,"September 25, 2015 (United States)",7.0,45000.0,Edward Zwick,Steven Knight,United States,19000000.0,5578519.0,Gail Katz Productions,115,0,0,Biography,Drama,History,,,Tobey Maguire,Liev Schreiber,Peter Sarsgaard,,
She's Funny That Way,R,2014,"August 21, 2015 (United States)",6.1,26000.0,Peter Bogdanovich,Louise Stratten,United States,,6034851.0,Lagniappe Films,93,0,0,Comedy,Drama,,,,Imogen Poots,Owen Wilson,Jennifer Aniston,,
Ride Along,PG-13,2014,"January 17, 2014 (United States)",6.1,112000.0,Tim Story,Greg Coolidge,United States,25000000.0,154468902.0,Universal Pictures,99,0,7,Action,Comedy,Crime,,,Ice Cube,Kevin Hart,Tika Sumpter,,
Two Night Stand,R,2014,"September 26, 2014 (United States)",6.3,69000.0,Max Nichols,Mark Hammer,United States,,492332.0,Apartment Two,86,0,0,Comedy,Romance,,,,Miles Teller,Lio Tipton,Jessica Szohr,,
Rio 2,G,2014,"April 11, 2014 (United States)",6.3,88000.0,Carlos Saldanha,Don Rhymer,United States,103000000.0,498781117.0,Twentieth Century Fox Animation,101,2,24,Animation,Adventure,Comedy,,,Jesse Eisenberg,Anne Hathaway,Jemaine Clement,,
Left Behind,PG-13,2014,"October 3, 2014 (United States)",3.1,39000.0,Vic Armstrong,Paul Lalonde,United States,16000000.0,27405896.0,Stoney Lake Entertainment,110,0,5,Action,Fantasy,Sci-Fi,,,Nicolas Cage,Lea Thompson,Cassi Thomson,,
Veronica Mars,PG-13,2014,"March 13, 2014 (Germany)",6.7,52000.0,Rob Thomas,Rob Thomas,United States,6000000.0,3485383.0,Warner Bros. Digital Distribution,107,0,6,Crime,Drama,Mystery,,,Kristen Bell,Jason Dohring,Enrico Colantoni,,
Son of a Gun,R,2014,"December 11, 2014 (United States)",6.4,28000.0,Julius Avery,Julius Avery,Australia,,660241.0,Screen Australia,108,0,2,Action,Crime,Drama,,,Ewan McGregor,Brenton Thwaites,Alicia Vikander,,
Deliver Us from Evil,R,2014,"July 2, 2014 (United States)",6.2,76000.0,Scott Derrickson,Scott Derrickson,United States,30000000.0,87937815.0,Screen Gems,118,2,4,Crime,Drama,Fantasy,,,Eric Bana,Edgar Ramírez,Olivia Munn,,
Big Eyes,PG-13,2014,"December 25, 2014 (United States)",7.0,91000.0,Tim Burton,Scott Alexander,United States,10000000.0,29253166.0,The Weinstein Company,106,3,18,Biography,Crime,Drama,,,Amy Adams,Christoph Waltz,Danny Huston,,
Before I Go to Sleep,R,2014,"October 31, 2014 (United States)",6.3,78000.0,Rowan Joffe,Rowan Joffe,United Kingdom,22000000.0,17669776.0,Scott Free Productions,92,0,0,Drama,Mystery,Thriller,,,Nicole Kidman,Colin Firth,Mark Strong,,
Hector and the Search for Happiness,R,2014,"August 14, 2014 (Germany)",6.9,48000.0,Peter Chelsom,Maria von Heland,Germany,,6337728.0,Egoli Tossell Pictures,114,2,6,Adventure,Comedy,Drama,,,Simon Pegg,Rosamund Pike,Tracy-Ann Oberman,,
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,2014,"October 10, 2014 (United States)",6.2,44000.0,Miguel Arteta,Rob Lieber,United States,28000000.0,100654149.0,Walt Disney Pictures,81,0,8,Comedy,Drama,Family,,,Steve Carell,Jennifer Garner,Ed Oxenbould,,
The Homesman,R,2014,"May 18, 2014 (France)",6.6,33000.0,Tommy Lee Jones,Tommy Lee Jones,France,16000000.0,3819421.0,EuropaCorp,122,5,14,Drama,Western,,,,Tommy Lee Jones,Hilary Swank,Grace Gummer,,
A Most Wanted Man,R,2014,"August 1, 2014 (United States)",6.8,76000.0,Anton Corbijn,Andrew Bovell,United Kingdom,15000000.0,36233517.0,Lionsgate,122,3,6,Crime,Drama,Thriller,,,Philip Seymour Hoffman,Rachel McAdams,Daniel Brühl,,
Sabotage,R,2014,"March 28, 2014 (United States)",5.7,63000.0,David Ayer,Skip Woods,United States,35000000.0,22126842.0,Open Road Films (II),109,2,5,Action,Crime,Drama,,,Arnold Schwarzenegger,Sam Worthington,Terrence Howard,,
The November Man,R,2014,"August 27, 2014 (United States)",6.3,67000.0,Roger Donaldson,Michael Finch,United States,15000000.0,39661919.0,Relativity Media,108,0,0,Action,Thriller,,,,Pierce Brosnan,Luke Bracey,Olga Kurylenko,,
The Signal,PG-13,2014,"July 10, 2014 (Germany)",6.1,66000.0,William Eubank,Carlyle Eubank,United States,4000000.0,2595622.0,Automatik Entertainment,97,0,3,Drama,Mystery,Sci-Fi,,,Brenton Thwaites,Olivia Cooke,Beau Knapp,,
"Men, Women & Children",R,2014,"October 17, 2014 (United States)",6.6,32000.0,Jason Reitman,Chad Kultgen,United States,16000000.0,1705908.0,Paramount Pictures,119,0,0,Comedy,Drama,,,,Kaitlyn Dever,Rosemarie DeWitt,Ansel Elgort,,
The Legend of Hercules,PG-13,2014,"January 10, 2014 (United States)",4.2,54000.0,Renny Harlin,Sean Hood,United States,70000000.0,61279452.0,Summit Entertainment,99,0,7,Action,Adventure,Fantasy,,,Kellan Lutz,Gaia Weiss,Scott Adkins,,
Unfriended,R,2014,"April 17, 2015 (United States)",5.6,74000.0,Levan Gabriadze,Nelson Greaves,United States,1000000.0,62882090.0,Bazelevs Production,83,3,6,Horror,Mystery,Thriller,,,Heather Sossaman,Matthew Bohrer,Courtney Halverson,,
Walk of Shame,R,2014,"May 1, 2014 (Israel)",6.0,54000.0,Steven Brill,Steven Brill,United States,,8122990.0,Focus World,95,0,0,Comedy,,,,,Elizabeth Banks,James Marsden,Gillian Jacobs,,
Mr. Peabody & Sherman,PG,2014,"March 7, 2014 (United States)",6.8,68000.0,Rob Minkoff,Jay Ward,United States,145000000.0,275698039.0,Bullwinkle Studios,92,2,16,Animation,Adventure,Comedy,,,Ty Burrell,Max Charles,Stephen Colbert,,
The Tribe,Unrated,2014,"September 11, 2014 (Ukraine)",7.0,11000.0,Myroslav Slaboshpytskyi,Myroslav Slaboshpytskyi,Ukraine,,215034.0,Ukrainian State Film Agency,126,29,25,Crime,Drama,,,,Hryhoriy Fesenko,Yana Novikova,Rosa Babiy,,
99 Homes,R,2014,"October 9, 2015 (United States)",7.1,33000.0,Ramin Bahrani,Ramin Bahrani,United States,8000000.0,1828232.0,Broad Green Pictures,112,12,24,Drama,,,,,Andrew Garfield,Michael Shannon,Laura Dern,,
Zombeavers,R,2014,"March 20, 2015 (United States)",4.8,18000.0,Jordan Rubin,Al Kaplan,United States,,54985.0,Armory Films,77,0,0,Comedy,Horror,,,,Rachel Melvin,Cortney Palm,Lexi Atkins,,
The Water Diviner,R,2014,"December 26, 2014 (Australia)",7.0,75000.0,Russell Crowe,Andrew Knight,Australia,22500000.0,38176317.0,Fear of God Films,111,14,15,Drama,History,War,,,Russell Crowe,Olga Kurylenko,Jai Courtney,,
Into the Storm,PG-13,2014,"August 8, 2014 (United States)",5.8,68000.0,Steven Quale,John Swetnam,United States,50000000.0,161515959.0,Broken Road Productions,89,2,0,Action,Adventure,Drama,,,Richard Armitage,Sarah Wayne Callies,Matt Walsh,,
Leviathan,R,2014,"February 5, 2015 (Russia)",7.6,53000.0,Andrey Zvyagintsev,Oleg Negin,Russia,,4439481.0,Non-Stop Productions,140,38,51,Crime,Drama,,,,Aleksey Serebryakov,Elena Lyadova,Roman Madyanov,,
A Little Chaos,R,2014,"June 26, 2015 (United States)",6.5,23000.0,Alan Rickman,Jeremy Brock,United Kingdom,,10084623.0,BBC Films,117,0,2,Drama,Romance,,,,Kate Winslet,Alan Rickman,Stanley Tucci,,
A Brilliant Young Mind,PG-13,2014,"September 11, 2015 (United States)",7.1,29000.0,Morgan Matthews,James Graham,United Kingdom,,1043620.0,BBC Films,111,8,11,Drama,Romance,,,,Asa Butterfield,Rafe Spall,Sally Hawkins,,
Big Game,PG-13,2014,"June 26, 2015 (United States)",5.4,33000.0,Jalmari Helander,Jalmari Helander,Finland,,7455398.0,Subzero Film Entertainment,110,0,8,Action,Adventure,,,,Samuel L. Jackson,Onni Tommila,Ray Stevenson,,
Song of the Sea,PG,2014,"November 20, 2015 (United States)",8.1,57000.0,Tomm Moore,Will Collins,Ireland,,4190884.0,Backup Media,93,11,26,Animation,Adventure,Drama,,,David Rawle,Brendan Gleeson,Lisa Hannigan,,
Force Majeure,R,2014,"December 30, 2014 (United States)",7.2,54000.0,Ruben Östlund,Ruben Östlund,Sweden,,4094339.0,Plattform Produktion,120,31,41,Comedy,Drama,,,,Johannes Kuhnke,Lisa Loven Kongsli,Clara Wettergren,,
Clown,R,2014,"June 17, 2016 (United States)",5.7,24000.0,Jon Watts,Christopher Ford,United States,1500000.0,4381603.0,Cross Creek Pictures,100,0,2,Horror,Thriller,,,,Andy Powers,Laura Allen,Peter Stormare,,
When Marnie Was There,PG,2014,"August 7, 2015 (United States)",7.7,39000.0,Hiromasa Yonebayashi,Joan G. Robinson,Japan,,34949567.0,Dentsu,103,4,18,Animation,Drama,Family,,,Sara Takatsuki,Kasumi Arimura,Nanako Matsushima,,
A Long Way Down,R,2014,"June 5, 2014 (United States)",6.3,33000.0,Pascal Chaumeil,Nick Hornby,United Kingdom,12000000.0,7257942.0,Wildgaze Films,96,0,0,Comedy,Drama,,,,Pierce Brosnan,Toni Collette,Imogen Poots,,
Calvary,R,2014,"April 11, 2014 (United Kingdom)",7.4,59000.0,John Michael McDonagh,John Michael McDonagh,Ireland,,16887741.0,Fox Searchlight Pictures,102,9,32,Crime,Drama,Mystery,,,Brendan Gleeson,Chris O'Dowd,Kelly Reilly,,
Frank,R,2014,"September 5, 2014 (United States)",6.9,78000.0,Lenny Abrahamson,Jon Ronson,United Kingdom,,1897363.0,Element Pictures,95,13,18,Comedy,Drama,Music,,,Michael Fassbender,Domhnall Gleeson,Maggie Gyllenhaal,,
Serena,R,2014,"February 26, 2015 (United States)",5.4,29000.0,Susanne Bier,Christopher Kyle,France,30000000.0,5092129.0,2929 Productions,109,0,0,Drama,History,Romance,,,Bradley Cooper,Jennifer Lawrence,Rhys Ifans,,
The Pirates,Not Rated,2014,"August 6, 2014 (South Korea)",6.5,3700.0,Seok-hoon Lee,Seong-il Cheon,South Korea,,64858224.0,Harimao Pictures,130,10,11,Action,Adventure,Comedy,,,Nam-gil Kim,Son Ye-jin,Hae-Jin Yoo,,
Heaven Is for Real,PG,2014,"April 16, 2014 (United States)",5.9,27000.0,Randall Wallace,Randall Wallace,United States,12000000.0,101982712.0,TriStar Pictures,99,0,5,Biography,Drama,Family,,,Greg Kinnear,Kelly Reilly,Thomas Haden Church,,
About Last Night,R,2014,"February 14, 2014 (United States)",6.1,24000.0,Steve Pink,Leslye Headland,United States,12500000.0,50445860.0,Screen Gems,100,0,0,Comedy,Romance,,,,Kevin Hart,Michael Ealy,Regina Hall,,
Cake,R,2014,"January 23, 2015 (United States)",6.4,37000.0,Daniel Barnz,Patrick Tobin,United States,7000000.0,2433850.0,Cinelou Films,102,5,8,Drama,,,,,Jennifer Aniston,Adriana Barraza,Anna Kendrick,,
Ouija,PG-13,2014,"October 24, 2014 (United States)",4.5,52000.0,Stiles White,Juliet Snowden,United States,5000000.0,103687316.0,Universal Pictures,89,0,0,Horror,Mystery,Thriller,,,Olivia Cooke,Ana Coto,Daren Kagasoff,,
PK,Not Rated,2014,"December 19, 2014 (India)",8.1,179000.0,Rajkumar Hirani,Rajkumar Hirani,India,,100370104.0,Rajkumar Hirani Films,153,19,20,Comedy,Drama,Sci-Fi,,,Aamir Khan,Anushka Sharma,Sanjay Dutt,,
Heaven Knows What,R,2014,"May 29, 2015 (United States)",6.8,8000.0,Benny Safdie,Arielle Holmes,France,,84417.0,Iconoclast,97,5,12,Crime,Drama,,,,Arielle Holmes,Caleb Landry Jones,Buddy Duress,,
The Bag Man,R,2014,"February 28, 2014 (Canada)",5.2,17000.0,David Grovic,David Grovic,Bahamas,,461780.0,Cinedigm Entertainment Group,108,0,0,Action,Crime,Drama,,,John Cusack,Rebecca Da Costa,Robert De Niro,,
Jersey Boys,R,2014,"June 20, 2014 (United States)",6.8,35000.0,Clint Eastwood,Marshall Brickman,United States,40000000.0,67647013.0,Four Seasons Partnership,134,4,2,Biography,Drama,Music,,,John Lloyd Young,Erich Bergen,Michael Lomenda,,
God's Not Dead,PG,2014,"March 21, 2014 (United States)",4.8,42000.0,Harold Cronk,Hunter Dennis,United States,2000000.0,64676349.0,Pure Flix Productions,113,0,0,Drama,,,,,Shane Harper,Kevin Sorbo,David A.R. White,,
The Disappearance of Eleanor Rigby: Them,R,2014,"September 12, 2014 (United States)",6.3,12000.0,Ned Benson,Ned Benson,United States,3000000.0,1448076.0,Unison Films,123,3,9,Drama,Romance,,,,James McAvoy,Jessica Chastain,Viola Davis,,
Effie Gray,PG-13,2014,"October 10, 2014 (United Kingdom)",6.0,5500.0,Richard Laxton,Emma Thompson,United Kingdom,,721143.0,Sovereign Films (II),104,0,2,Biography,Drama,Romance,,,Dakota Fanning,Greg Wise,Tom Sturridge,,
Muppets Most Wanted,PG,2014,"March 21, 2014 (United States)",6.4,34000.0,James Bobin,James Bobin,United States,50000000.0,80383113.0,Walt Disney Pictures,107,3,11,Adventure,Comedy,Crime,,,Ricky Gervais,Ty Burrell,Tina Fey,,
A Haunted House 2,R,2014,"April 18, 2014 (United States)",4.6,21000.0,Michael Tiddes,Marlon Wayans,United States,4000000.0,25358716.0,Baby Way Productions,86,0,0,Comedy,Fantasy,Horror,,,Marlon Wayans,Jaime Pressly,Cedric the Entertainer,,
No Good Deed,PG-13,2014,"September 12, 2014 (United States)",5.6,20000.0,Sam Miller,Aimee Lagos,United States,13200000.0,54323210.0,Screen Gems,84,2,2,Thriller,,,,,Taraji P. Henson,Idris Elba,Leslie Bibb,,
Cuban Fury,R,2014,"April 11, 2014 (United States)",6.2,19000.0,James Griffiths,Jon Brown,United Kingdom,,5645773.0,Anton,98,0,0,Comedy,Romance,Sport,,,Nick Frost,Rashida Jones,Chris O'Dowd,,
Clouds of Sils Maria,R,2014,"August 20, 2014 (France)",6.8,29000.0,Olivier Assayas,Olivier Assayas,France,,4728401.0,CG Cinéma,124,20,46,Drama,,,,,Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,,
The Salvation,R,2014,"February 27, 2015 (United States)",6.7,39000.0,Kristian Levring,Anders Thomas Jensen,Denmark,,1363964.0,Zentropa Entertainments,92,0,8,Action,Drama,Thriller,,,Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan,,
The Single Moms Club,PG-13,2014,"March 14, 2014 (United States)",5.3,6300.0,Tyler Perry,Tyler Perry,United States,8000000.0,16365451.0,Lionsgate,111,0,2,Comedy,Drama,,,,Nia Long,Wendi McLendon-Covey,Amy Smart,,
Beyond the Lights,PG-13,2014,"November 14, 2014 (United States)",6.9,16000.0,Gina Prince-Bythewood,Gina Prince-Bythewood,United States,7000000.0,14618727.0,Black Entertainment Television (BET),116,4,26,Drama,Music,Romance,,,Gugu Mbatha-Raw,Nate Parker,Minnie Driver,,
Life After Beth,R,2014,"July 15, 2014 (United States)",5.6,21000.0,Jeff Baena,Jeff Baena,United States,2400000.0,274717.0,Abbolita Productions,89,0,6,Comedy,Fantasy,Horror,,,Aubrey Plaza,Dane DeHaan,John C. Reilly,,
The Woman in Black 2: Angel of Death,PG-13,2014,"January 2, 2015 (United States)",4.8,28000.0,Tom Harper,Jon Croker,United Kingdom,15000000.0,48854305.0,Alliance Films,98,2,2,Drama,Horror,Thriller,,,Helen McCrory,Jeremy Irvine,Phoebe Fox,,
While We're Young,R,2014,"April 17, 2015 (United States)",6.3,50000.0,Noah Baumbach,Noah Baumbach,United States,10000000.0,18117839.0,IAC Films,97,0,3,Comedy,Drama,Mystery,,,Ben Stiller,Naomi Watts,Adam Driver,,
The Little Death,Not Rated,2014,"June 26, 2015 (United States)",7.1,26000.0,Josh Lawson,Josh Lawson,Australia,,601162.0,Head Gear Films,96,2,10,Comedy,Drama,Romance,,,Bojana Novakovic,Josh Lawson,Damon Herriman,,
The Last Five Years,PG-13,2014,"February 12, 2015 (Australia)",5.9,10000.0,Richard LaGravenese,Jason Robert Brown,United States,3500000.0,292092.0,Lucky Monkey Pictures,94,0,0,Comedy,Drama,Musical,,,Anna Kendrick,Jeremy Jordan,Tamara Mintz,,
And So It Goes,PG-13,2014,"July 25, 2014 (United States)",5.8,14000.0,Rob Reiner,Mark Andrus,United States,18000000.0,25419147.0,ASIG Productions,94,0,0,Comedy,Drama,Romance,,,Michael Douglas,Diane Keaton,Sterling Jerins,,
Step Up All In,PG-13,2014,"August 8, 2014 (United States)",6.0,34000.0,Trish Sie,Duane Adler,United States,45000000.0,86165646.0,Summit Entertainment,112,0,0,Drama,Music,Romance,,,Ryan Guzman,Briana Evigan,Adam Sevani,,
Wish I Was Here,R,2014,"July 25, 2014 (United States)",6.6,38000.0,Zach Braff,Adam J. Braff,United States,6000000.0,5670776.0,Worldview Entertainment,106,0,6,Comedy,Drama,,,,Zach Braff,Joey King,Pierce Gagnon,,
Magic in the Moonlight,PG-13,2014,"August 15, 2014 (United States)",6.5,67000.0,Woody Allen,Woody Allen,United States,16800000.0,51029361.0,Gravier Productions,97,0,0,Comedy,Drama,Romance,,,Colin Firth,Emma Stone,Marcia Gay Harden,,
Brick Mansions,PG-13,2014,"April 25, 2014 (United States)",5.6,42000.0,Camille Delamarre,Luc Besson,France,28000000.0,71416730.0,Relativity Media,90,0,0,Action,Crime,Thriller,,,Paul Walker,David Belle,RZA,,
Haider,Not Rated,2014,"October 2, 2014 (United States)",8.1,54000.0,Vishal Bhardwaj,William Shakespeare,India,,1404307.0,UTV Motion Pictures,160,31,39,Action,Crime,Drama,,,Shahid Kapoor,Tabu,Shraddha Kapoor,,
Infinitely Polar Bear,R,2014,"June 19, 2015 (United States)",7.0,16000.0,Maya Forbes,Maya Forbes,United States,6700000.0,1824678.0,Paper Street Films,90,3,9,Comedy,Drama,Romance,,,Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky,,
White Bird in a Blizzard,R,2014,"September 25, 2014 (United States)",6.4,28000.0,Gregg Araki,Gregg Araki,France,,469701.0,Desperate Pictures,91,0,4,Drama,Mystery,Thriller,,,Shailene Woodley,Eva Green,Christopher Meloni,,
Paranormal Activity: The Marked Ones,R,2014,"January 3, 2014 (United States)",5.0,42000.0,Christopher Landon,Christopher Landon,United States,5000000.0,90894962.0,Paramount Pictures,84,0,3,Horror,Mystery,,,,Andrew Jacobs,Jorge Diaz,Gabrielle Walsh,,
Laggies,R,2014,"October 24, 2014 (United States)",6.4,44000.0,Lynn Shelton,Andrea Seigel,United States,5000000.0,2379154.0,Anonymous Content,99,0,0,Comedy,Drama,Romance,,,Keira Knightley,Chloë Grace Moretz,Sam Rockwell,,
The Boxtrolls,PG,2014,"September 26, 2014 (United States)",6.8,57000.0,Graham Annable,Irena Brignull,United States,60000000.0,108255770.0,Focus Features,96,8,61,Animation,Adventure,Comedy,,,Ben Kingsley,Jared Harris,Nick Frost,,
Black or White,PG-13,2014,"January 30, 2015 (United States)",6.6,13000.0,Mike Binder,Mike Binder,United States,9000000.0,21833967.0,BlackWhite,121,0,4,Drama,,,,,Kevin Costner,Octavia Spencer,Gillian Jacobs,,
Planes: Fire & Rescue,PG,2014,"July 18, 2014 (United States)",6.0,18000.0,Bobs Gannaway,Bobs Gannaway,United States,50000000.0,146965787.0,Disneytoon Studios,83,0,6,Animation,Adventure,Comedy,,,Dane Cook,Ed Harris,Julie Bowen,,
Camp X-Ray,R,2014,"October 17, 2014 (United States)",6.9,41000.0,Peter Sattler,Peter Sattler,United States,1000000.0,79624.0,GNK Productions,117,0,6,Drama,War,,,,Kristen Stewart,Payman Maadi,Lane Garrison,,
