name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
The Hobbit: The Battle of the Five Armies,PG-13,2014,"December 17, 2014 (United States)",7.4,512000.0,Peter Jackson,Fran Walsh,New Zealand,250000000.0,962201338.0,New Line Cinema,144,8,55,Adventure,Fantasy,,,,Ian McKellen,Martin Freeman,Richard Armitage,,
Edge of Tomorrow,PG-13,2014,"June 6, 2014 (United States)",7.9,653000.0,Doug Liman,Christopher McQuarrie,United States,178000000.0,370541256.0,Warner Bros.,113,11,38,Action,Adventure,Sci-Fi,,,Tom Cruise,Emily Blunt,Bill Paxton,,
The Maze Runner,PG-13,2014,"September 19, 2014 (United States)",6.8,452000.0,Wes Ball,Noah Oppenheim,United States,34000000.0,348319861.0,Twentieth Century Fox,113,4,12,Action,Mystery,Sci-Fi,,,Dylan O'Brien,Kaya Scodelario,Will Poulter,,
X-Men: Days of Future Past,PG-13,2014,"May 23, 2014 (United States)",8.0,695000.0,Bryan Singer,Simon Kinberg,United States,200000000.0,746045700.0,Twentieth Century Fox,132,16,48,Action,Adventure,Sci-Fi,,,Patrick Stewart,Ian McKellen,Hugh Jackman,,
American Sniper,R,2014,"January 16, 2015 (United States)",7.3,472000.0,Clint Eastwood,Jason Hall,United States,58800000.0,547459020.0,Warner Bros.,133,24,43,Action,Biography,Drama,,,Bradley Cooper,Sienna Miller,Kyle Gallner,,
Dracula Untold,PG-13,2014,"October 10, 2014 (United States)",6.2,192000.0,Gary Shore,Matt Sazama,United States,70000000.0,217124280.0,Universal Pictures,92,3,5,Action,Drama,Fantasy,,,Luke Evans,Dominic Cooper,Sarah Gadon,,
Captain America: The Winter Soldier,PG-13,2014,"April 4, 2014 (United States)",7.8,811000.0,Anthony Russo,Christopher Markus,United States,170000000.0,714421503.0,Marvel Entertainment,136,5,52,Action,Adventure,Sci-Fi,,,Chris Evans,Samuel L. Jackson,Scarlett Johansson,,
The Lego Movie,PG,2014,"February 7, 2014 (United States)",7.7,345000.0,Christopher Miller,Phil Lord,United States,60000000.0,468266122.0,Warner Bros.,100,72,67,Animation,Action,Adventure,,,Chris Pratt,Will Ferrell,Elizabeth Banks,,
Sex Tape,R,2014,"July 18, 2014 (United States)",5.1,112000.0,Jake Kasdan,Kate Angelo,United States,40000000.0,126069509.0,Columbia Pictures,94,2,3,Comedy,Romance,,,,Jason Segel,Cameron Diaz,Rob Corddry,,
It Follows,R,2014,"March 13, 2015 (United States)",6.8,232000.0,David Robert Mitchell,David Robert Mitchell,United States,1000000.0,21947454.0,Northern Lights Films,100,25,43,Horror,Mystery,Thriller,,,Maika Monroe,Keir Gilchrist,Olivia Luccardi,,
Predestination,R,2014,"January 9, 2015 (United States)",7.5,275000.0,Michael Spierig,Michael Spierig,Australia,5100000.0,4942449.0,Screen Australia,97,12,19,Action,Drama,Sci-Fi,,,Ethan Hawke,Sarah Snook,Noah Taylor,,
Sin City: A Dame to Kill For,R,2014,"August 22, 2014 (United States)",6.5,160000.0,Frank Miller,Frank Miller,United States,65000000.0,39407616.0,Aldamisa Entertainment,102,4,6,Action,Crime,Thriller,,,Mickey Rourke,Jessica Alba,Josh Brolin,,
Lucy,R,2014,"July 25, 2014 (United States)",6.4,482000.0,Luc Besson,Luc Besson,France,40000000.0,458863600.0,EuropaCorp,89,0,12,Action,Sci-Fi,Thriller,,,Scarlett Johansson,Morgan Freeman,Choi Min-sik,,
Maleficent,PG,2014,"May 30, 2014 (United States)",7.0,367000.0,Robert Stromberg,Linda Woolverton,United States,180000000.0,758411779.0,Jolie Pas,97,12,43,Adventure,Family,Fantasy,,,Angelina Jolie,Elle Fanning,Sharlto Copley,,
Blended,PG-13,2014,"May 23, 2014 (United States)",6.5,129000.0,Frank Coraci,Ivan Menchell,United States,40000000.0,128006208.0,Gulfstream Pictures,117,0,10,Comedy,Romance,,,,Adam Sandler,Drew Barrymore,Wendi McLendon-Covey,,
Boyhood,R,2014,"August 15, 2014 (United States)",7.9,350000.0,Richard Linklater,Richard Linklater,United States,4000000.0,48137666.0,IFC Productions,165,173,218,Drama,,,,,Ellar Coltrane,Patricia Arquette,Ethan Hawke,,
Big Hero 6,PG,2014,"November 7, 2014 (United States)",7.8,446000.0,Don Hall,Jordan Roberts,United States,165000000.0,657869686.0,FortyFour Studios,102,17,58,Animation,Action,Adventure,,,Ryan Potter,Scott Adsit,Jamie Chung,,
Chef,R,2014,"May 30, 2014 (United States)",7.3,211000.0,Jon Favreau,Jon Favreau,United States,11000000.0,48428048.0,Aldamisa Entertainment,114,2,4,Adventure,Comedy,Drama,,,Jon Favreau,Robert Downey Jr.,Scarlett Johansson,,
Inherent Vice,R,2014,"January 9, 2015 (United States)",6.6,103000.0,Paul Thomas Anderson,Paul Thomas Anderson,United States,20000000.0,14710975.0,Ghoulardi Film Company,148,15,98,Comedy,Crime,Drama,,,Joaquin Phoenix,Josh Brolin,Owen Wilson,,
The Fault in Our Stars,PG-13,2014,"June 6, 2014 (United States)",7.7,368000.0,Josh Boone,Scott Neustadter,United States,12000000.0,307166834.0,Fox 2000 Pictures,126,21,17,Drama,Romance,,,,Shailene Woodley,Ansel Elgort,Nat Wolff,,
Tusk,R,2014,"September 19, 2014 (United States)",5.3,51000.0,Kevin Smith,Kevin Smith,Canada,3000000.0,1882074.0,SModcast Pictures,102,2,7,Comedy,Horror,,,,Justin Long,Michael Parks,Haley Joel Osment,,
The Theory of Everything,PG-13,2014,"November 26, 2014 (United States)",7.7,438000.0,James Marsh,Anthony McCarten,United Kingdom,15000000.0,123726688.0,Working Title Films,123,25,126,Biography,Drama,Romance,,,Eddie Redmayne,Felicity Jones,Tom Prior,,
Unbroken,PG-13,2014,"December 25, 2014 (United States)",7.2,164000.0,Angelina Jolie,Joel Coen,United States,65000000.0,161459297.0,3 Arts Entertainment,137,14,33,Action,Biography,Drama,,,Jack O'Connell,Miyavi,Domhnall Gleeson,,
Transformers: Age of Extinction,PG-13,2014,"June 27, 2014 (United States)",5.6,310000.0,Michael Bay,Ehren Kruger,United States,210000000.0,1104054072.0,Paramount Pictures,165,5,23,Action,Adventure,Sci-Fi,,,Mark Wahlberg,Nicola Peltz,Jack Reynor,,
The Giver,PG-13,2014,"August 15, 2014 (United States)",6.4,118000.0,Phillip Noyce,Michael Mitnick,United States,25000000.0,66980456.0,Tonik Productions,97,3,6,Drama,Romance,Sci-Fi,,,Brenton Thwaites,Jeff Bridges,Meryl Streep,,
Dawn of the Planet of the Apes,PG-13,2014,"July 11, 2014 (United States)",7.6,432000.0,Matt Reeves,Mark Bomback,United States,170000000.0,710644566.0,Chernin Entertainment,130,17,48,Action,Adventure,Drama,,,Gary Oldman,Keri Russell,Andy Serkis,,
A Most Violent Year,R,2014,"January 30, 2015 (United States)",7.0,71000.0,J.C. Chandor,J.C. Chandor,United States,20000000.0,12007070.0,Before The Door Pictures,125,15,52,Action,Crime,Drama,,,Oscar Isaac,Jessica Chastain,David Oyelowo,,
This Is Where I Leave You,R,2014,"September 19, 2014 (United States)",6.6,79000.0,Shawn Levy,Jonathan Tropper,United States,19800000.0,41296320.0,21 Laps Entertainment,103,0,0,Comedy,Drama,,,,Jason Bateman,Tina Fey,Jane Fonda,,
300: Rise of an Empire,R,2014,"March 7, 2014 (United States)",6.2,296000.0,Noam Murro,Zack Snyder,United States,110000000.0,337580051.0,Warner Bros.,102,2,7,Action,Drama,,,,Sullivan Stapleton,Eva Green,Lena Headey,,
22 Jump Street,R,2014,"June 13, 2014 (United States)",7.0,368000.0,Phil Lord,Michael Bacall,United States,50000000.0,331333876.0,Columbia Pictures,112,7,25,Action,Comedy,Crime,,,Channing Tatum,Jonah Hill,Ice Cube,,
Teenage Mutant Ninja Turtles,PG-13,2014,"August 8, 2014 (United States)",5.8,209000.0,Jonathan Liebesman,Josh Appelbaum,United States,125000000.0,485004754.0,Paramount Pictures,101,0,11,Action,Adventure,Comedy,,,Megan Fox,Will Arnett,William Fichtner,,
The Hunger Games: Mockingjay - Part 1,PG-13,2014,"November 21, 2014 (United States)",6.6,443000.0,Francis Lawrence,Peter Craig,United States,125000000.0,755356711.0,Lionsgate,123,21,32,Action,Adventure,Sci-Fi,,,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,,
Godzilla,PG-13,2014,"May 16, 2014 (United States)",6.4,406000.0,Gareth Edwards,Ishirô Honda,United States,160000000.0,524976069.0,Warner Bros.,123,7,31,Action,Adventure,Sci-Fi,,,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,,
The Interview,R,2014,"December 24, 2014 (United States)",6.5,325000.0,Evan Goldberg,Dan Sterling,United States,44000000.0,11782625.0,Columbia Pictures,112,0,6,Action,Adventure,Comedy,,,James Franco,Seth Rogen,Randall Park,,
The Hundred-Foot Journey,PG,2014,"August 8, 2014 (United States)",7.3,82000.0,Lasse Hallström,Steven Knight,United States,22000000.0,89514453.0,Amblin Entertainment,122,2,4,Comedy,Drama,,,,Helen Mirren,Om Puri,Manish Dayal,,
The Babadook,Not Rated,2014,"November 28, 2014 (United States)",6.8,216000.0,Jennifer Kent,Jennifer Kent,Australia,2000000.0,10507563.0,Screen Australia,94,56,64,Horror,Mystery,,,,Essie Davis,Noah Wiseman,Daniel Henshall,,
Wild,R,2014,"December 19, 2014 (United States)",7.1,128000.0,Jean-Marc Vallée,Nick Hornby,United States,15000000.0,52501541.0,Bob Industries,115,13,69,Adventure,Biography,Drama,,,Reese Witherspoon,Laura Dern,Gaby Hoffmann,,
Foxcatcher,R,2014,"January 16, 2015 (United States)",7.0,141000.0,Bennett Miller,E. Max Frye,United States,24000000.0,19206513.0,Annapurna Pictures,134,13,81,Biography,Drama,History,,,Steve Carell,Channing Tatum,Mark Ruffalo,,
Exodus: Gods and Kings,PG-13,2014,"December 12, 2014 (United States)",6.0,167000.0,Ridley Scott,Adam Cooper,United Kingdom,140000000.0,268175631.0,Chernin Entertainment,150,0,5,Action,Adventure,Drama,,,Christian Bale,Joel Edgerton,Ben Kingsley,,
St. Vincent,PG-13,2014,"October 24, 2014 (United States)",7.3,102000.0,Theodore Melfi,Theodore Melfi,United States,13000000.0,54837234.0,Chernin Entertainment,102,7,23,Comedy,Drama,,,,Bill Murray,Melissa McCarthy,Naomi Watts,,
Into the Woods,PG,2014,"December 25, 2014 (United States)",5.9,139000.0,Rob Marshall,James Lapine,United States,50000000.0,212902372.0,BBL Motion Picture Studios,125,10,74,Adventure,Comedy,Drama,,,Anna Kendrick,Meryl Streep,Chris Pine,,
"Love, Rosie",R,2014,"October 22, 2014 (United Kingdom)",7.2,136000.0,Christian Ditter,Juliette Towhidi,Germany,,25574387.0,Canyon Creek Films,102,0,0,Comedy,Romance,,,,Lily Collins,Sam Claflin,Christian Cooke,,
Paddington,PG,2014,"January 16, 2015 (United States)",7.3,111000.0,Paul King,Paul King,United Kingdom,55000000.0,282377683.0,StudioCanal,95,3,7,Adventure,Comedy,Family,,,Hugh Bonneville,Sally Hawkins,Julie Walters,,
Hercules,PG-13,2014,"July 25, 2014 (United States)",6.0,154000.0,Brett Ratner,Ryan J. Condal,United States,100000000.0,244819862.0,Paramount Pictures,98,0,2,Action,Adventure,Fantasy,,,Dwayne Johnson,John Hurt,Ian McShane,,
The Guest,R,2014,"September 5, 2014 (United Kingdom)",6.7,99000.0,Adam Wingard,Simon Barrett,United States,5000000.0,2700051.0,HanWay Films,100,4,13,Action,Mystery,Thriller,,,Dan Stevens,Sheila Kelley,Maika Monroe,,
The Other Woman,PG-13,2014,"April 25, 2014 (United States)",6.0,138000.0,Nick Cassavetes,Melissa K. Stack,United States,40000000.0,196710396.0,Twentieth Century Fox,109,3,5,Comedy,Romance,,,,Cameron Diaz,Leslie Mann,Kate Upton,,
RoboCop,PG-13,2014,"February 12, 2014 (United States)",6.2,225000.0,José Padilha,Joshua Zetumer,United States,100000000.0,242688965.0,Metro-Goldwyn-Mayer (MGM),117,4,0,Action,Crime,Sci-Fi,,,Joel Kinnaman,Gary Oldman,Michael Keaton,,
Neighbors,R,2014,"May 9, 2014 (United States)",6.3,305000.0,Nicholas Stoller,Andrew Jay Cohen,United States,18000000.0,270665134.0,Good Universe,97,7,11,Comedy,,,,,Seth Rogen,Rose Byrne,Zac Efron,,
Wild Tales,R,2014,"August 21, 2014 (Argentina)",8.1,193000.0,Damián Szifron,Germán Servidio,Argentina,3300000.0,30642704.0,K&S Films,122,49,58,Comedy,Drama,Thriller,,,Darío Grandinetti,María Marull,Mónica Villa,,
The Expendables 3,PG-13,2014,"August 15, 2014 (United States)",6.1,179000.0,Patrick Hughes,Sylvester Stallone,France,80000000.0,214657577.0,Lionsgate,126,2,5,Action,Adventure,Thriller,,,Sylvester Stallone,Jason Statham,Jet Li,,
Pompeii,PG-13,2014,"February 21, 2014 (United States)",5.5,110000.0,Paul W.S. Anderson,Janet Scott Batchler,Canada,100000000.0,117831631.0,TriStar Pictures,105,9,4,Action,Adventure,Drama,,,Kit Harington,Emily Browning,Kiefer Sutherland,,
Love & Mercy,PG-13,2014,"June 19, 2015 (United States)",7.4,39000.0,Bill Pohlad,Oren Moverman,United States,10000000.0,28641776.0,River Road Entertainment,121,20,58,Biography,Drama,Music,,,John Cusack,Paul Dano,Elizabeth Banks,,
A Million Ways to Die in the West,R,2014,"May 30, 2014 (United States)",6.1,187000.0,Seth MacFarlane,Seth MacFarlane,United States,40000000.0,87189756.0,Bluegrass Films,116,0,6,Comedy,Western,,,,Seth MacFarlane,Charlize Theron,Liam Neeson,,
Annabelle,R,2014,"October 3, 2014 (United States)",5.4,155000.0,John R. Leonetti,Gary Dauberman,United States,6500000.0,257589721.0,New Line Cinema,99,3,7,Horror,Mystery,Thriller,,,Ward Horton,Annabelle Wallis,Alfre Woodard,,
Cooties,R,2014,"September 18, 2015 (United States)",5.7,26000.0,Jonathan Milott,Leigh Whannell,United States,,485544.0,SpectreVision,88,0,4,Action,Comedy,Horror,,,Elijah Wood,Rainn Wilson,Alison Pill,,
Jack Ryan: Shadow Recruit,PG-13,2014,"January 17, 2014 (United States)",6.2,130000.0,Kenneth Branagh,Adam Cozad,United States,60000000.0,135503748.0,Paramount Pictures,105,0,3,Action,Drama,Thriller,,,Chris Pine,Kevin Costner,Keira Knightley,,
Testament of Youth,PG-13,2014,"January 16, 2015 (United Kingdom)",7.3,29000.0,James Kent,Vera Brittain,United Kingdom,,5874883.0,BBC Films,129,5,7,Biography,Drama,History,,,Alicia Vikander,Kit Harington,Taron Egerton,,
Taken 3,PG-13,2014,"January 9, 2015 (United States)",6.0,190000.0,Olivier Megaton,Luc Besson,France,48000000.0,326479141.0,EuropaCorp,108,3,2,Action,Crime,Thriller,,,Liam Neeson,Forest Whitaker,Maggie Grace,,
The Drop,R,2014,"September 12, 2014 (United States)",7.0,150000.0,Michaël R. Roskam,Dennis Lehane,United States,12600000.0,18658381.0,Big Screen Productions,106,4,5,Crime,Drama,Thriller,,,Tom Hardy,Noomi Rapace,James Gandolfini,,
Honeymoon,R,2014,"September 12, 2014 (United States)",5.7,26000.0,Leigh Janiak,Phil Graziadei,United States,1000000.0,24343.0,Fewlas Entertainment,87,0,5,Drama,Fantasy,Horror,,,Rose Leslie,Harry Treadaway,Ben Huber,,
Annie,PG,2014,"December 19, 2014 (United States)",5.3,37000.0,Will Gluck,Will Gluck,United States,65000000.0,136853506.0,Marcy Media,118,3,18,Comedy,Drama,Family,,,Quvenzhané Wallis,Cameron Diaz,Jamie Foxx,,
Night at the Museum: Secret of the Tomb,PG,2014,"December 19, 2014 (United States)",6.2,119000.0,Shawn Levy,David Guion,United Kingdom,127000000.0,363204635.0,Twentieth Century Fox,98,0,5,Adventure,Comedy,Family,,,Ben Stiller,Robin Williams,Owen Wilson,,
How to Train Your Dragon 2,PG,2014,"June 13, 2014 (United States)",7.8,326000.0,Dean DeBlois,Dean DeBlois,United States,145000000.0,621537519.0,DreamWorks Animation,102,15,61,Animation,Action,Adventure,,,Jay Baruchel,Cate Blanchett,Gerard Butler,,
The Book of Life,PG,2014,"October 17, 2014 (United States)",7.2,70000.0,Jorge R. Gutiérrez,Jorge R. Gutiérrez,United States,50000000.0,99783556.0,Reel FX Creative Studios,95,3,29,Animation,Adventure,Comedy,,,Diego Luna,Zoe Saldana,Channing Tatum,,
Noah,PG-13,2014,"March 28, 2014 (United States)",5.8,252000.0,Darren Aronofsky,Darren Aronofsky,United States,125000000.0,359200044.0,Paramount Pictures,138,0,19,Action,Adventure,Drama,,,Russell Crowe,Jennifer Connelly,Anthony Hopkins,,
The Judge,R,2014,"October 10, 2014 (United States)",7.4,189000.0,David Dobkin,Nick Schenk,United States,50000000.0,84419388.0,Warner Bros.,141,3,9,Crime,Drama,,,,Robert Downey Jr.,Robert Duvall,Vera Farmiga,,
Horrible Bosses 2,R,2014,"November 26, 2014 (United States)",6.3,169000.0,Sean Anders,Sean Anders,United States,42000000.0,107645357.0,BenderSpink,108,0,6,Comedy,Crime,,,,Jason Bateman,Jason Sudeikis,Charlie Day,,
3 Days to Kill,PG-13,2014,"February 21, 2014 (United States)",6.2,93000.0,McG,Adi Hasak,United States,28000000.0,53260230.0,Relativity Media,117,0,0,Action,Drama,Thriller,,,Kevin Costner,Hailee Steinfeld,Connie Nielsen,,
Transcendence,PG-13,2014,"April 18, 2014 (United States)",6.2,226000.0,Wally Pfister,Jack Paglen,United Kingdom,100000000.0,103039258.0,Alcon Entertainment,119,3,5,Action,Drama,Sci-Fi,,,Johnny Depp,Rebecca Hall,Morgan Freeman,,
Top Five,R,2014,"December 12, 2014 (United States)",6.4,27000.0,Chris Rock,Chris Rock,United States,12000000.0,26117471.0,IAC Films,102,5,21,Comedy,Romance,,,,Chris Rock,Rosario Dawson,Gabrielle Union,,
Need for Speed,PG-13,2014,"March 14, 2014 (United States)",6.4,169000.0,Scott Waugh,George Gatins,United States,66000000.0,203277636.0,Dreamworks Pictures,132,0,5,Action,Crime,Thriller,,,Aaron Paul,Dominic Cooper,Imogen Poots,,
That Awkward Moment,R,2014,"January 31, 2014 (United States)",6.1,102000.0,Tom Gormican,Tom Gormican,United States,8000000.0,45640143.0,Treehouse Pictures,94,0,2,Comedy,Romance,,,,Zac Efron,Michael B. Jordan,Miles Teller,,
I Origins,R,2014,"July 18, 2014 (Poland)",7.3,123000.0,Mike Cahill,Mike Cahill,United States,1000000.0,481234.0,Verisimilitude,106,2,3,Drama,Mystery,Romance,,,Michael Pitt,Steven Yeun,Astrid Bergès-Frisbey,,
Spring,Not Rated,2014,"March 20, 2015 (United States)",6.7,28000.0,Justin Benson,Justin Benson,United States,,49970.0,Rustic Films,109,5,13,Horror,Romance,Sci-Fi,,,Lou Taylor Pucci,Nadia Hilker,Francesco Carnelutti,,
Draft Day,PG-13,2014,"April 11, 2014 (United States)",6.8,59000.0,Ivan Reitman,Scott Rothman,United States,25000000.0,29824199.0,Summit Entertainment,110,0,0,Drama,Sport,,,,Kevin Costner,Chadwick Boseman,Jennifer Garner,,
"As Above, So Below",R,2014,"August 29, 2014 (United States)",6.2,89000.0,John Erick Dowdle,John Erick Dowdle,United States,5000000.0,41898409.0,Legendary Entertainment,93,0,6,Horror,Mystery,Thriller,,,Perdita Weeks,Ben Feldman,Edwin Hodge,,
Tammy,R,2014,"July 2, 2014 (United States)",4.9,51000.0,Ben Falcone,Melissa McCarthy,United States,20000000.0,100375432.0,RatPac-Dune Entertainment,97,0,7,Comedy,Romance,,,,Melissa McCarthy,Susan Sarandon,Kathy Bates,,
Dumb and Dumber To,PG-13,2014,"November 14, 2014 (United States)",5.6,136000.0,Bobby Farrelly,Sean Anders,United States,40000000.0,169837010.0,Universal Pictures,109,0,7,Comedy,,,,,Jim Carrey,Jeff Daniels,Rob Riggle,,
Addicted,R,2014,"October 10, 2014 (United States)",5.0,11000.0,Bille Woodruff,Christina Welsh,United States,5000000.0,17534314.0,Codeblack Entertainment,106,0,0,Drama,Romance,Thriller,,,Sharon Leal,Boris Kodjoe,John Newberg,,
"I, Frankenstein",PG-13,2014,"January 24, 2014 (United States)",5.1,81000.0,Stuart Beattie,Stuart Beattie,United States,65000000.0,76801179.0,Hopscotch Features,92,0,0,Action,Fantasy,Sci-Fi,,,Aaron Eckhart,Bill Nighy,Miranda Otto,,
Vampire Academy,PG-13,2014,"February 7, 2014 (United States)",5.5,54000.0,Mark Waters,Richelle Mead,United States,30000000.0,15642346.0,Angry Films,104,0,2,Action,Comedy,Drama,,,Zoey Deutch,Lucy Fry,Danila Kozlovskiy,,
Non-Stop,PG-13,2014,"February 28, 2014 (United States)",6.9,261000.0,Jaume Collet-Serra,John W. Richardson,United Kingdom,50000000.0,222809600.0,StudioCanal,106,0,0,Action,Mystery,Thriller,,,Liam Neeson,Julianne Moore,Scoot McNairy,,
Seventh Son,PG-13,2014,"February 6, 2015 (United States)",5.5,76000.0,Sergei Bodrov,Charles Leavitt,United States,95000000.0,114178613.0,Beijing Skywheel Entertainment Co.,102,2,0,Action,Adventure,Fantasy,,,Ben Barnes,Julianne Moore,Jeff Bridges,,
The Raid 2,R,2014,"April 11, 2014 (United States)",7.9,121000.0,Gareth Evans,Gareth Evans,Indonesia,4500000.0,6566916.0,Sony Pictures Classics,150,11,15,Action,Crime,Thriller,,,Iko Uwais,Yayan Ruhian,Arifin Putra,,
'71,R,2014,"October 10, 2014 (United Kingdom)",7.2,55000.0,Yann Demange,Gregory Burke,United Kingdom,,3062178.0,Film 4,99,13,31,Action,Crime,Drama,,,Jack O'Connell,Sam Reid,Sean Harris,,
Selma,PG-13,2014,"January 9, 2015 (United States)",7.5,91000.0,Ava DuVernay,Paul Webb,United Kingdom,20000000.0,66787908.0,Pathé,128,58,91,Biography,Drama,History,,,David Oyelowo,Carmen Ejogo,Oprah Winfrey,,
The Purge: Anarchy,R,2014,"July 18, 2014 (United States)",6.4,150000.0,James DeMonaco,James DeMonaco,United States,9000000.0,111928365.0,Universal Pictures,103,3,6,Action,Horror,Sci-Fi,,,Frank Grillo,Carmen Ejogo,Zach Gilford,,
The One I Love,R,2014,"August 8, 2014 (United States)",7.0,39000.0,Charlie McDowell,Justin Lader,United States,100000.0,596933.0,RADiUS-TWC,91,2,2,Comedy,Drama,Fantasy,,,Mark Duplass,Elisabeth Moss,Ted Danson,,
The Best of Me,PG-13,2014,"October 17, 2014 (United States)",6.7,71000.0,Michael Hoffman,Nicholas Sparks,United States,26000000.0,38609668.0,DiNovi Pictures,118,0,0,Drama,Romance,,,,James Marsden,Michelle Monaghan,Luke Bracey,,
Mommy,R,2014,"October 8, 2014 (Belgium)",8.0,56000.0,Xavier Dolan,Xavier Dolan,Canada,,13156856.0,Les Films Seville,139,54,66,Drama,,,,,Anne Dorval,Antoine Olivier Pilon,Suzanne Clément,,
Penguins of Madagascar,PG,2014,"November 26, 2014 (United States)",6.7,88000.0,Eric Darnell,Michael Colton,United States,132000000.0,373515621.0,DreamWorks Animation,92,0,8,Animation,Adventure,Comedy,,,Tom McGrath,Chris Miller,Christopher Knights,,
