name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
There's Something About Mary,R,1998,"July 15, 1998 (United States)",7.1,306000.0,Bobby Farrelly,Ed Decter,United States,23000000.0,369884651.0,Twentieth Century Fox,119,17,17,Comedy,Romance,,,,Cameron Diaz,Matt Dillon,Ben Stiller,,
Practical Magic,PG-13,1998,"October 16, 1998 (United States)",6.2,80000.0,Griffin Dunne,Alice Hoffman,United States,75000000.0,46733235.0,DiNovi Pictures,104,0,6,Comedy,Drama,Fantasy,,,Sandra Bullock,Nicole Kidman,Stockard Channing,,
Mulan,G,1998,"June 19, 1998 (United States)",7.6,278000.0,Tony Bancroft,Robert D. San Souci,United States,90000000.0,304320254.0,Walt Disney Animation Studios,88,17,21,Animation,Adventure,Comedy,,,Ming-Na Wen,Eddie Murphy,BD Wong,,
The Faculty,R,1998,"December 25, 1998 (United States)",6.5,121000.0,Robert Rodriguez,David Wechter,United States,15000000.0,40283321.0,Dimension Films,104,0,11,Horror,Mystery,Sci-Fi,,,Jordana Brewster,Clea DuVall,Laura Harris,,
Meet Joe Black,PG-13,1998,"November 13, 1998 (United States)",7.2,233000.0,Martin Brest,Ron Osborn,United States,90000000.0,142940100.0,Universal Pictures,178,3,6,Drama,Fantasy,Romance,,,Brad Pitt,Anthony Hopkins,Claire Forlani,,
Dark City,R,1998,"February 27, 1998 (United States)",7.6,197000.0,Alex Proyas,Alex Proyas,Australia,27000000.0,27200316.0,Mystery Clock Cinema,100,12,19,Fantasy,Mystery,Sci-Fi,,,Rufus Sewell,Kiefer Sutherland,Jennifer Connelly,,
Fallen,R,1998,"January 16, 1998 (United States)",7.0,81000.0,Gregory Hoblit,Nicholas Kazan,United States,,25232289.0,Turner Pictures (I),124,0,3,Action,Crime,Drama,,,Denzel Washington,John Goodman,Donald Sutherland,,
The Negotiator,R,1998,"July 29, 1998 (United States)",7.3,140000.0,F. Gary Gray,James DeMonaco,Germany,50000000.0,44547681.0,New Regency Productions,140,2,6,Action,Crime,Drama,,,Samuel L. Jackson,Kevin Spacey,David Morse,,
Urban Legend,R,1998,"September 25, 1998 (United States)",5.6,66000.0,Jamie Blanks,Silvio Horta,Canada,14000000.0,72527595.0,Phoenix Pictures,99,0,2,Horror,Mystery,Thriller,,,Jared Leto,Alicia Witt,Rebecca Gayheart,,
The Mask of Zorro,PG-13,1998,"July 17, 1998 (United States)",6.8,181000.0,Martin Campbell,Johnston McCulley,United States,95000000.0,250288523.0,TriStar Pictures,136,9,18,Action,Adventure,Comedy,,,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,,
Ronin,R,1998,"September 25, 1998 (United States)",7.3,181000.0,John Frankenheimer,J.D. Zeik,United Kingdom,55000000.0,41616262.0,FGM Entertainment,122,0,4,Action,Crime,Thriller,,,Robert De Niro,Jean Reno,Natascha McElhone,,
Lost in Space,PG-13,1998,"April 3, 1998 (United States)",5.2,72000.0,Stephen Hopkins,Irwin Allen,United Kingdom,80000000.0,136159423.0,New Line Cinema,130,3,17,Action,Adventure,Family,,,Gary Oldman,William Hurt,Matt LeBlanc,,
Deep Rising,R,1998,"January 30, 1998 (United States)",6.1,37000.0,Stephen Sommers,Stephen Sommers,United States,45000000.0,11203026.0,Calimari Productions,106,0,2,Action,Adventure,Horror,,,Treat Williams,Famke Janssen,Anthony Heald,,
Can't Hardly Wait,PG-13,1998,"June 12, 1998 (United States)",6.5,50000.0,Harry Elfont,Deborah Kaplan,United States,10000000.0,25605015.0,Columbia Pictures,100,0,2,Comedy,Romance,,,,Jennifer Love Hewitt,Ethan Embry,Charlie Korsmo,,
Lethal Weapon 4,R,1998,"July 10, 1998 (United States)",6.6,161000.0,Richard Donner,Shane Black,United States,140000000.0,285444603.0,Warner Bros.,127,4,11,Action,Crime,Thriller,,,Mel Gibson,Danny Glover,Joe Pesci,,
Godzilla,PG-13,1998,"May 20, 1998 (United States)",5.4,191000.0,Roland Emmerich,Dean Devlin,United States,130000000.0,379014294.0,Centropolis Film Productions,139,10,13,Action,Sci-Fi,Thriller,,,Matthew Broderick,Jean Reno,Maria Pitillo,,
Rushmore,R,1998,"February 19, 1999 (United States)",7.6,182000.0,Wes Anderson,Wes Anderson,United States,9000000.0,17196103.0,American Empirical Pictures,93,16,16,Comedy,Drama,Romance,,,Jason Schwartzman,Bill Murray,Olivia Williams,,
The Man in the Iron Mask,PG-13,1998,"March 13, 1998 (United States)",6.5,165000.0,Randall Wallace,Alexandre Dumas,France,35000000.0,182968902.0,United Artists,132,3,4,Action,Adventure,Drama,,,Leonardo DiCaprio,Jeremy Irons,John Malkovich,,
U.S. Marshals,PG-13,1998,"March 6, 1998 (United States)",6.5,103000.0,Stuart Baird,Roy Huggins,United States,60000000.0,102367405.0,Warner Bros.,131,0,0,Action,Crime,Thriller,,,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,,
What Dreams May Come,PG-13,1998,"October 2, 1998 (United States)",7.0,108000.0,Vincent Ward,Richard Matheson,United States,85000000.0,55382927.0,Polygram Filmed Entertainment,113,7,2,Drama,Fantasy,Romance,,,Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,,
Stepmom,PG-13,1998,"December 25, 1998 (United States)",6.8,67000.0,Chris Columbus,Gigi Levangie,United States,50000000.0,159710793.0,TriStar Pictures,125,8,7,Comedy,Drama,,,,Julia Roberts,Susan Sarandon,Ed Harris,,
Ever After: A Cinderella Story,PG-13,1998,"July 31, 1998 (United States)",7.1,74000.0,Andy Tennant,Susannah Grant,United States,26000000.0,98005666.0,Twentieth Century Fox,121,6,15,Comedy,Drama,Romance,,,Drew Barrymore,Anjelica Huston,Dougray Scott,,
Rounders,R,1998,"September 11, 1998 (United States)",7.3,149000.0,John Dahl,David Levien,United States,12000000.0,22912409.0,Miramax,121,0,0,Crime,Drama,,,,Matt Damon,Edward Norton,Gretchen Mol,,
SLC Punk!,R,1998,"April 16, 1999 (United States)",7.4,29000.0,James Merendino,James Merendino,United States,,299569.0,Beyond Films,97,2,6,Comedy,Drama,Music,,,Matthew Lillard,Michael A. Goorjian,Annabeth Gish,,
You've Got Mail,PG,1998,"December 18, 1998 (United States)",6.7,209000.0,Nora Ephron,Miklós László,United States,65000000.0,250821495.0,Warner Bros.,119,6,8,Comedy,Drama,Romance,,,Tom Hanks,Meg Ryan,Greg Kinnear,,
Elizabeth,R,1998,"February 19, 1999 (United States)",7.4,98000.0,Shekhar Kapur,Michael Hirst,United Kingdom,30000000.0,82150642.0,PolyGram Filmed Entertainment,124,34,55,Biography,Drama,History,,,Cate Blanchett,Liz Giles,Rod Culbertson,,
Blast from the Past,PG-13,1998,"February 12, 1999 (United States)",6.7,64000.0,Hugh Wilson,Bill Kelly,United States,35000000.0,40263020.0,Forge,112,0,0,Comedy,Drama,Romance,,,Brendan Fraser,Alicia Silverstone,Christopher Walken,,
A Perfect Murder,R,1998,"June 5, 1998 (United States)",6.6,84000.0,Andrew Davis,Frederick Knott,United States,60000000.0,128038368.0,Warner Bros.,107,2,3,Crime,Drama,Thriller,,,Michael Douglas,Gwyneth Paltrow,Viggo Mortensen,,
Pleasantville,PG-13,1998,"October 23, 1998 (United States)",7.5,128000.0,Gary Ross,Gary Ross,United States,60000000.0,49805462.0,New Line Cinema,124,18,45,Comedy,Drama,Fantasy,,,Tobey Maguire,Jeff Daniels,Joan Allen,,
Out of Sight,R,1998,"June 26, 1998 (United States)",7.0,91000.0,Steven Soderbergh,Elmore Leonard,United States,48000000.0,77745966.0,Universal Pictures,123,13,15,Comedy,Crime,Drama,,,George Clooney,Jennifer Lopez,Ving Rhames,,
Buffalo '66,R,1998,"June 26, 1998 (United States)",7.5,53000.0,Vincent Gallo,Vincent Gallo,United States,1500000.0,2375718.0,Cinépix Film Properties (CFP),110,6,11,Comedy,Drama,Romance,,,Vincent Gallo,Christina Ricci,Ben Gazzara,,
Half Baked,R,1998,"January 16, 1998 (United States)",6.6,63000.0,Tamra Davis,Dave Chappelle,United States,8000000.0,17460020.0,Robert Simonds Productions,82,0,0,Comedy,Crime,,,,Dave Chappelle,Guillermo Díaz,Jim Breuer,,
Small Soldiers,PG-13,1998,"July 10, 1998 (United States)",6.2,98000.0,Joe Dante,Gavin Scott,United States,40000000.0,54682547.0,Universal Pictures,110,3,4,Action,Adventure,Comedy,,,Kirsten Dunst,Gregory Smith,David Cross,,
The Siege,R,1998,"November 6, 1998 (United States)",6.4,72000.0,Edward Zwick,Lawrence Wright,United States,70000000.0,116672912.0,Twentieth Century Fox,116,2,4,Action,Thriller,,,,Denzel Washington,Bruce Willis,Annette Bening,,
Little Voice,R,1998,"December 4, 1998 (United States)",7.0,16000.0,Mark Herman,Jim Cartwright,United Kingdom,,4611784.0,Miramax,97,2,30,Comedy,Drama,Music,,,Brenda Blethyn,Jane Horrocks,Michael Caine,,
Six Days Seven Nights,PG-13,1998,"June 12, 1998 (United States)",5.8,76000.0,Ivan Reitman,Michael Browning,United States,70000000.0,164839294.0,Caravan Pictures,102,2,5,Action,Adventure,Comedy,,,Harrison Ford,Anne Heche,David Schwimmer,,
Happiness,NC-17,1998,"October 16, 1998 (United States)",7.7,70000.0,Todd Solondz,Todd Solondz,United States,2200000.0,2982011.0,Good Machine,134,12,26,Comedy,Drama,,,,Jane Adams,Jon Lovitz,Philip Seymour Hoffman,,
Dirty Work,PG-13,1998,"June 12, 1998 (United States)",6.4,27000.0,Bob Saget,Frank Sebastiano,Canada,13000000.0,10023282.0,Metro-Goldwyn-Mayer (MGM),82,0,0,Comedy,,,,,Norm MacDonald,Jack Warden,Artie Lange,,
A Simple Plan,R,1998,"January 22, 1999 (United States)",7.5,69000.0,Sam Raimi,Scott B. Smith,United Kingdom,30000000.0,16316273.0,British Broadcasting Corporation (BBC),121,16,24,Crime,Drama,Thriller,,,Bill Paxton,Billy Bob Thornton,Bridget Fonda,,
Vampires,R,1998,"October 30, 1998 (United States)",6.1,58000.0,John Carpenter,John Steakley,United States,20000000.0,20308772.0,Largo Entertainment,108,7,6,Action,Horror,Thriller,,,James Woods,Daniel Baldwin,Sheryl Lee,,
Star Trek: Insurrection,PG,1998,"December 11, 1998 (United States)",6.4,74000.0,Jonathan Frakes,Gene Roddenberry,United States,58000000.0,112587658.0,Paramount Pictures,103,3,8,Action,Adventure,Sci-Fi,,,Patrick Stewart,Jonathan Frakes,Brent Spiner,,
I Still Know What You Did Last Summer,R,1998,"November 13, 1998 (United States)",4.7,73000.0,Danny Cannon,Lois Duncan,United States,65000000.0,40002112.0,Columbia Pictures,100,5,7,Horror,Mystery,,,,Jennifer Love Hewitt,Freddie Prinze Jr.,Brandy Norwood,,
Pi,R,1998,"July 10, 1998 (United States)",7.3,177000.0,Darren Aronofsky,Darren Aronofsky,United States,60000.0,3221152.0,Harvest Filmworks,84,8,12,Drama,Horror,Mystery,,,Sean Gullette,Mark Margolis,Ben Shenkman,,
Psycho,R,1998,"December 4, 1998 (United States)",4.6,48000.0,Gus Van Sant,Robert Bloch,United States,60000000.0,37170655.0,Universal Pictures,105,4,6,Horror,Mystery,Thriller,,,Vince Vaughn,Anne Heche,Julianne Moore,,
He Got Game,R,1998,"May 1, 1998 (United States)",6.9,48000.0,Spike Lee,Spike Lee,United States,25000000.0,21567853.0,Touchstone Pictures,136,0,10,Drama,Sport,,,,Denzel Washington,Milla Jovovich,Ray Allen,,
Hope Floats,PG-13,1998,"May 29, 1998 (United States)",6.0,27000.0,Forest Whitaker,Steven Rogers,United States,30000000.0,81471882.0,Twentieth Century Fox,114,3,9,Drama,Romance,,,,Sandra Bullock,Harry Connick Jr.,Gena Rowlands,,
Mercury Rising,R,1998,"April 3, 1998 (United States)",6.1,73000.0,Harold Becker,Ryne Douglas Pearson,United States,60000000.0,93107289.0,Universal Pictures,111,2,0,Action,Crime,Drama,,,Bruce Willis,Miko Hughes,Alec Baldwin,,
Patch Adams,PG-13,1998,"December 25, 1998 (United States)",6.8,112000.0,Tom Shadyac,Patch Adams,United States,90000000.0,202292902.0,Universal Pictures,115,0,8,Biography,Comedy,Drama,,,Robin Williams,Daniel London,Monica Potter,,
Run Lola Run,R,1998,"June 18, 1999 (United States)",7.7,197000.0,Tom Tykwer,Tom Tykwer,Germany,,7267585.0,X-Filme Creative Pool,80,28,21,Crime,Drama,Thriller,,,Franka Potente,Moritz Bleibtreu,Herbert Knaup,,
Great Expectations,R,1998,"January 30, 1998 (United States)",6.8,53000.0,Alfonso Cuarón,Charles Dickens,United States,25000000.0,55494066.0,Art Linson Productions,111,0,3,Drama,Romance,,,,Ethan Hawke,Gwyneth Paltrow,Hank Azaria,,
City of Angels,PG-13,1998,"April 10, 1998 (United States)",6.7,119000.0,Brad Silberling,Wim Wenders,United States,55000000.0,198685114.0,Atlas Entertainment,114,10,14,Drama,Fantasy,Romance,,,Nicolas Cage,Meg Ryan,Andre Braugher,,
The Celebration,R,1998,"June 19, 1998 (Denmark)",8.1,86000.0,Thomas Vinterberg,Thomas Vinterberg,Denmark,1300000.0,1657778.0,Nimbus Film Productions,105,28,23,Drama,,,,,Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,,
Antz,PG,1998,"October 2, 1998 (United States)",6.6,153000.0,Eric Darnell,Todd Alcott,United States,105000000.0,171757863.0,Dreamworks Pictures,83,6,14,Animation,Adventure,Comedy,,,Woody Allen,Sharon Stone,Gene Hackman,,
Disturbing Behavior,R,1998,"July 24, 1998 (United States)",5.6,23000.0,David Nutter,Scott Rosenberg,Australia,15000000.0,17514980.0,Metro-Goldwyn-Mayer (MGM),84,0,2,Horror,Mystery,Sci-Fi,,,James Marsden,Katie Holmes,Nick Stahl,,
54,R,1998,"August 28, 1998 (United States)",5.8,33000.0,Mark Christopher,Mark Christopher,United States,13000000.0,16757163.0,Dollface,93,0,9,Drama,Music,,,,Ryan Phillippe,Salma Hayek,Neve Campbell,,
Following,R,1998,"November 5, 1999 (United Kingdom)",7.5,92000.0,Christopher Nolan,Christopher Nolan,United Kingdom,6000.0,48482.0,Next Wave Films,69,5,4,Crime,Mystery,Thriller,,,Jeremy Theobald,Alex Haw,Lucy Russell,,
The Idiots,,1998,"May 21, 1998 (France)",6.8,31000.0,Lars von Trier,Lars von Trier,Denmark,2500000.0,,Zentropa Entertainments,117,6,5,Comedy,Drama,,,,Bodil Jørgensen,Jens Albinus,Anne Louise Hassing,,
Bride of Chucky,R,1998,"October 16, 1998 (United States)",5.5,57000.0,Ronny Yu,Don Mancini,United States,25000000.0,50688658.0,Universal Pictures,89,5,7,Comedy,Horror,Thriller,,,Jennifer Tilly,Brad Dourif,Katherine Heigl,,
Dangerous Beauty,R,1998,"February 20, 1998 (United States)",7.2,17000.0,Marshall Herskovitz,Margaret Rosenthal,United States,8000000.0,4553271.0,New Regency Productions,111,0,2,Biography,Drama,Romance,,,Catherine McCormack,Rufus Sewell,Oliver Platt,,
Snake Eyes,R,1998,"August 7, 1998 (United States)",6.1,80000.0,Brian De Palma,Brian De Palma,United States,73000000.0,103891409.0,Paramount Pictures,98,0,4,Crime,Mystery,Thriller,,,Nicolas Cage,Gary Sinise,John Heard,,
I Stand Alone,Not Rated,1998,"February 17, 1999 (France)",7.3,23000.0,Gaspar Noé,Gaspar Noé,France,,6955.0,Canal+,93,5,6,Crime,Drama,Thriller,,,Philippe Nahon,Blandine Lenoir,Frankie Pain,,
Soldier,R,1998,"October 23, 1998 (United States)",6.0,56000.0,Paul W.S. Anderson,David Webb Peoples,United States,60000000.0,14594226.0,Warner Bros.,99,0,0,Action,Drama,Sci-Fi,,,Kurt Russell,Jason Scott Lee,Jason Isaacs,,
Halloween H20: 20 Years Later,R,1998,"August 5, 1998 (United States)",5.8,73000.0,Steve Miner,Debra Hill,United States,17000000.0,55041738.0,Dimension Films,86,2,12,Horror,Thriller,,,,Jamie Lee Curtis,Josh Hartnett,Adam Arkin,,
A Night at the Roxbury,PG-13,1998,"October 2, 1998 (United States)",6.2,60000.0,John Fortenberry,Steve Koren,United States,17000000.0,30331165.0,Broadway Pictures,82,0,0,Comedy,Music,Romance,,,Chris Kattan,Will Ferrell,Raquel Gardner,,
Sliding Doors,PG-13,1998,"May 1, 1998 (United States)",6.7,66000.0,Peter Howitt,Peter Howitt,United Kingdom,6000000.0,11841544.0,Intermedia Films,99,6,4,Comedy,Drama,Fantasy,,,Gwyneth Paltrow,John Hannah,John Lynch,,
The X Files,PG-13,1998,"June 19, 1998 (United States)",7.0,105000.0,Rob Bowman,Chris Carter,United States,66000000.0,189176423.0,Twentieth Century Fox,121,7,11,Drama,Mystery,Sci-Fi,,,David Duchovny,Gillian Anderson,John Neville,,
Velvet Goldmine,R,1998,"October 23, 1998 (United Kingdom)",6.9,35000.0,Todd Haynes,James Lyons,United Kingdom,,1053788.0,Channel Four Films,118,4,12,Drama,Music,,,,Ewan McGregor,Jonathan Rhys Meyers,Christian Bale,,
The Legend of 1900,R,1998,"October 28, 1998 (Italy)",8.0,63000.0,Giuseppe Tornatore,Alessandro Baricco,Italy,9000000.0,21061339.0,Sciarlò,169,22,10,Drama,Music,Romance,,,Tim Roth,Pruitt Taylor Vince,Mélanie Thierry,,
Sphere,PG-13,1998,"February 13, 1998 (United States)",6.1,106000.0,Barry Levinson,Michael Crichton,United States,80000000.0,37020277.0,Warner Bros.,134,0,3,Action,Mystery,Sci-Fi,,,Dustin Hoffman,Sharon Stone,Samuel L. Jackson,,
Boredom,,1998,"December 16, 1998 (France)",6.1,2100.0,Cédric Kahn,Cédric Kahn,France,,,Gemini Films,122,0,5,Romance,Drama,,,,Charles Berling,Sophie Guillemin,Arielle Dombasle,,
Taxi,Not Rated,1998,"November 20, 1998 (United States)",7.0,82000.0,Gérard Pirès,Luc Besson,France,,,ARP Sélection,86,3,5,Action,Comedy,Crime,,,Samy Naceri,Frédéric Diefenthal,Marion Cotillard,,
Doctor Dolittle,PG-13,1998,"June 26, 1998 (United States)",5.4,96000.0,Betty Thomas,Hugh Lofting,United States,71500000.0,294456605.0,Twentieth Century Fox,85,4,10,Comedy,Family,Fantasy,,,Eddie Murphy,Peter Boyle,Ossie Davis,,
BASEketball,R,1998,"July 31, 1998 (United States)",6.5,61000.0,David Zucker,David Zucker,United States,25000000.0,7027290.0,Zucker Brothers Productions,103,0,2,Comedy,Sport,,,,Trey Parker,Matt Stone,Dian Bachar,,
Woo,R,1998,"May 8, 1998 (United States)",4.1,2100.0,Daisy von Scherler Mayer,David C. Johnson,United States,13000000.0,8165984.0,Gotham Entertainment Group,84,0,0,Comedy,Romance,,,,Jada Pinkett Smith,Tommy Davidson,Duane Martin,,
The Horse Whisperer,PG-13,1998,"May 15, 1998 (United States)",6.7,41000.0,Robert Redford,Nick Evans,United States,60000000.0,186883563.0,Touchstone Pictures,169,4,19,Drama,Romance,Western,,,Robert Redford,Kristin Scott Thomas,Sam Neill,,
The Avengers,PG-13,1998,"August 14, 1998 (United States)",3.8,44000.0,Jeremiah S. Chechik,Sydney Newman,United States,60000000.0,23384939.0,Warner Bros.,89,4,17,Action,Adventure,Sci-Fi,,,Ralph Fiennes,Uma Thurman,Sean Connery,,
The Last Days of Disco,R,1998,"June 12, 1998 (United States)",6.7,13000.0,Whit Stillman,Whit Stillman,United States,8000000.0,3020601.0,Castle Rock Entertainment,113,0,0,Comedy,Drama,Music,,,Chloë Sevigny,Kate Beckinsale,Chris Eigeman,,
Les Misérables,PG-13,1998,"May 1, 1998 (United States)",7.4,41000.0,Bille August,Victor Hugo,United Kingdom,,14096321.0,Mandalay Entertainment,134,0,0,Crime,Drama,History,,,Liam Neeson,Geoffrey Rush,Uma Thurman,,
Croupier,Not Rated,1998,"July 28, 2000 (United States)",7.0,21000.0,Mike Hodges,Paul Mayersberg,United Kingdom,,7120568.0,Channel Four Films,94,0,2,Crime,Drama,,,,Clive Owen,Nick Reding,Nicholas Ball,,
Species II,R,1998,"April 10, 1998 (United States)",4.4,29000.0,Peter Medak,Dennis Feldman,United States,,19221939.0,Metro-Goldwyn-Mayer (MGM),93,0,0,Action,Horror,Sci-Fi,,,Natasha Henstridge,Michael Madsen,Marg Helgenberger,,
Apt Pupil,R,1998,"October 23, 1998 (United States)",6.7,38000.0,Bryan Singer,Stephen King,United States,14000000.0,8863193.0,Phoenix Pictures,111,6,10,Crime,Drama,Thriller,,,Ian McKellen,Brad Renfro,Joshua Jackson,,
Very Bad Things,R,1998,"November 25, 1998 (United States)",6.3,47000.0,Peter Berg,Peter Berg,United States,30000000.0,9898412.0,Initial Entertainment Group (IEG),100,2,3,Comedy,Crime,Thriller,,,Christian Slater,Daniel Stern,Cameron Diaz,,
Mighty Joe Young,PG,1998,"December 25, 1998 (United States)",5.7,29000.0,Ron Underwood,Merian C. Cooper,United States,90000000.0,50632037.0,RKO Pictures,114,0,4,Action,Adventure,Family,,,Bill Paxton,Charlize Theron,Rade Serbedzija,,
The Big Hit,R,1998,"April 24, 1998 (United States)",6.1,30000.0,Kirk Wong,Ben Ramsey,United States,13000000.0,27007143.0,TriStar Pictures,91,0,0,Action,Comedy,Crime,,,Mark Wahlberg,Lou Diamond Phillips,Christina Applegate,,
Quest for Camelot,G,1998,"May 15, 1998 (United States)",6.2,16000.0,Frederik Du Chau,Vera Chapman,United States,40000000.0,22510798.0,Warner Bros. Family Entertainment,86,0,6,Animation,Adventure,Comedy,,,Jessalyn Gilsig,Cary Elwes,Andrea Corr,,
High Art,R,1998,"June 12, 1998 (United States)",6.6,10000.0,Lisa Cholodenko,Lisa Cholodenko,United States,,1960216.0,391 Productions,101,8,18,Drama,Romance,,,,Radha Mitchell,Ally Sheedy,Patricia Clarkson,,
Celebrity,R,1998,"November 20, 1998 (United States)",6.3,27000.0,Woody Allen,Woody Allen,United States,12000000.0,5078660.0,Sweetland Films,113,0,4,Comedy,Drama,,,,Kenneth Branagh,Judy Davis,Leonardo DiCaprio,,
Smoke Signals,PG-13,1998,"November 27, 1998 (Iceland)",7.2,12000.0,Chris Eyre,Sherman Alexie,United States,2000000.0,6745362.0,ShadowCatcher Entertainment,89,12,8,Comedy,Drama,,,,Adam Beach,Evan Adams,Irene Bedard,,
Waking Ned Devine,PG,1998,"January 8, 1999 (United States)",7.3,26000.0,Kirk Jones,Kirk Jones,United Kingdom,3000000.0,55257450.0,Tomboy Films,91,9,8,Comedy,,,,,Ian Bannen,David Kelly,Fionnula Flanagan,,
Madeline,PG,1998,"July 10, 1998 (United States)",6.0,7400.0,Daisy von Scherler Mayer,Ludwig Bemelmans,France,,29967750.0,Jaffilms,88,0,5,Comedy,Family,,,,Frances McDormand,Nigel Hawthorne,Hatty Jones,,
