name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
Star Wars,PG,1977,"May 25, 1977 (United States)",8.6,1300000.0,George Lucas,George Lucas,United States,11000000.0,775398007.0,Lucasfilm,121,63,29,Action,Adventure,Fantasy,,,Mark Hamill,Harrison Ford,Carrie Fisher,,
Smokey and the Bandit,PG,1977,"May 27, 1977 (United States)",7.0,50000.0,Hal Needham,Hal Needham,United States,4300000.0,126737428.0,Universal Pictures,96,0,2,Action,Adventure,Comedy,,,Burt Reynolds,Sally Field,Jerry Reed,,
Saturday Night Fever,R,1977,"December 16, 1977 (United States)",6.8,78000.0,John Badham,Nik Cohn,United States,3000000.0,237113184.0,Paramount Pictures,118,4,12,Drama,Music,,,,John Travolta,Karen Lynn Gorney,Barry Miller,,
Close Encounters of the Third Kind,PG,1977,"December 14, 1977 (United States)",7.6,197000.0,Steven Spielberg,Steven Spielberg,United States,20000000.0,306889114.0,Julia Phillips and Michael Phillips Productions,138,15,39,Drama,Sci-Fi,,,,Richard Dreyfuss,François Truffaut,Teri Garr,,
Annie Hall,PG,1977,"April 20, 1977 (United States)",8.0,262000.0,Woody Allen,Woody Allen,United States,4000000.0,38287178.0,Jack Rollins & Charles H. Joffe Productions,93,31,8,Comedy,Romance,,,,Woody Allen,Diane Keaton,Tony Roberts,,
Eraserhead,Not Rated,1977,"February 3, 1978 (United States)",7.3,113000.0,David Lynch,David Lynch,United States,10000.0,23557.0,American Film Institute (AFI),89,3,2,Fantasy,Horror,,,,Jack Nance,Charlotte Stewart,Allen Joseph,,
A Bridge Too Far,PG,1977,"June 15, 1977 (United States)",7.4,56000.0,Richard Attenborough,Cornelius Ryan,United States,27000000.0,50750000.0,Joseph E. Levine Productions,175,7,4,Drama,History,War,,,Sean Connery,Ryan O'Neal,Michael Caine,,
Slap Shot,R,1977,"February 25, 1977 (United States)",7.3,37000.0,George Roy Hill,Nancy Dowd,United States,6000000.0,28000000.0,Kings Road Entertainment,123,0,2,Comedy,Drama,Sport,,,Paul Newman,Michael Ontkean,Strother Martin,,
The Spy Who Loved Me,PG,1977,"August 3, 1977 (United States)",7.1,107000.0,Lewis Gilbert,Christopher Wood,United Kingdom,14000000.0,46839104.0,Eon Productions,125,3,11,Action,Adventure,Thriller,,,Roger Moore,Barbara Bach,Curd Jürgens,,
The Hills Have Eyes,R,1977,"July 22, 1977 (United States)",6.3,34000.0,Wes Craven,Wes Craven,United States,230000.0,,Blood Relations Company,90,0,0,Horror,Thriller,,,,Susan Lanier,Robert Houston,John Steadman,,
