name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
The Mechanic,PG,1972,"December 7, 1972 (Italy)",6.8,14000.0,Michael Winner,Lewis John Carlino,United States,10000000.0,,Chartoff-Winkler Productions,100,0,0,Action,Crime,Thriller,,,Charles Bronson,Jan-Michael Vincent,Keenan Wynn,,
Chato's Land,PG,1972,June 1972 (United Kingdom),6.6,5500.0,Michael Winner,Gerald Wilson,United Kingdom,,,Scimitar Films,100,0,0,Western,,,,,Charles Bronson,Jack Palance,James Whitmore,,
A Cop,PG,1972,"October 25, 1972 (France)",7.0,9500.0,Jean-Pierre Melville,Jean-Pierre Melville,France,,48040.0,Euro International Films,98,0,3,Crime,Thriller,,,,Alain Delon,Richard Crenna,Catherine Deneuve,,
Tales from the Crypt,PG,1972,"March 9, 1972 (United States)",6.9,11000.0,Freddie Francis,Milton Subotsky,United Kingdom,,,Amicus Productions,92,0,0,Drama,Horror,Mystery,,,Joan Collins,Peter Cushing,Ralph Richardson,,
Lady Sings the Blues,R,1972,"October 12, 1972 (United States)",7.0,4400.0,Sidney J. Furie,Chris Clark,United States,,,Jobete Productions,144,5,8,Biography,Drama,Music,,,Diana Ross,Billy Dee Williams,Richard Pryor,,
Roma,R,1972,"October 15, 1972 (United States)",7.3,13000.0,Federico Fellini,Federico Fellini,Italy,,,Ultra Film,120,3,3,Comedy,Drama,,,,Britta Barnes,Peter Gonzales Falcon,Fiona Florence,,
The Other,PG,1972,"May 26, 1972 (United States)",6.8,6100.0,Robert Mulligan,Tom Tryon,United States,,,Benchmark,108,0,0,Drama,Horror,Mystery,,,Uta Hagen,Diana Muldaur,Chris Udvarnoky,,
The Carey Treatment,PG,1972,"July 2, 1972 (United Kingdom)",6.1,1400.0,Blake Edwards,Michael Crichton,United States,,,Geoffrey Productions,101,0,0,Crime,Mystery,Thriller,,,James Coburn,Jennifer O'Neill,Pat Hingle,,
The Valachi Papers,R,1972,"December 7, 1972 (France)",6.4,3700.0,Terence Young,Stephen Geller,Italy,5000000.0,,Dino De Laurentiis Company,125,0,0,Crime,Drama,,,,Charles Bronson,Lino Ventura,Jill Ireland,,
Across 110th Street,R,1972,"March 23, 1973 (Finland)",7.0,6100.0,Barry Shear,Luther Davis,United States,,10000000.0,Film Guarantors,102,0,0,Action,Crime,Drama,,,Anthony Quinn,Yaphet Kotto,Anthony Franciosa,,
Sacrifice!,Unrated,1972,"May 23, 1973 (United States)",5.4,2300.0,Umberto Lenzi,Francesco Barilli,Italy,,,Roas Produzioni,93,0,0,Adventure,Horror,Romance,,,Ivan Rassimov,Me Me Lai,Prasitsak Singhara,,
Sounder,G,1972,"April 26, 1973 (Argentina)",7.6,4100.0,Martin Ritt,Lonne Elder III,United States,,,Radnitz/Mattel Productions,105,5,12,Drama,Family,,,,Cicely Tyson,Paul Winfield,Kevin Hooks,,
Fuzz,PG,1972,"October 12, 1972 (United Kingdom)",5.4,1800.0,Richard A. Colla,Evan Hunter,United States,,,Filmways,92,0,0,Action,Comedy,Crime,,,Burt Reynolds,Raquel Welch,Jack Weston,,
The Legend of Boggy Creek,G,1972,"August 25, 1972 (United States)",5.2,3200.0,Charles B. Pierce,Earl E. Smith,United States,100000.0,,P & L,87,0,0,Drama,Horror,Mystery,,,Willie E. Smith,John P. Hixon,Vern Stierman,,
"Play It Again, Sam",PG,1972,"May 5, 1972 (United States)",7.6,26000.0,Herbert Ross,Woody Allen,United States,,15413.0,Paramount Pictures,85,2,3,Comedy,Romance,,,,Woody Allen,Diane Keaton,Tony Roberts,,
Junior Bonner,PG,1972,"July 21, 1972 (United Kingdom)",6.7,6300.0,Sam Peckinpah,Jeb Rosebrook,United States,3200000.0,,Joe Wizan-Booth Gardner Productions,100,0,4,Drama,Western,,,,Steve McQueen,Robert Preston,Ida Lupino,,
State of Siege,Not Rated,1972,"February 8, 1973 (France)",7.7,5300.0,Costa-Gavras,Franco Solinas,France,,,Reggane Films,120,2,5,Crime,Drama,Mystery,,,Yves Montand,Renato Salvatori,O.E. Hasse,,
Travels with My Aunt,PG,1972,2019 (United States),6.4,2200.0,George Cukor,Jay Presson Allen,United States,,,Metro-Goldwyn-Mayer (MGM),108,0,10,Adventure,Comedy,,,,Maggie Smith,Alec McCowen,Louis Gossett Jr.,,
Young Winston,PG,1972,"July 21, 1972 (United Kingdom)",6.7,2500.0,Richard Attenborough,Winston Churchill,United Kingdom,,,Open Road Films (II),124,3,10,Biography,Drama,War,,,Simon Ward,Robert Shaw,Peter Cellier,,
Sweet Sugar,R,1972,January 1973 (United States),5.2,636.0,Michel Levesque,Don Spencer,United States,,,Dimension Pictures,90,0,0,Action,Drama,,,,Phyllis Davis,Ellaraino,Timothy Brown,,
The Groundstar Conspiracy,PG,1972,"June 21, 1972 (United States)",6.0,643.0,Lamont Johnson,Leslie P. Davies,Canada,,,Universal Pictures,96,0,0,Action,Crime,Mystery,,,George Peppard,Michael Sarrazin,Christine Belford,,
Tower of Evil,R,1972,"May 26, 1972 (United States)",5.6,1700.0,Jim O'Connolly,George Baxt,United Kingdom,400000.0,,Grenadier Films,89,0,0,Horror,Mystery,Thriller,,,Bryant Haliday,Jill Haworth,Mark Edwards,,
The Tall Blond Man with One Black Shoe,PG,1972,"August 30, 1973 (United States)",7.2,8100.0,Yves Robert,Yves Robert,France,,,Gaumont,90,3,0,Comedy,Mystery,,,,Pierre Richard,Bernard Blier,Jean Rochefort,,
The Seduction of Mimi,R,1972,"February 19, 1972 (Italy)",7.3,2300.0,Lina Wertmüller,Lina Wertmüller,Italy,,,Euro International Films,108,8,0,Comedy,Drama,,,,Giancarlo Giannini,Mariangela Melato,Agostina Belli,,
Shaft's Big Score!,R,1972,"June 8, 1972 (United States)",6.0,3100.0,Gordon Parks,Ernest Tidyman,United States,1978000.0,,Metro-Goldwyn-Mayer (MGM),104,0,0,Action,Crime,Drama,,,Richard Roundtree,Moses Gunn,Drew Bundini Brown,,
The Great Northfield Minnesota Raid,PG,1972,"June 14, 1972 (United States)",6.1,2200.0,Philip Kaufman,Philip Kaufman,United States,,,Robertson and Associates,91,0,0,Drama,Western,,,,Cliff Robertson,Robert Duvall,Luke Askew,,
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,PG,1972,"May 30, 1973 (France)",7.4,2400.0,Paul Newman,Paul Zindel,United States,,84462.0,Twentieth Century Fox,100,4,3,Drama,,,,,Joanne Woodward,Nell Potts,Roberta Wallach,,
Child's Play,PG,1972,"June 1, 1973 (Ireland)",6.2,1400.0,Sidney Lumet,Leon Prochnik,United States,,,Paramount Pictures,100,0,0,Drama,Mystery,Thriller,,,James Mason,Robert Preston,Beau Bridges,,
Play It As It Lays,R,1972,"June 7, 1973 (Argentina)",6.4,661.0,Frank Perry,Joan Didion,United States,1000000.0,,F.P. Productions,99,0,0,Drama,,,,,Tuesday Weld,Anthony Perkins,Tammy Grimes,,
Stanley,PG,1972,"April 28, 1973 (Japan)",4.5,631.0,William Grefé,William Grefé,United States,125000.0,,Stanley Productions (II),108,0,0,Horror,,,,,Chris Robinson,Alex Rocco,Steve Alaimo,,
"X, Y and Zee",R,1972,"January 21, 1972 (United States)",5.8,1100.0,Brian G. Hutton,Edna O'Brien,United Kingdom,,,Columbia Pictures,110,0,0,Drama,,,,,Elizabeth Taylor,Michael Caine,Susannah York,,
Buck and the Preacher,GP,1972,"March 17, 1972 (West Germany)",6.5,2000.0,Sidney Poitier,Ernest Kinoy,United States,,,E & R Productions Corp.,102,0,0,Adventure,Drama,Western,,,Sidney Poitier,Harry Belafonte,Ruby Dee,,
The Hitchhikers,R,1972,"July 13, 1972 (United States)",4.5,268.0,Beverly Sebastian,Ann Cawthorne,United States,,,,92,0,0,Action,Drama,,,,Misty Rowe,Nick Klar,Linda Avery,,
The Doberman Gang,PG,1972,1972 (United States),6.0,1000.0,Byron Chudnow,Louis Garfinkle,United States,500000.0,,Rosamund Productions Inc.,87,0,0,Action,Comedy,Crime,,,Byron Mabe,Hal Reed,Julie Parrish,,
Snoopy Come Home,G,1972,"August 9, 1972 (United States)",7.4,4600.0,Bill Melendez,Charles M. Schulz,United States,,,Cinema Center Films,81,0,0,Animation,Adventure,Comedy,,,Chad Webber,Robin Kohn,Stephen Shea,,
Skyjacked,PG,1972,"August 26, 1972 (Japan)",5.6,2000.0,John Guillermin,Stanley R. Greenberg,United States,1700000.0,,Walter Seltzer Productions,101,0,0,Action,Drama,Thriller,,,Charlton Heston,James Brolin,Yvette Mimieux,,
The Great Waltz,G,1972,"November 1, 1972 (United States)",5.0,248.0,Andrew L. Stone,Andrew L. Stone,United States,,,Andrew L. Stone Productions,135,0,0,Biography,Drama,Music,,,Horst Buchholz,Mary Costa,Nigel Patrick,,
Portnoy's Complaint,R,1972,"September 15, 1972 (Finland)",5.4,440.0,Ernest Lehman,Philip Roth,United States,,,Chenault Productions,101,0,0,Comedy,,,,,Richard Benjamin,Karen Black,Lee Grant,,
Last of the Red Hot Lovers,PG,1972,February 1973 (United Kingdom),6.0,586.0,Gene Saks,Neil Simon,United States,,,Paramount Pictures,98,0,0,Comedy,,,,,Alan Arkin,Sally Kellerman,Paula Prentiss,,
Up the Sandbox,R,1972,"April 18, 1973 (Sweden)",5.8,1500.0,Irvin Kershner,Paul Zindel,United States,3000000.0,,Barwood Films,97,0,0,Comedy,Drama,,,,Barbra Streisand,David Selby,Ariane Heller,,
The Dead Are Alive!,R,1972,"June 23, 1972 (United States)",5.5,840.0,Armando Crispino,Lucio Battistrada,Italy,,,Inex Film,105,0,0,Horror,Mystery,Thriller,,,Alex Cord,Samantha Eggar,John Marley,,
Get to Know Your Rabbit,R,1972,"June 7, 1972 (United States)",5.4,764.0,Brian De Palma,Jordan Crittenden,United States,,,Acrobatic Motion Works West,91,0,0,Comedy,,,,,Tom Smothers,John Astin,Katharine Ross,,
Oh! Calcutta!,Not Rated,1972,June 1972 (United States),5.0,281.0,Guillaume Martin Aucoin,Kenneth Tynan,United States,,,Elkins Entertainment,123,0,0,Comedy,Musical,,,,Raina Barrett,Mark Dempsey,Samantha Harper,,
"Georgia, Georgia",R,1972,"March 10, 1972 (United States)",7.1,107.0,Stig Björkman,Maya Angelou,Sweden,,,Diotima Films,91,0,0,Drama,Romance,,,,Diana Sands,Dirk Benedict,Minnie Gentry,,
Pete 'n' Tillie,PG,1972,"June 8, 1973 (Ireland)",6.3,983.0,Martin Ritt,Peter De Vries,United States,,,Universal Pictures,100,0,7,Comedy,Drama,Romance,,,Walter Matthau,Carol Burnett,Geraldine Page,,
The Honkers,PG,1972,"June 25, 1972 (United Kingdom)",6.1,354.0,Steve Ihnat,Steve Ihnat,United States,,,Brighton Pictures,102,0,0,Action,Comedy,Drama,,,James Coburn,Lois Nettleton,Slim Pickens,,
Hit Man,R,1972,"December 20, 1972 (United States)",5.7,892.0,George Armitage,Ted Lewis,United States,,,Metro-Goldwyn-Mayer (MGM),90,0,0,Crime,Drama,,,,Bernie Casey,Pam Grier,Lisa Moore,,
Black Gunn,R,1972,"March 15, 1973 (Sweden)",5.7,669.0,Robert Hartford-Davis,Robert Shearer,United Kingdom,,,Champion Production Company,96,0,0,Action,Crime,Thriller,,,Jim Brown,Martin Landau,Brenda Sykes,,
Top of the Heap,R,1972,"May 19, 1972 (United States)",6.3,235.0,Christopher St. John,Christopher St. John,United States,,,Fanfare Films,90,0,0,Drama,,,,,Christopher St. John,Paula Kelly,Florence St. Peter,,
Hammersmith Is Out,R,1972,"May 12, 1972 (United States)",5.6,418.0,Peter Ustinov,Stanford Whitmore,United States,,,J. Cornelius Crean Films Inc.,108,0,2,Comedy,Drama,,,,Elizabeth Taylor,Richard Burton,Peter Ustinov,,
The Possession of Joel Delaney,R,1972,"May 24, 1972 (United States)",5.7,1100.0,Waris Hussein,Matt Robinson,United States,1300000.0,,Haworth Productions,105,0,0,Drama,Horror,Thriller,,,Shirley MacLaine,Perry King,David Elliott,,
"Alfredo, Alfredo",R,1972,"December 17, 1973 (United States)",6.5,1100.0,Pietro Germi,Leonardo Benvenuti,Italy,,,Francoriz Production,98,2,0,Comedy,Romance,,,,Dustin Hoffman,Stefania Sandrelli,Carla Gravina,,
The Biscuit Eater,G,1972,"March 22, 1972 (United States)",5.8,435.0,Vincent McEveety,James Street,United States,,,Walt Disney Productions,90,0,0,Drama,Family,,,,Earl Holliman,Pat Crowley,Lew Ayres,,
Terror at Red Wolf Inn,R,1972,"September 27, 1972 (United States)",5.1,594.0,Bud Townsend,Allen Actor,United States,,,Far West,90,0,0,Horror,Mystery,,,,Linda Gillen,John Neilson,Arthur Space,,
A Separate Peace,PG,1972,"September 27, 1972 (United States)",5.4,473.0,Larry Peerce,John Knowles,United States,,,Paramount Pictures,104,0,0,Drama,,,,,John Heyl,Parker Stevenson,William Roerick,,
The Abductors,R,1972,"January 28, 1972 (United States)",5.0,449.0,Don Schain,Don Schain,United States,,,Derio,90,0,0,Action,Drama,,,,Cheri Caffaro,Richard Smedley,Patrick Wright,,
I Want What I Want,R,1972,"June 2, 1972 (Ireland)",5.8,137.0,John Dexter,Geoff Brown,United Kingdom,,,Marayan,91,0,0,Drama,,,,,Anne Heywood,Harry Andrews,Jill Bennett,,
Cool Breeze,R,1972,"July 2, 1972 (United Kingdom)",5.5,357.0,Barry Pollack,W.R. Burnett,United States,,,Metro-Goldwyn-Mayer (MGM),101,0,0,Crime,Drama,,,,Thalmus Rasulala,Judy Pace,Julian Christopher,,
The Legend of Nigger Charley,PG,1972,"October 9, 1972 (Sweden)",6.0,453.0,Martin Goldman,James Bellah,United States,,,Eaves Movie Ranch,98,0,0,Western,,,,,Fred Williamson,D'Urville Martin,Don Pedro Colley,,
Dirty Little Billy,R,1972,November 1972 (United States),6.2,545.0,Stan Dragoti,Charles Moss,United States,,,WRG/Dragoti Productions Ltd.,93,0,0,Biography,Western,,,,Michael J. Pollard,Richard Evans,Lee Purcell,,
The War Between Men and Women,PG,1972,"June 26, 1972 (Sweden)",6.1,705.0,Melville Shavelson,Danny Arnold,United States,,,Jalem Productions,110,0,0,Comedy,Drama,,,,Jack Lemmon,Barbara Harris,Jason Robards,,
Come Back Charleston Blue,PG,1972,"April 21, 1973 (Japan)",6.4,305.0,Mark Warren,Chester Himes,United States,,,Formosa Productions,100,0,0,Action,Comedy,Crime,,,Godfrey Cambridge,Raymond St. Jacques,Peter De Anda,,
Trick Baby,R,1972,"November 16, 1973 (Denmark)",6.7,538.0,Larry Yust,Robert Beck,United States,290000.0,,Universal Pictures,93,0,0,Action,Crime,Drama,,,Kiel Martin,Mel Stewart,Dallas Edward Hayes,,
Prison Girls,X,1972,"November 22, 1972 (United States)",3.9,465.0,Tom DeSimone,Lee Walters,United States,,,United Producers,93,0,0,Crime,Drama,,,,Jacqueline Giroux,Annik Borel,Tracy Handfuss,,
Money Money Money,R,1972,"October 20, 1972 (Italy)",6.8,2300.0,Claude Lelouch,Claude Lelouch,France,,,Les Films 13,113,0,0,Adventure,Comedy,Crime,,,Lino Ventura,Jacques Brel,Charles Denner,,
Fury of the Wolfman,PG,1972,"February 7, 1972 (Spain)",3.7,817.0,José María Zabalza,Paul Naschy,Spain,,187691.0,Maxper Producciones Cinematográficas (Maximiliano Pérez Flórez),86,0,0,Horror,,,,,Paul Naschy,Perla Cristal,Verónica Luján,,
The Runaway,R,1972,May 1972 (United States),6.7,44.0,Bickford Webber,Bickford Webber,United States,,,Meier-Murray Productions,85,0,0,Drama,,,,,Gilda Texter,William Smith,Rita Murray,,
We Won't Grow Old Together,Not Rated,1972,"September 7, 1972 (Italy)",7.2,1900.0,Maurice Pialat,Maurice Pialat,France,,14104.0,Lido Films,110,0,3,Drama,,,,,Marlène Jobert,Jean Yanne,Christine Fabréga,,
Black Girl,PG,1972,"November 9, 1972 (United States)",6.9,448.0,Ossie Davis,J.E. Franklin,United States,,,Marconlee,97,0,0,Drama,,,,,Brock Peters,Claudia McNeil,Leslie Uggams,,
Innocent Bystanders,PG,1972,"October 12, 1972 (United Kingdom)",5.8,305.0,Peter Collinson,James Mitchell,United Kingdom,,,Sagittarius Productions,111,0,0,Action,Adventure,Crime,,,Stanley Baker,Geraldine Chaplin,Donald Pleasence,,
When the Legends Die,PG,1972,"December 1, 1972 (West Germany)",6.5,486.0,Stuart Millar,Hal Borland,United States,,,Sagaponack Films,107,0,0,Drama,Western,,,,Richard Widmark,Frederic Forrest,Luana Anders,,
Lady Whirlwind,R,1972,"April 6, 1973 (Italy)",6.1,198.0,Feng Huang,Yi-Chung Hua,Hong Kong,,,Golden Harvest Company,88,0,0,Action,Drama,,,,Angela Mao,Yi Chang,Ying Bai,,
One is a Lonely Number,PG,1972,"August 18, 1972 (Ireland)",6.1,357.0,Mel Stuart,David Seltzer,United States,,,Metro-Goldwyn-Mayer (MGM),97,0,0,Drama,,,,,Trish Van Devere,Monte Markham,Janet Leigh,,
Every Little Crook and Nanny,PG,1972,"June 14, 1972 (United States)",5.1,186.0,Cy Howard,Evan Hunter,United States,,,Metro-Goldwyn-Mayer (MGM),92,0,0,Comedy,,,,,Lynn Redgrave,Victor Mature,Paul Sand,,
The Final Comedown,R,1972,April 1972 (United States),5.8,378.0,Oscar Williams,Jimmy Garrett,United States,,,Oscar Williams & Associates,83,0,0,Action,Crime,Drama,,,Billy Dee Williams,D'Urville Martin,Celia Milius,,
Living Free,G,1972,"January 5, 1972 (United Kingdom)",6.0,587.0,Jack Couffer,Joy Adamson,United Kingdom,,,Columbia Pictures,90,0,0,Adventure,Drama,Family,,,Nigel Davenport,Susan Hampshire,Geoffrey Keen,,
The Trial of the Catonsville Nine,PG,1972,"May 9, 1974 (Hungary)",6.9,45.0,Gordon Davidson,Daniel Berrigan,United States,250000.0,,Melville Productions,85,0,0,Drama,History,,,,Gwen Arner,Ed Flanders,Barton Heyman,,
To Find a Man,GP,1972,"May 31, 1972 (France)",7.1,146.0,Buzz Kulik,Arnold Schulman,United States,,,Rastar Films,90,0,0,Comedy,Drama,,,,Pamela Sue Martin,Darren O'Connor,Lloyd Bridges,,
Sacred Knives of Vengeance,R,1972,January 1974 (United States),7.2,86.0,Yuen Chor,Chia Kuo,Hong Kong,,,Shaw Brothers,94,0,0,Action,Adventure,Crime,,,Hua Tsung,Ping Wang,Han Chin,,
The Limit,PG,1972,"November 10, 1972 (United States)",7.8,33.0,Yaphet Kotto,Sean Cameron,United States,,,New Era Communications,90,0,0,Action,Crime,Drama,,,Yaphet Kotto,Quinn K. Redeker,Virgil Frye,,
Le Sex Shop,X,1972,"October 25, 1972 (France)",5.5,307.0,Claude Berri,Claude Berri,France,,,Renn Productions,92,0,0,Comedy,Drama,,,,Jean-Pierre Marielle,Juliet Berto,Claude Berri,,
