name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
Man of God,,2021,"March 21, 2022 (United States)",7.2,2200.0,Yelena Popovic,Yelena Popovic,Greece,,247686.0,Eurogroup,109.0,10,10,Biography,Drama,,,,Mickey Rourke,Tonia Sotiropoulou,Aris Servetalis,,
Godzilla vs. Kong,PG-13,2021,"March 31, 2021 (United States)",6.3,196000.0,Adam Wingard,Terry Rossio,United States,200000000.0,468216094.0,Legendary Entertainment,113.0,2,14,Action,Sci-Fi,Thriller,,,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,,
Mortal Kombat,R,2021,"April 23, 2021 (United States)",6.1,164000.0,Simon McQuoid,Greg Russo,United States,55000000.0,83726031.0,New Line Cinema,110.0,4,6,Action,Adventure,Fantasy,,,Lewis Tan,Jessica McNamee,Josh Lawson,,
Chaos Walking,PG-13,2021,"March 5, 2021 (United States)",5.7,43000.0,Doug Liman,Patrick Ness,United States,125000000.0,26508132.0,3 Arts Entertainment,109.0,2,0,Action,Adventure,Fantasy,,,Tom Holland,Daisy Ridley,Demián Bichir,,
Escape Room: Tournament of Champions,PG-13,2021,"July 16, 2021 (United States)",5.7,38000.0,Adam Robitel,Will Honley,United States,15000000.0,51914753.0,Columbia Pictures,88.0,0,0,Action,Adventure,Horror,,,Taylor Russell,Logan Miller,Deborah Ann Woll,,
The Forever Purge,R,2021,"July 2, 2021 (United States)",5.4,28000.0,Everardo Gout,James DeMonaco,United States,18000000.0,76994245.0,Universal Pictures,103.0,0,0,Action,Horror,Thriller,,,Ana de la Reguera,Tenoch Huerta,Josh Lucas,,
The Battle at Lake Changjin,,2021,"September 30, 2021 (China)",5.3,2500.0,Directors,Jianxin Huang,China,200000000.0,902540935.0,Alibaba Pictures,176.0,4,14,Action,Drama,History,,,Jing Wu,Jackson Yee,Yihong Duan,,
Fear of Rain,PG-13,2021,"February 12, 2021 (United States)",5.9,7100.0,Castille Landon,Castille Landon,United States,,24565.0,Sweet Tomato Films,109.0,0,0,Drama,Horror,Thriller,,,Katherine Heigl,Harry Connick Jr.,Madison Iseman,,
Ida Red,R,2021,"November 5, 2021 (Poland)",5.5,1100.0,John Swab,John Swab,United States,,,Roxwell Films,111.0,0,0,Action,Thriller,,,,Josh Hartnett,Frank Grillo,Melissa Leo,,
Chompy & The Girls,,2021,"September 14, 2021 (United States)",6.0,520.0,Skye Braband,Skye Braband,United States,,,Zig Zag Pictures,89.0,0,0,Comedy,Horror,,,,Christy St. John,Steve Marvel,Julie Dolan,,
Terror Trips,,2021,"February 15, 2022 (United States)",6.6,58.0,Jeff Seemann,Jeff Seemann,United States,149500.0,,LRB Productions,87.0,0,0,Horror,,,,,Hannah Fierman,Damian Maffei,Chaney Morrow,,
Baking Up Love,,2021,"August 28, 2021 (United States)",4.0,13.0,Candice T. Cain,Candice T. Cain,United States,,8770.0,Gemelli Films,,0,0,Comedy,,,,,Alix Kermes,David Otunga,Stefanie Bloom,,
Shrek 2 Retold,,2021,"May 11, 2021 (United States)",,,Grant Duffrin,,United States,3000.0,,,92.0,0,0,Animation,,,,,Nb,,,,
Blinding Lights,,2021,"October 22, 2021 (United States)",,,Greg Galloway,,United States,,,,,0,0,Drama,,,,,Towanda Braxton,Tabitha Duncan,Chandra Gaines,,
River Road,,2021,"September 16, 2021 (United States)",7.0,11.0,Rob Willey,Rob Willey,Canada,,,Tall Grass Films,91.0,3,9,Drama,Thriller,,,,Cody Kearsley,Lexi Redman,Steven Roberts,,
Giving You a Thumbs up For 4 Hours,,2021,"July 26, 2021 (United States)",,,Paxton Gillman,Paxton Gillman,United States,50.0,,Paxton's Super Lame Company,246.0,0,0,Comedy,,,,,Paxton Gillman,,,,
Johnny in Monsterland - The Directors Cut,Unrated,2021,"October 1, 2021 (United States)",,,Jonathan Morrill,David Bishop,United States,100000.0,,Phaya Nak Pictures,80.0,3,5,Horror,,,,,Cheri Apelbaum,David Bishop,April Cabral,,
Why is it so hard to do good,,2021,"August 1, 2021 (United States)",,,Katleho Mosia,Pereko Mosia,South Africa,,,PK 65 Films,182.0,0,0,Adventure,,,,,Teboho Letlatla,Luyanda Mabote,Paballo Majara,,
Swerv the Movie,,2021,"April 19, 2021 (United States)",,,Connor McFarlane,Connor McFarlane,United States,200.0,,,136.0,0,0,Action,Adventure,Comedy,,,Milo Stanfield,Jakob Burch,Dom Suggs,,
