name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
Lost Highway,R,1997,"January 15, 1997 (France)",7.6,140000.0,David Lynch,David Lynch,France,15000000.0,3703548.0,CiBy 2000,134,5,7,Mystery,Thriller,,,,Bill Pullman,Patricia Arquette,John Roselius,,
The Edge,R,1997,"September 26, 1997 (United States)",6.9,73000.0,Lee Tamahori,David Mamet,United States,30000000.0,43312294.0,Art Linson Productions,117,0,3,Action,Adventure,Drama,,,Anthony Hopkins,Alec Baldwin,Elle Macpherson,,
Gummo,R,1997,"November 24, 1997 (Australia)",6.6,35000.0,Harmony Korine,Harmony Korine,United States,1300000.0,116799.0,Fine Line Features,89,4,3,Comedy,Drama,,,,Nick Sutton,Jacob Sewell,Lara Tosh,,
Cube,R,1997,"December 10, 1997 (Philippines)",7.2,226000.0,Vincenzo Natali,André Bijelic,Canada,,565727.0,Cube Libre,90,13,9,Drama,Horror,Mystery,,,Nicole de Boer,Maurice Dean Wint,David Hewlett,,
Private Parts,R,1997,"March 7, 1997 (United States)",6.9,37000.0,Betty Thomas,Howard Stern,United States,28000000.0,41230799.0,Paramount Pictures,109,2,3,Biography,Comedy,Drama,,,Howard Stern,Mary McCormack,Robin Quivers,,
Fever Pitch,R,1997,"April 4, 1997 (United Kingdom)",6.7,11000.0,David Evans,Nick Hornby,United Kingdom,,3736.0,Channel Four Films,102,0,0,Comedy,Drama,Romance,,,Colin Firth,Ruth Gemmell,Luke Aikman,,
The Ice Storm,R,1997,"November 26, 1997 (United States)",7.4,56000.0,Ang Lee,Rick Moody,United States,18000000.0,8038061.0,Fox Searchlight Pictures,112,6,34,Drama,,,,,Kevin Kline,Joan Allen,Sigourney Weaver,,
Selena,PG,1997,"March 21, 1997 (United States)",6.8,28000.0,Gregory Nava,Gregory Nava,United States,20000000.0,35940034.0,Q Productions,127,9,6,Biography,Drama,Music,,,Jennifer Lopez,Edward James Olmos,Jon Seda,,
Amistad,R,1997,"December 25, 1997 (United States)",7.3,76000.0,Steven Spielberg,David Franzoni,United States,36000000.0,44229441.0,Dreamworks Pictures,155,11,43,Biography,Drama,History,,,Djimon Hounsou,Matthew McConaughey,Anthony Hopkins,,
The Rainmaker,PG-13,1997,"November 21, 1997 (United States)",7.2,72000.0,Francis Ford Coppola,John Grisham,United States,40000000.0,45916769.0,Constellation Entertainment,135,2,10,Crime,Drama,Thriller,,,Matt Damon,Danny DeVito,Claire Danes,,
Mimic,R,1997,"August 22, 1997 (United States)",6.0,50000.0,Guillermo del Toro,Donald A. Wollheim,United States,30000000.0,25480803.0,Dimension Films,105,3,8,Horror,Sci-Fi,,,,Mira Sorvino,Jeremy Northam,Alexander Goodwin,,
The Devil's Own,R,1997,"March 26, 1997 (United States)",6.2,64000.0,Alan J. Pakula,Kevin Jarre,United States,90000000.0,140807547.0,Columbia Pictures,111,0,0,Action,Crime,Drama,,,Harrison Ford,Brad Pitt,Margaret Colin,,
Home Alone 3,PG,1997,"December 12, 1997 (United States)",4.5,115000.0,Raja Gosnell,John Hughes,United States,32000000.0,79082515.0,Twentieth Century Fox,102,0,3,Action,Comedy,Crime,,,Alex D. Linz,Olek Krupa,Rya Kihlstedt,,
Midnight in the Garden of Good and Evil,R,1997,"November 21, 1997 (United States)",6.6,39000.0,Clint Eastwood,John Berendt,United States,35000000.0,25105255.0,Warner Bros.,155,0,4,Crime,Drama,Mystery,,,John Cusack,Kevin Spacey,Jack Thompson,,
Grosse Pointe Blank,R,1997,"April 11, 1997 (United States)",7.3,93000.0,George Armitage,Tom Jankiewicz,United States,15000000.0,28084357.0,Hollywood Pictures,107,2,8,Action,Comedy,Crime,,,John Cusack,Minnie Driver,Dan Aykroyd,,
Kiss the Girls,R,1997,"October 3, 1997 (United States)",6.6,72000.0,Gary Fleder,James Patterson,United States,27000000.0,60527873.0,Paramount Pictures,115,0,5,Crime,Drama,Mystery,,,Morgan Freeman,Ashley Judd,Cary Elwes,,
Seven Years in Tibet,PG-13,1997,"October 10, 1997 (United States)",7.1,141000.0,Jean-Jacques Annaud,Heinrich Harrer,United States,70000000.0,131457682.0,Mandalay Entertainment,136,3,8,Adventure,Biography,Drama,,,Brad Pitt,David Thewlis,BD Wong,,
Chasing Amy,R,1997,"April 18, 1997 (United States)",7.2,137000.0,Kevin Smith,Kevin Smith,United States,250000.0,12021272.0,Too Askew Prod. Inc.,113,5,16,Comedy,Drama,Romance,,,Ben Affleck,Joey Lauren Adams,Ethan Suplee,,
Love Jones,R,1997,"March 14, 1997 (United States)",7.4,4800.0,Theodore Witcher,Theodore Witcher,United States,10000000.0,12782749.0,Addis Wechsler Pictures,109,2,7,Drama,Romance,,,,Larenz Tate,Nia Long,Isaiah Washington,,
Cop Land,R,1997,"August 15, 1997 (United States)",7.0,93000.0,James Mangold,James Mangold,United States,15000000.0,44862187.0,Miramax,105,0,0,Crime,Drama,Thriller,,,Sylvester Stallone,Harvey Keitel,Ray Liotta,,
Open Your Eyes,R,1997,"December 19, 1997 (Spain)",7.7,69000.0,Alejandro Amenábar,Alejandro Amenábar,Spain,,377967.0,Canal+ España,119,6,15,Drama,Mystery,Sci-Fi,,,Eduardo Noriega,Penélope Cruz,Chete Lera,,
Volcano,PG-13,1997,"April 25, 1997 (United States)",5.5,76000.0,Mick Jackson,Jerome Armstrong,United States,90000000.0,122823468.0,Twentieth Century Fox,104,0,0,Action,Drama,Sci-Fi,,,Tommy Lee Jones,Anne Heche,Gaby Hoffmann,,
The Saint,PG-13,1997,"April 4, 1997 (United States)",6.2,67000.0,Phillip Noyce,Leslie Charteris,United States,68000000.0,118063304.0,Paramount Pictures,116,0,2,Action,Adventure,Romance,,,Val Kilmer,Elisabeth Shue,Rade Serbedzija,,
Mortal Kombat: Annihilation,PG-13,1997,"November 21, 1997 (United States)",3.6,54000.0,John R. Leonetti,Ed Boon,United States,30000000.0,51376861.0,New Line Cinema,95,0,0,Action,Adventure,Fantasy,,,Robin Shou,Talisa Soto,James Remar,,
U Turn,R,1997,"October 3, 1997 (United States)",6.7,52000.0,Oliver Stone,John Ridley,United States,19000000.0,6682098.0,Phoenix Pictures,125,0,2,Crime,Drama,Thriller,,,Sean Penn,Jennifer Lopez,Nick Nolte,,
Conspiracy Theory,R,1997,"August 8, 1997 (United States)",6.7,99000.0,Richard Donner,Brian Helgeland,United States,75000000.0,136982834.0,Warner Bros.,135,4,0,Action,Mystery,Thriller,,,Mel Gibson,Julia Roberts,Patrick Stewart,,
Good Burger,PG,1997,"July 25, 1997 (United States)",5.7,29000.0,Brian Robbins,Dan Schneider,United States,9000000.0,23712993.0,Paramount Pictures,95,0,0,Comedy,Family,,,,Kel Mitchell,Kenan Thompson,Sinbad,,
The Peacemaker,R,1997,"September 26, 1997 (United States)",6.0,58000.0,Mimi Leder,Leslie Cockburn,United States,50000000.0,110463140.0,Dreamworks Pictures,124,0,2,Action,Thriller,,,,George Clooney,Nicole Kidman,Marcel Iures,,
Orgazmo,NC-17,1997,"October 23, 1998 (United States)",6.1,37000.0,Trey Parker,Trey Parker,United States,1000000.0,602302.0,Kuzui Enterprises,94,0,0,Comedy,,,,,Trey Parker,Dian Bachar,Robyn Lynne Raab,,
Jungle 2 Jungle,PG,1997,"March 7, 1997 (United States)",5.1,24000.0,John Pasquin,Hervé Palud,France,32000000.0,59927618.0,Walt Disney Pictures,105,0,3,Comedy,Family,,,,Tim Allen,Martin Short,JoBeth Williams,,
Happy Together,,1997,"May 30, 1997 (Hong Kong)",7.7,28000.0,Kar-Wai Wong,Manuel Puig,Hong Kong,4200000.0,767127.0,Block 2 Pictures,96,12,20,Drama,Romance,,,,Leslie Cheung,Tony Chiu-Wai Leung,Chang Chen,,
The Relic,R,1997,"January 10, 1997 (United States)",5.8,27000.0,Peter Hyams,Douglas Preston,United States,40000000.0,33956608.0,British Broadcasting Corporation (BBC),110,0,4,Horror,Mystery,Sci-Fi,,,Penelope Ann Miller,Tom Sizemore,Linda Hunt,,
Breakdown,R,1997,"May 2, 1997 (United States)",7.0,54000.0,Jonathan Mostow,Jonathan Mostow,United States,36000000.0,50159144.0,Dino De Laurentiis Company,93,0,2,Crime,Drama,Mystery,,,Kurt Russell,J.T. Walsh,Kathleen Quinlan,,
In & Out,PG-13,1997,"September 19, 1997 (United States)",6.4,41000.0,Frank Oz,Paul Rudnick,United States,35000000.0,63856929.0,Paramount Pictures,90,7,18,Comedy,Romance,,,,Kevin Kline,Joan Cusack,Tom Selleck,,
Flubber,PG,1997,"November 26, 1997 (United States)",5.3,89000.0,Les Mayfield,Samuel W. Taylor,United States,80000000.0,177977226.0,Walt Disney Pictures,93,3,2,Comedy,Family,Sci-Fi,,,Robin Williams,Marcia Gay Harden,Christopher McDonald,,
Absolute Power,R,1997,"February 14, 1997 (United States)",6.7,54000.0,Clint Eastwood,David Baldacci,United States,50000000.0,50068310.0,Castle Rock Entertainment,121,0,0,Action,Crime,Drama,,,Clint Eastwood,Gene Hackman,Ed Harris,,
Live Flesh,R,1997,"January 16, 1998 (United States)",7.4,31000.0,Pedro Almodóvar,Pedro Almodóvar,Spain,,1785901.0,El Deseo,103,11,15,Drama,,,,,Liberto Rabal,Francesca Neri,Javier Bardem,,
Mousehunt,PG,1997,"December 19, 1997 (United States)",6.5,56000.0,Gore Verbinski,Adam Rifkin,United States,38000000.0,122417389.0,Dreamworks Pictures,98,2,2,Comedy,,,,,Nathan Lane,Lee Evans,Vicki Lewis,,
Children of Heaven,PG,1997,"January 22, 1999 (United States)",8.2,73000.0,Majid Majidi,Majid Majidi,Iran,180000.0,933933.0,Kanun parvaresh fekri,89,13,5,Drama,Family,Sport,,,Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,,
Bliss,R,1997,"April 14, 1997 (United States)",6.0,2500.0,Lance Young,Lance Young,Canada,,294064.0,Triumph Films,103,0,0,Drama,Romance,,,,Craig Sheffer,Terence Stamp,Sheryl Lee,,
Beverly Hills Ninja,PG-13,1997,"January 17, 1997 (United States)",5.5,41000.0,Dennis Dugan,Mark Feldberg,United States,18000000.0,31480418.0,3 Arts Entertainment,88,0,0,Action,Comedy,,,,Chris Farley,Nicollette Sheridan,Robin Shou,,
Fools Rush In,PG-13,1997,"February 14, 1997 (United States)",6.1,35000.0,Andy Tennant,Joan Taylor,United States,20000000.0,29481428.0,Columbia Pictures,109,0,3,Comedy,Drama,Romance,,,Matthew Perry,Salma Hayek,Jon Tenney,,
The Borrowers,PG,1997,"February 13, 1998 (United States)",5.8,22000.0,Peter Hewitt,Mary Norton,United Kingdom,29000000.0,22619589.0,Polygram Filmed Entertainment,89,0,4,Adventure,Comedy,Family,,,John Goodman,Jim Broadbent,Mark Williams,,
Bean,PG-13,1997,"November 7, 1997 (United States)",6.5,103000.0,Mel Smith,Rowan Atkinson,United Kingdom,18000000.0,251212670.0,Polygram Filmed Entertainment,89,2,0,Adventure,Comedy,Family,,,Rowan Atkinson,Peter MacNicol,John Mills,,
An American Werewolf in Paris,R,1997,"December 25, 1997 (United States)",5.1,25000.0,Anthony Waller,John Landis,United Kingdom,25000000.0,26570463.0,Hollywood Pictures,98,3,0,Comedy,Fantasy,Horror,,,Tom Everett Scott,Julie Delpy,Vince Vieluf,,
Taste of Cherry,Not Rated,1997,"November 26, 1997 (France)",7.7,30000.0,Abbas Kiarostami,Abbas Kiarostami,Iran,,10923.0,Abbas Kiarostami Productions,95,4,6,Drama,,,,,Homayoun Ershadi,Abdolrahman Bagheri,Afshin Khorshid Bakhtiari,,
The Boxer,R,1997,"January 9, 1998 (United States)",7.0,21000.0,Jim Sheridan,Jim Sheridan,United States,,16534578.0,Universal Pictures,113,3,6,Drama,Romance,Sport,,,Daniel Day-Lewis,Emily Watson,Daragh Donnelly,,
Nowhere,R,1997,"May 9, 1997 (United States)",6.4,9000.0,Gregg Araki,Gregg Araki,United States,,194201.0,Blurco,82,0,2,Comedy,Drama,Sci-Fi,,,James Duval,Rachel True,Nathan Bexton,,
Inventing the Abbotts,R,1997,"April 4, 1997 (United States)",6.4,13000.0,Pat O'Connor,Sue Miller,United States,,5936344.0,Fox 2000 Pictures,110,0,0,Drama,Romance,,,,Liv Tyler,Jennifer Connelly,Joaquin Phoenix,,
The Castle,R,1997,"May 7, 1999 (United States)",7.7,16000.0,Rob Sitch,Santo Cilauro,Australia,,877862.0,Working Dog,85,2,11,Comedy,Drama,,,,Michael Caton,Anne Tenney,Stephen Curry,,
Double Team,R,1997,"April 4, 1997 (United States)",4.8,34000.0,Hark Tsui,Don Jakoby,United States,30000000.0,11438337.0,Mandalay Entertainment,93,4,0,Action,Comedy,Sci-Fi,,,Jean-Claude Van Damme,Dennis Rodman,Mickey Rourke,,
Air Bud,PG,1997,"August 1, 1997 (United States)",5.2,18000.0,Charles Martin Smith,Kevin DiCicco,Canada,3000000.0,23144499.0,Walt Disney Pictures,98,4,3,Comedy,Drama,Family,,,Michael Jeter,Kevin Zegers,Wendy Makkena,,
Spice World,PG,1997,"January 23, 1998 (United States)",3.6,36000.0,Bob Spiers,Spice Girls,United Kingdom,25000000.0,29342592.0,Fragile Films,93,3,11,Comedy,Family,Music,,,Mel B,Emma Bunton,Melanie C,,
The Sweet Hereafter,R,1997,"November 21, 1997 (United States)",7.5,35000.0,Atom Egoyan,Russell Banks,Canada,,3263585.0,Alliance Communications Corporation,112,34,57,Drama,,,,,Ian Holm,Sarah Polley,Caerthan Banks,,
Nothing to Lose,R,1997,"July 18, 1997 (United States)",6.7,46000.0,Steve Oedekerk,Steve Oedekerk,United States,25000000.0,44480039.0,O Entertainment,98,0,0,Action,Adventure,Comedy,,,Martin Lawrence,Tim Robbins,John C. McGinley,,
The Pest,PG-13,1997,"February 7, 1997 (United States)",4.8,8500.0,Paul Miller,David Bar Katz,United States,8000000.0,3600616.0,Papazian-Hirsch Entertainment International,84,0,0,Comedy,,,,,John Leguizamo,Jeffrey Jones,Freddy Rodríguez,,
Eve's Bayou,R,1997,"November 7, 1997 (United States)",7.3,9900.0,Kasi Lemmons,Kasi Lemmons,United States,6000000.0,14842388.0,Trimark Pictures,109,12,17,Drama,,,,,Samuel L. Jackson,Jurnee Smollett,Meagan Good,,
Prefontaine,PG-13,1997,"January 24, 1997 (United States)",6.8,7300.0,Steve James,Steve James,United States,8000000.0,589304.0,Hollywood Pictures,106,0,0,Biography,Drama,Romance,,,Jared Leto,R. Lee Ermey,Ed O'Neill,,
Switchback,R,1997,"October 31, 1997 (United States)",6.4,14000.0,Jeb Stuart,Jeb Stuart,United States,37000000.0,6492660.0,Pacific Western,118,0,0,Crime,Mystery,Thriller,,,Danny Glover,Dennis Quaid,Claudia Stedelin,,
Picture Perfect,PG-13,1997,"August 1, 1997 (United States)",5.5,20000.0,Glenn Gordon Caron,Arleen Sorkin,United States,10000000.0,44332015.0,3 Arts Entertainment,101,0,0,Comedy,Drama,Romance,,,Jennifer Aniston,Jay Mohr,Kevin Bacon,,
One Eight Seven,R,1997,"July 30, 1997 (United States)",6.6,24000.0,Kevin Reynolds,Scott Yagemann,United States,20000000.0,5727130.0,Icon Entertainment International,119,0,0,Drama,Thriller,,,,Samuel L. Jackson,John Heard,Kelly Rowan,,
Cure,Not Rated,1997,"July 8, 2001 (United States)",7.4,14000.0,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Japan,,,Daiei Studios,111,10,3,Crime,Horror,Mystery,,,Masato Hagiwara,Kôji Yakusho,Tsuyoshi Ujiki,,
Suicide Kings,R,1997,"September 25, 1998 (Greece)",6.9,28000.0,Peter O'Fallon,Josh McKinney,United States,5000000.0,1740156.0,Live Entertainment,106,0,0,Comedy,Crime,Drama,,,Christopher Walken,Denis Leary,Sean Patrick Flanery,,
Deconstructing Harry,R,1997,"January 2, 1998 (United States)",7.3,45000.0,Woody Allen,Woody Allen,United States,20000000.0,10686841.0,Sweetland Films,96,4,7,Comedy,,,,,Woody Allen,Judy Davis,Julia Louis-Dreyfus,,
Kundun,PG-13,1997,"January 16, 1998 (United States)",7.0,28000.0,Martin Scorsese,Melissa Mathison,United States,28000000.0,5684789.0,De Fina-Cappa,134,7,13,Biography,Drama,History,,,Tenzin Thuthob Tsarong,Gyurme Tethong,Tulku Jamyang Kunga Tenzin,,
