index,budget_category,name,genre1,rating,country_code,nominations,accolades,decade,runtime,months,profit,score,budget,nature_profit,genre2,female_count,genre3
9,2,The Molly Maguires,drama,pg,USA,0.161823075755491,0.0,1970,124.0,May,0.057083702661179445,6.8,16.213405830762646,0,history,1.0,nan
17,0,Joe,drama,r,USA,0.0,0.0,1970,107.0,Jul,0.06402387679336946,6.8,11.571194373094205,1,thriller,1.0,nan
18,0,Cotton Comes to Harlem,action,r,USA,0.0,0.0,1970,97.0,May,0.057083702661179445,6.5,13.997832114758229,0,comedy,0.0,crime
28,1,The Great White Hope,drama,pg-13,USA,0.36602106237266546,0.0,1970,103.0,Oct,0.057083702661179445,6.9,15.89495209964411,0,romance,1.0,sport
34,0,Bloodthirsty Butchers,horror,r,USA,0.0,0.0,1970,79.0,Jan,0.057083702661179445,3.2,9.798127036878302,0,thriller,1.0,nan
41,2,Bedknobs and Broomsticks,animation,g,USA,0.33916551433151276,0.0,1970,117.0,Dec,0.057083702661179445,7.1,16.811242831518264,0,adventure,1.0,comedy
48,0,Escape from the Planet of the Apes,action,g,USA,0.0,0.0,1970,98.0,Jul,0.060641304913842994,6.3,14.73180128983843,1,sci-fi,1.0,nan
67,0,Silent Running,drama,g,USA,0.161823075755491,0.0,1970,89.0,Mar,0.057083702661179445,6.6,13.815510557964274,0,sci-fi,0.0,nan
82,0,Skyjacked,action,pg,USA,0.0,0.0,1970,101.0,Aug,0.057083702661179445,5.6,14.346138809026444,0,drama,1.0,thriller
107,0,Save the Tiger,drama,r,USA,0.33916551433151276,0.0,1970,100.0,Feb,0.057083702661179445,6.9,13.815510557964274,0,nan,1.0,nan
116,0,A Warm December,drama,pg,USA,0.0,0.0,1970,99.0,Jun,0.057083702661179445,6.1,14.914122846632385,0,romance,2.0,nan
129,0,Foxy Brown,action,r,USA,0.0,0.0,1970,92.0,Apr,0.057083702661179445,6.5,13.122363377404328,0,crime,1.0,thriller
130,0,Alice Doesn't Live Here Anymore,drama,pg,USA,0.4681200556812527,1.0,1970,112.0,May,0.0631521658908225,7.3,14.403297222866392,1,romance,2.0,nan
133,1,The Taking of Pelham One Two Three,action,r,USA,0.20419798661717445,2.0,1970,104.0,Nov,0.057083702661179445,7.7,15.424948470398375,0,crime,0.0,thriller
150,1,The Klansman,crime,r,USA,0.0,0.0,1970,112.0,Oct,0.057083702661179445,5.1,15.424948470398375,0,drama,0.0,thriller
162,0,Death Race 2000,action,r,USA,0.0,0.0,1970,80.0,Nov,0.057083702661179445,6.2,12.611537753638338,0,comedy,1.0,sci-fi
167,0,Dolemite,action,r,USA,0.0,0.0,1970,90.0,Apr,0.057083702661179445,5.6,11.512925464970229,0,comedy,0.0,crime
191,1,The Enforcer,action,r,USA,0.161823075755491,0.0,1970,96.0,Dec,0.070534017948024,6.7,16.012735135300492,1,crime,1.0,thriller
202,2,Star Wars,action,pg,USA,0.7438322323939832,4.0,1970,121.0,May,0.33319805970236555,8.6,16.213405830762646,1,adventure,1.0,fantasy
214,3,Sorcerer,adventure,pg,USA,0.20419798661717445,4.0,1970,121.0,Jun,0.04913907794009112,7.7,16.90655301132259,-1,drama,0.0,thriller
219,0,Kingdom of the Spiders,horror,pg,USA,0.23706652102292547,0.0,1970,97.0,Nov,0.057083702661179445,5.8,13.122363377404328,0,sci-fi,1.0,nan
222,2,Damnation Alley,sci-fi,pg,USA,0.0,0.0,1970,91.0,Oct,0.057083702661179445,5.2,16.64872390202049,0,nan,1.0,nan
229,0,National Lampoon's Animal House,comedy,r,USA,0.23706652102292547,0.0,1970,109.0,Jul,0.10714852430573457,7.4,14.914122846632385,1,nan,1.0,nan
230,1,Every Which Way but Loose,action,pg,USA,0.23706652102292547,0.0,1970,114.0,Dec,0.08605212054029374,6.3,15.424948470398375,1,comedy,1.0,nan
253,2,The Brink's Job,comedy,pg,USA,0.0,4.0,1970,104.0,Dec,0.054342039605456104,6.5,16.556350581889475,-1,crime,0.0,drama
276,0,The Onion Field,crime,r,USA,0.20419798661717445,0.0,1970,122.0,Feb,0.05993392871799086,6.8,14.508657738524219,1,drama,0.0,nan
283,0,Rich Kids,comedy,pg,USA,0.161823075755491,0.0,1970,101.0,Aug,0.05685112230597849,6.5,14.73180128983843,-1,drama,2.0,nan
305,1,The Hollywood Knights,comedy,r,USA,0.0,0.0,1980,91.0,May,0.05925101095748054,6.2,15.201804919084164,1,nan,1.0,nan
314,1,Bronco Billy,action,pg,USA,0.161823075755491,0.0,1980,116.0,Jun,0.06350097935117213,6.1,15.687312734865866,1,adventure,1.0,comedy
318,1,Stardust Memories,comedy,pg,USA,0.161823075755491,24.0,1980,89.0,Sep,0.05722421756604378,7.2,16.11809565095832,1,drama,2.0,nan
351,1,Carbon Copy,comedy,pg,USA,0.0,0.0,1980,92.0,Sep,0.05837202042758435,5.6,15.60727002719233,1,drama,1.0,nan
358,1,Modern Problems,comedy,pg,USA,0.0,0.0,1980,93.0,Dec,0.06364133134669618,5.0,15.89495209964411,1,fantasy,1.0,sci-fi
365,1,An Eye for an Eye,action,r,USA,0.0,0.0,1980,106.0,Aug,0.057083702661179445,5.5,15.150511624696614,0,adventure,0.0,crime
378,1,Fast Times at Ridgemont High,comedy,r,USA,0.161823075755491,0.0,1980,90.0,Aug,0.06524474395219491,7.1,15.319587954740548,1,drama,1.0,nan
382,3,Annie,comedy,pg,USA,0.4257451448195692,0.0,1980,127.0,Jun,0.05963529675271573,6.6,17.72753356339242,1,drama,2.0,family
392,2,Cat People,fantasy,r,USA,0.20419798661717445,0.0,1980,118.0,Apr,0.05311030411796079,6.2,16.70588231586044,-1,horror,1.0,thriller
395,2,The Verdict,drama,r,USA,0.4484511871574797,4.0,1980,129.0,Dec,0.07080772659032776,7.7,16.588099280204055,1,nan,1.0,nan
422,0,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",comedy,pg,USA,0.23706652102292547,5.0,1980,109.0,Apr,0.057080436527576925,7.2,13.652991628466498,-1,drama,3.0,nan
466,2,Gorky Park,crime,r,USA,0.161823075755491,0.0,1980,128.0,Dec,0.05739291542555712,6.7,16.523560759066484,1,drama,0.0,mystery
481,2,The Survivors,comedy,r,USA,0.0,2.0,1980,103.0,Jun,0.057806138759946474,5.8,16.300417207752275,1,crime,0.0,drama
484,0,Chained Heat,action,r,USA,0.0,0.0,1980,95.0,May,0.058853664962451833,5.0,14.038654109278484,1,crime,2.0,drama
523,1,Body Double,crime,r,USA,0.23706652102292547,0.0,1980,114.0,Oct,0.056650941764935035,6.8,16.11809565095832,-1,drama,1.0,mystery
537,1,The Woman in Red,comedy,pg-13,USA,0.23706652102292547,1.0,1980,87.0,Aug,0.06298939670315368,5.9,16.012735135300492,1,romance,1.0,nan
539,1,The Pope of Greenwich Village,action,r,USA,0.0,3.0,1980,121.0,Jun,0.05666331745652496,6.6,15.89495209964411,-1,comedy,1.0,crime
543,1,The Ice Pirates,action,pg,USA,0.0,0.0,1980,91.0,Mar,0.05898219284634738,5.6,16.012735135300492,1,adventure,1.0,comedy
551,0,"Silent Night, Deadly Night",horror,r,USA,0.0,0.0,1980,79.0,Nov,0.05759896575990305,5.8,13.878485357125662,1,thriller,3.0,nan
563,2,The River,drama,pg-13,USA,0.35320448568276447,2.0,1980,124.0,Jan,0.05473216665776788,6.3,16.70588231586044,-1,nan,1.0,nan
565,3,City Heat,action,pg,USA,0.0,3.0,1980,93.0,Dec,0.06190559806778339,5.5,17.034386382832476,1,comedy,1.0,crime
566,1,Impulse,horror,r,USA,0.0,0.0,1980,91.0,Sep,0.05447333622570017,5.9,16.11809565095832,-1,mystery,1.0,sci-fi
571,2,Protocol,comedy,pg,USA,0.0,6.0,1980,96.0,Dec,0.06220816983832315,5.4,16.300417207752275,1,nan,1.0,nan
583,2,Clue,comedy,pg,USA,0.0,1.0,1980,94.0,Dec,0.056955107951944764,7.2,16.523560759066484,-1,crime,2.0,mystery
584,0,The Breakfast Club,comedy,r,USA,0.323646151510982,0.0,1980,97.0,Feb,0.07533430637456796,7.8,13.815510557964274,1,drama,1.0,nan
610,2,Ladyhawke,adventure,pg-13,USA,0.4257451448195692,0.0,1980,121.0,Apr,0.0565173127597461,6.9,16.811242831518264,-1,comedy,1.0,drama
615,1,To Live and Die in L.A.,action,r,USA,0.28662811140198874,4.0,1980,116.0,Nov,0.06044556590993475,7.3,15.89495209964411,1,crime,0.0,drama
617,0,House,comedy,r,USA,0.23706652102292547,0.0,1980,93.0,Feb,0.06302380019383112,6.1,14.914122846632385,1,fantasy,1.0,horror
620,0,Friday the 13th: A New Beginning,horror,r,USA,0.161823075755491,0.0,1980,92.0,Mar,0.06421068576466084,4.7,14.603967918328545,1,mystery,1.0,thriller
624,1,The Sure Thing,comedy,pg-13,USA,0.0,0.0,1980,95.0,Mar,0.062009102571307886,7.0,15.319587954740548,1,drama,1.0,romance
634,2,White Nights,drama,pg-13,USA,0.323646151510982,0.0,1980,136.0,Dec,0.06508860130964206,6.6,16.811242831518264,1,music,0.0,nan
638,2,The Purple Rose of Cairo,comedy,pg,USA,0.5639501151910319,20.0,1980,82.0,Apr,0.055505661289033316,7.7,16.523560759066484,-1,fantasy,1.0,romance
641,1,Mishima: A Life in Four Chapters,biography,r,USA,0.0,0.0,1980,120.0,Sep,0.05548350525753828,7.9,15.424948470398375,-1,drama,0.0,nan
649,1,Agnes of God,drama,pg-13,USA,0.2639220690640782,11.0,1980,98.0,Sep,0.06272875909718491,6.6,16.11809565095832,1,mystery,3.0,nan
659,1,Compromising Positions,comedy,r,USA,0.0,0.0,1980,99.0,Aug,0.059443117913902214,5.9,15.60727002719233,1,drama,1.0,mystery
680,2,The Color of Money,drama,r,USA,0.41732584127791733,4.0,1980,119.0,Oct,0.0707355711176551,7.0,16.489659207390805,1,sport,1.0,nan
684,3,Cobra,action,r,USA,0.28662811140198874,2.0,1980,87.0,May,0.06576818791730096,5.8,17.034386382832476,1,crime,1.0,thriller
703,2,The Great Mouse Detective,animation,g,USA,0.20419798661717445,0.0,1980,74.0,Jul,0.06597889579717565,7.2,16.454567887579532,1,adventure,0.0,family
708,1,Raw Deal,action,r,USA,0.0,0.0,1980,106.0,Jun,0.05986849840296163,5.5,15.955576721460545,1,crime,1.0,thriller
715,0,Down by Law,comedy,r,USA,0.39888959677841646,0.0,1980,107.0,Sep,0.057229738061492515,7.7,13.9108207377686,1,crime,0.0,drama
722,2,Down and Out in Beverly Hills,comedy,r,USA,0.2639220690640782,3.0,1980,103.0,Jan,0.07447065352426664,6.2,16.454567887579532,1,nan,1.0,nan
724,1,Vamp,comedy,r,USA,0.20419798661717445,0.0,1980,93.0,Jul,0.057676503742729576,5.9,15.009433026436708,1,fantasy,0.0,horror
727,1,Firewalker,action,pg,USA,0.0,0.0,1980,105.0,Nov,0.05851032756773084,5.1,15.89495209964411,1,adventure,1.0,comedy
738,1,Violets Are Blue...,drama,pg-13,USA,0.0,4.0,1980,88.0,Apr,0.055184883045150485,5.8,16.11809565095832,-1,romance,2.0,nan
753,2,RoboCop,action,r,USA,0.5278441381281564,0.0,1980,102.0,Jul,0.07168608282132923,7.6,16.38045991542581,1,crime,1.0,sci-fi
759,2,Fatal Attraction,drama,r,USA,0.5318799443187473,1.0,1980,119.0,Sep,0.16766905271380372,6.9,16.454567887579532,1,thriller,2.0,nan
766,1,Raising Arizona,comedy,pg-13,USA,0.23706652102292547,0.0,1980,94.0,Apr,0.06545683818694314,7.3,15.60727002719233,1,crime,1.0,nan
788,3,Jaws: The Revenge,adventure,pg-13,USA,0.30629697992576166,0.0,1980,89.0,Jul,0.06751604584125938,3.0,16.951004773893423,1,horror,1.0,thriller
791,1,Creepshow 2,fantasy,r,USA,0.0,0.0,1980,92.0,May,0.06087649217970635,6.0,15.068273526459642,1,horror,1.0,nan
792,1,The Hidden,horror,r,USA,0.39888959677841646,0.0,1980,97.0,Oct,0.05879885012345788,7.0,15.424948470398375,1,sci-fi,1.0,thriller
821,2,Critical Condition,comedy,r,USA,0.0,0.0,1980,97.0,Jan,0.05933788462079337,5.3,16.454567887579532,1,nan,1.0,nan
851,0,Heathers,comedy,r,USA,0.4257451448195692,0.0,1980,103.0,Mar,0.05642049512475178,7.2,14.914122846632385,-1,crime,2.0,nan
853,3,Coming to America,comedy,r,USA,0.4083959732343489,0.0,1980,117.0,Jun,0.1483823958055944,7.1,17.399029496420383,1,romance,1.0,nan
856,4,Who Framed Roger Rabbit,animation,pg,USA,0.6257936257335015,2.0,1980,104.0,Jun,0.150929581592056,7.7,18.064005800013632,1,adventure,1.0,comedy
865,2,The Naked Gun: From the Files of Police Squad!,comedy,pg-13,USA,0.0,0.0,1980,85.0,Dec,0.0811972387014201,7.6,16.300417207752275,1,crime,2.0,nan
867,2,Beaches,comedy,pg-13,USA,0.28662811140198874,1.0,1980,123.0,Jan,0.07046389324322498,7.0,16.811242831518264,1,drama,2.0,music
879,3,The Dead Pool,action,r,USA,0.0,0.0,1980,91.0,Jul,0.05957729741539841,6.3,17.24949776244942,1,crime,1.0,mystery
881,1,License to Drive,comedy,pg-13,USA,0.23706652102292547,0.0,1980,88.0,Jul,0.062297262102895296,6.3,15.89495209964411,1,nan,1.0,nan
883,0,I'm Gonna Git You Sucka,action,r,USA,0.0,0.0,1980,88.0,Jan,0.06070674028592492,6.6,14.914122846632385,1,comedy,0.0,crime
911,1,Vice Versa,comedy,pg,USA,0.0,0.0,1980,98.0,Mar,0.05840722726720361,5.9,16.11809565095832,1,fantasy,1.0,nan
930,1,Talk Radio,drama,r,USA,0.36602106237266546,5.0,1980,110.0,Jan,0.05689174127563166,7.2,15.201804919084164,-1,thriller,2.0,nan
932,2,Fresh Horses,drama,pg-13,USA,0.0,0.0,1980,105.0,Nov,0.054425262799161864,5.0,16.454567887579532,-1,nan,2.0,nan
933,1,Bird,biography,r,USA,0.5009885900870037,0.0,1980,161.0,Sep,0.05462072799978867,7.1,16.012735135300492,-1,drama,1.0,music
949,1,Permanent Record,drama,pg-13,USA,0.0,0.0,1980,91.0,Apr,0.054877794242903184,6.3,15.89495209964411,-1,music,1.0,romance
963,2,"Honey, I Shrunk the Kids",adventure,pg,USA,0.39888959677841646,0.0,1980,93.0,Jun,0.13103376873267455,6.4,16.70588231586044,1,comedy,1.0,family
974,3,Ghostbusters II,action,pg,USA,0.23706652102292547,2.0,1980,108.0,Jun,0.12585771853442476,6.6,17.034386382832476,1,comedy,1.0,fantasy
975,2,Field of Dreams,drama,pg,USA,0.49082609801916316,0.0,1980,107.0,May,0.08216365880920712,7.5,16.523560759066484,1,family,0.0,fantasy
987,3,Lethal Weapon 2,action,r,USA,0.161823075755491,1.0,1980,114.0,Jul,0.12927456964561967,7.3,17.14771506813948,1,crime,0.0,thriller
989,1,UHF,comedy,pg-13,USA,0.0,0.0,1980,97.0,Jul,0.05750168865554992,6.9,15.424948470398375,1,sci-fi,1.0,nan
1001,3,Casualties of War,action,r,USA,0.2639220690640782,0.0,1980,113.0,Aug,0.05570071325621162,7.1,16.929025867174648,-1,crime,0.0,drama
1016,1,The Return of Swamp Thing,action,pg-13,USA,0.0,0.0,1980,88.0,May,0.05570847908305532,4.7,15.201804919084164,-1,adventure,1.0,comedy
1023,0,Mystery Train,comedy,r,USA,0.323646151510982,0.0,1980,110.0,Nov,0.056630364256315804,7.5,14.845129975145433,-1,crime,1.0,drama
1032,2,We're No Angels,comedy,pg-13,USA,0.0,6.0,1980,106.0,Dec,0.053672123888633336,6.1,16.811242831518264,-1,crime,1.0,nan
1037,1,A Dry White Season,drama,r,USA,0.3887271047105759,1.0,1980,106.0,Sep,0.05519340490137154,7.0,16.012735135300492,-1,thriller,1.0,nan
1045,3,Blaze,biography,r,USA,0.20419798661717445,7.0,1980,120.0,Dec,0.05604745693713829,6.0,16.90655301132259,-1,comedy,1.0,drama
1080,3,Dick Tracy,action,pg,USA,0.59027100670569,21.0,1990,105.0,Jun,0.09889061950503251,6.2,17.665658159674333,1,comedy,1.0,crime
1093,2,The Hot Spot,crime,r,USA,0.0,0.0,1990,130.0,Oct,0.05285527550586284,6.4,16.38045991542581,-1,drama,2.0,romance
1107,2,The Freshman,comedy,pg,USA,0.161823075755491,6.0,1990,102.0,Jul,0.06050104250039517,6.4,16.300417207752275,1,crime,0.0,nan
1139,2,Mr. Destiny,comedy,pg-13,USA,0.0,6.0,1990,110.0,Oct,0.05541460544314472,6.4,16.811242831518264,-1,fantasy,1.0,romance
1164,2,Where the Heart Is,comedy,r,USA,0.0,5.0,1990,107.0,Feb,0.052065110661618355,5.9,16.523560759066484,-1,drama,2.0,nan
1177,3,Beauty and the Beast,animation,g,USA,0.6707756437933656,0.0,1990,84.0,Nov,0.20155922617414623,8.1,17.034386382832476,1,family,1.0,fantasy
1183,4,Hudson Hawk,action,r,USA,0.36602106237266546,0.0,1990,100.0,May,0.03982401072298031,5.7,17.98989782785991,-1,adventure,1.0,comedy
1185,3,Shattered,crime,r,USA,0.0,0.0,1990,98.0,Oct,0.053294897738955294,6.5,16.90655301132259,-1,drama,1.0,mystery
1214,2,Doc Hollywood,comedy,pg-13,USA,0.0,0.0,1990,104.0,Aug,0.06966520871006773,6.3,16.811242831518264,1,drama,1.0,romance
1217,3,Regarding Henry,drama,pg-13,USA,0.161823075755491,4.0,1990,108.0,Jul,0.06358616937715679,6.7,17.034386382832476,1,romance,1.0,nan
1224,3,Billy Bathgate,crime,r,USA,0.20419798661717445,24.0,1990,106.0,Nov,0.04536772635157708,5.9,17.686711568872166,-1,drama,1.0,thriller
1239,2,Mannequin: On the Move,comedy,pg,USA,0.0,0.0,1990,95.0,May,0.05374331274180584,4.4,16.38045991542581,-1,fantasy,1.0,romance
1257,3,At Play in the Fields of the Lord,drama,r,USA,0.161823075755491,1.0,1990,189.0,Dec,0.04456601733969234,6.8,17.399029496420383,-1,romance,1.0,nan
1263,1,One Good Cop,action,r,USA,0.0,0.0,1990,114.0,May,0.059712230778963676,5.8,15.201804919084164,1,crime,1.0,drama
1269,2,Year of the Gun,action,r,USA,0.0,0.0,1990,111.0,Nov,0.05209249026732552,5.6,16.523560759066484,-1,romance,2.0,thriller
1298,3,Sister Act,comedy,pg,USA,0.4959949691147739,0.0,1990,100.0,May,0.1295459036404668,6.5,17.24949776244942,1,family,3.0,music
1305,3,Cool World,animation,pg-13,USA,0.161823075755491,0.0,1990,102.0,Jul,0.05134416061390649,4.8,17.216707939626428,-1,comedy,2.0,fantasy
1308,2,The Hand that Rocks the Cradle,drama,r,USA,0.43370912277044016,0.0,1990,110.0,Jan,0.08465789039084715,6.7,16.275099399767985,1,thriller,2.0,nan
1311,2,Gladiator,action,r,USA,0.0,0.0,1990,101.0,Mar,0.053191015040133086,6.5,16.811242831518264,-1,drama,0.0,sport
1317,2,School Ties,drama,pg-13,USA,0.20419798661717445,0.0,1990,106.0,Sep,0.05589712557056391,6.9,16.70588231586044,-1,nan,0.0,nan
1326,3,Boomerang,comedy,r,USA,0.2639220690640782,0.0,1990,117.0,Jul,0.0892510527756941,5.6,17.553180176247643,1,drama,2.0,romance
1328,3,Freejack,action,r,USA,0.20419798661717445,0.0,1990,110.0,Jan,0.052434474539233514,5.4,17.216707939626428,-1,crime,1.0,sci-fi
1329,3,Mr. Baseball,comedy,pg-13,USA,0.0,0.0,1990,108.0,Oct,0.05017831382714507,6.0,17.50439001207821,-1,romance,1.0,sport
1331,3,Medicine Man,adventure,pg-13,USA,0.0,6.0,1990,106.0,Feb,0.059070689823574135,6.0,17.50439001207821,1,drama,1.0,romance
1332,3,Lorenzo's Oil,biography,pg-13,USA,0.323646151510982,0.0,1990,129.0,Jan,0.04887913604008546,7.3,17.216707939626428,-1,drama,1.0,nan
1335,3,White Sands,action,r,USA,0.0,0.0,1990,101.0,Apr,0.05239204875689732,6.0,16.90655301132259,-1,crime,1.0,drama
1338,3,Hoffa,biography,r,USA,0.35320448568276447,12.0,1990,140.0,Dec,0.05502552592317616,6.6,17.37085861945369,-1,crime,0.0,drama
1343,2,Thunderheart,crime,r,USA,0.161823075755491,1.0,1990,119.0,Apr,0.0598509067227386,6.8,16.523560759066484,1,mystery,0.0,thriller
1351,1,Kuffs,action,pg-13,USA,0.0,0.0,1990,102.0,Jan,0.06110868856012081,5.9,16.11809565095832,1,comedy,1.0,crime
1360,1,Class Act,comedy,pg-13,USA,0.0,0.0,1990,98.0,Jun,0.05916869405986067,6.0,15.830413578506539,1,nan,0.0,nan
1390,3,Tombstone,action,r,USA,0.161823075755491,0.0,1990,130.0,Dec,0.06846390078618028,7.8,17.034386382832476,1,biography,0.0,drama
1395,3,The Fugitive,action,pg-13,USA,0.6125939598515233,1.0,1990,130.0,Aug,0.17443469098036626,7.8,17.599700191882537,1,crime,1.0,drama
1397,2,Six Degrees of Separation,comedy,r,USA,0.28662811140198874,0.0,1990,112.0,Dec,0.05506301927304802,6.8,16.300417207752275,-1,drama,1.0,mystery
1402,2,What's Eating Gilbert Grape,drama,pg-13,USA,0.4681200556812527,0.0,1990,118.0,Mar,0.05673431992118398,7.8,16.213405830762646,-1,nan,1.0,nan
1405,3,Mrs. Doubtfire,comedy,pg-13,USA,0.5150275614382555,2.0,1990,125.0,Nov,0.2074537900043648,7.1,17.034386382832476,1,drama,1.0,nan
1417,3,"Blood In, Blood Out",crime,r,USA,0.161823075755491,0.0,1990,180.0,Apr,0.04606531787290751,7.9,17.37085861945369,-1,drama,0.0,nan
1430,3,Hot Shots! Part Deux,action,pg-13,USA,0.0,0.0,1990,86.0,May,0.09636718597262615,6.6,17.034386382832476,1,comedy,1.0,nan
1443,2,Nowhere to Run,action,r,USA,0.0,0.0,1990,94.0,Jan,0.059680513305701455,5.7,16.523560759066484,1,drama,1.0,romance
1447,3,Teenage Mutant Ninja Turtles III,action,pg,USA,0.0,0.0,1990,96.0,Mar,0.06476811420750703,4.8,16.860032995687696,1,adventure,1.0,comedy
1452,2,The Thing Called Love,comedy,pg-13,USA,0.0,4.0,1990,116.0,Aug,0.052398603780839485,6.4,16.454567887579532,-1,drama,1.0,music
1453,3,Made in America,comedy,pg-13,USA,0.0,0.0,1990,111.0,May,0.08704410115969125,5.0,16.90655301132259,1,nan,1.0,nan
1458,1,Red Rock West,crime,r,USA,0.20419798661717445,0.0,1990,98.0,May,0.05509792485681409,7.0,15.89495209964411,-1,drama,1.0,thriller
1469,1,The Night We Never Met,comedy,r,USA,0.0,0.0,1990,99.0,Apr,0.05487478710264207,6.0,15.89495209964411,-1,romance,2.0,nan
1495,2,Blink,crime,r,USA,0.161823075755491,0.0,1990,106.0,Jan,0.059141279777220765,6.2,16.213405830762646,1,drama,1.0,mystery
1500,0,Fear of a Black Hat,comedy,r,USA,0.0,0.0,1990,88.0,Jun,0.056806946422193035,7.2,13.815509557963773,-1,music,0.0,nan
1501,0,Excessive Force,action,r,USA,0.0,0.0,1990,87.0,May,0.05641621396843049,5.2,14.914122846632385,-1,nan,0.0,nan
1504,2,Money for Nothing,comedy,r,USA,0.0,0.0,1990,100.0,Sep,0.05348590731494295,5.7,16.213405830762646,-1,crime,1.0,drama
1519,3,Mary Shelley's Frankenstein,drama,r,USA,0.4484511871574797,13.0,1990,123.0,Nov,0.08128758619871385,6.3,17.622173047734595,1,horror,1.0,romance
1521,2,Ace Ventura: Pet Detective,comedy,pg-13,USA,0.4083959732343489,0.0,1990,86.0,Feb,0.09039429056352657,6.9,16.523560759066484,1,nan,2.0,nan
1538,2,Nobody's Fool,comedy,r,USA,0.4484511871574797,19.0,1990,110.0,Jan,0.06412455584931168,7.3,16.811242831518264,1,drama,1.0,nan
1555,3,The River Wild,adventure,pg-13,USA,0.23706652102292547,9.0,1990,111.0,Sep,0.07486153407742945,6.4,17.622173047734595,1,crime,1.0,thriller
1591,2,3 Ninjas Kick Back,action,pg,USA,0.20419798661717445,0.0,1990,93.0,May,0.05412130070035003,4.5,16.811242831518264,-1,comedy,0.0,family
1593,1,The Inkwell,comedy,r,USA,0.0,0.0,1990,110.0,Apr,0.05740182920336175,6.3,15.89495209964411,1,drama,1.0,romance
1594,2,Mixed Nuts,comedy,pg-13,USA,0.0,5.0,1990,97.0,Dec,0.05412960727061366,5.4,16.523560759066484,-1,drama,1.0,nan
1598,0,Swimming with Sharks,comedy,r,USA,0.37781117002131775,0.0,1990,93.0,Apr,0.05696917053182532,7.0,13.458835614025542,-1,crime,1.0,nan
1611,2,Rapa Nui,action,r,USA,0.0,0.0,1990,107.0,Sep,0.04996953846383459,6.4,16.811242831518264,-1,adventure,1.0,drama
1617,4,Heat,action,r,USA,0.39888959677841646,16.0,1990,170.0,Dec,0.1031161814787814,8.3,17.909855120186375,1,crime,0.0,drama
1629,0,Before Sunrise,drama,r,USA,0.30629697992576166,0.0,1990,101.0,Jan,0.05834340942954683,8.1,14.73180128983843,1,romance,2.0,nan
1632,4,Apollo 13,adventure,pg,USA,0.7001929557319483,10.0,1990,140.0,Jun,0.16661871731852831,7.7,17.7667542765457,1,drama,0.0,history
1638,1,Four Rooms,comedy,r,USA,0.0,0.0,1990,98.0,Dec,0.05717666357106049,6.7,15.201804919084164,1,nan,1.0,nan
1642,2,While You Were Sleeping,comedy,pg,USA,0.3887271047105759,0.0,1990,103.0,Apr,0.116705276017763,6.8,16.64872390202049,1,drama,1.0,romance
1645,3,Species,action,r,USA,0.39888959677841646,0.0,1990,108.0,Jul,0.0853938432690221,5.8,17.37085861945369,1,horror,1.0,sci-fi
1649,4,Crimson Tide,action,r,USA,0.4412645076400999,8.0,1990,116.0,May,0.09479024161969601,7.3,17.785802471516394,1,drama,0.0,thriller
1659,4,Judge Dredd,action,r,USA,0.33916551433151276,2.0,1990,96.0,Jun,0.06556997204122811,5.6,18.31532022829454,1,crime,0.0,sci-fi
1660,3,The Bridges of Madison County,drama,pg-13,USA,0.5150275614382555,22.0,1990,135.0,Jun,0.11416215682410136,7.6,16.99356438831222,1,romance,2.0,nan
1679,2,Copycat,drama,r,USA,0.23706652102292547,5.0,1990,123.0,Oct,0.06143707261125147,6.6,16.811242831518264,1,mystery,2.0,thriller
1687,2,The Big Green,comedy,pg,USA,0.0,0.0,1990,100.0,Sep,0.05915587298641586,5.5,16.300417207752275,1,family,1.0,sport
1691,1,How to Make an American Quilt,comedy,pg-13,USA,0.23706652102292547,5.0,1990,117.0,Oct,0.06835371302630609,6.3,16.11809565095832,1,drama,3.0,romance
1696,2,Waiting to Exhale,comedy,r,USA,0.4959949691147739,0.0,1990,124.0,Dec,0.08072620277944494,5.9,16.588099280204055,1,drama,3.0,romance
1707,1,My Family,drama,r,USA,0.36602106237266546,0.0,1990,128.0,May,0.05909907289302249,7.3,15.520258650202699,1,nan,0.0,nan
1719,2,Losing Isaiah,drama,r,USA,0.0,10.0,1990,111.0,Mar,0.05368961334414839,6.4,16.64872390202049,-1,nan,2.0,nan
1721,1,New Jersey Drive,crime,r,USA,0.20419798661717445,0.0,1990,98.0,Apr,0.05656553825908319,6.7,15.424948470398375,-1,drama,0.0,nan
1723,2,Houseguest,comedy,pg,USA,0.0,0.0,1990,113.0,Jan,0.0628000707644942,5.9,16.166885815127753,1,nan,1.0,nan
1742,3,Matilda,comedy,pg,USA,0.3887271047105759,0.0,1990,102.0,Aug,0.05616599786440448,7.0,17.399029496420383,-1,family,2.0,fantasy
1743,4,Mission: Impossible,action,pg-13,USA,0.4681200556812527,4.0,1990,110.0,May,0.19351445627739267,7.1,18.197537192638155,1,adventure,1.0,thriller
1753,4,Space Jam,animation,pg,USA,0.4257451448195692,0.0,1990,88.0,Nov,0.11148132108180395,6.5,18.197537192638155,1,adventure,1.0,comedy
1763,1,Bound,crime,r,USA,0.5009885900870037,0.0,1990,109.0,Oct,0.056831666379402596,7.3,15.319587954740548,-1,thriller,2.0,nan
